,Long,Short
2013-01-01,0.05315807575725638,0.02376734724132807
2013-01-02,0.04970324559558798,0.02024078084099921
2013-01-03,0.03157137651662228,0.04876555972994122
2013-01-04,0.04065167991408804,0.05805811162301645
2013-01-07,0.020899820358498595,0.026543880720864648
2013-01-08,0.059510024780116674,0.0478321091601729
2013-01-09,0.020382712244800625,0.02494905679496186
2013-01-10,0.018458688856511123,0.03820573018019234
2013-01-11,0.03174345751230079,0.061562177778133075
2013-01-14,0.043415873765424946,0.039531527217009574
2013-01-15,0.01968153054852806,0.040099380058818114
2013-01-16,0.020698896295100338,0.06902747016135828
2013-01-17,0.0288531366248623,0.05151917048400626
2013-01-18,0.023785856254211417,0.06183155923886024
2013-01-21,0.03735598357774293,0.036155724710399455
2013-01-22,0.02507379341206947,0.0325013342153953
2013-01-23,0.014301651288823769,0.06545155304685432
2013-01-24,0.026322546243511286,0.05025124020794468
2013-01-25,0.05046592580326576,0.012781795995165126
2013-01-28,0.0631066717298513,0.03114902384155162
2013-01-29,0.02271653572855603,0.04579269891102362
2013-01-30,0.027592692880182464,0.03287228992216719
2013-01-31,0.026320396007889695,0.06734569846916237
2013-02-01,0.023502775853044562,0.03327202031902954
2013-02-04,0.027454595445382774,-0.0032732780517033305
2013-02-05,0.04343737476104662,0.034674156870389265
2013-02-06,0.021147320959532184,0.06192828810541801
2013-02-07,0.01350169638630234,0.05615194585707899
2013-02-08,0.029345916898333466,0.029331514632430982
2013-02-11,0.044443283042034105,0.04818280873503306
2013-02-12,0.0409722999113051,0.05823167525979008
2013-02-13,0.004316634711762706,0.07326108143002198
2013-02-14,0.0006987516972230942,0.07127203735312175
2013-02-15,0.012727434251744385,0.05114433328299988
2013-02-18,0.03068379583494431,0.027777770464518157
2013-02-19,0.03390240384446568,0.025384453143055406
2013-02-20,0.036999263203441046,0.046961905086164615
2013-02-21,-0.010484407584380613,0.02772355954345394
2013-02-22,0.036419072361340676,0.039339971301588186
2013-02-25,0.03684642574109282,0.04999815311272541
2013-02-26,0.006670101320796278,0.07611995056855816
2013-02-27,0.06056427365042009,0.05666850724764531
2013-02-28,0.018255377724782727,0.08402114326423256
2013-03-01,0.03480197532320233,0.040854036812922594
2013-03-04,0.020775594496835,0.06554838458994286
2013-03-05,0.02384945921398951,0.036485061164905894
2013-03-06,0.03331332033208345,0.036244194479700634
2013-03-07,0.0404683956753616,0.049943135216198024
2013-03-08,0.01696023824564222,0.0653400459341723
2013-03-11,0.03808919171166868,0.0286892970193874
2013-03-12,0.056138291178283825,0.07585353927017788
2013-03-13,0.07068400418177141,0.06870312460393295
2013-03-14,0.04162215298783096,0.02986989157514048
