2013-01-01,ASIANPAINT,DRREDDY,BRITANNIA,INFY,HINDALCO,TITAN,HDFC,SUNPHARMA
2013-01-02,BRITANNIA,TECHM,ASIANPAINT,BPCL,SUNPHARMA,INFY,NTPC,HDFC
2013-01-03,TECHM,NTPC,RELIANCE,UPL,NESTLEIND,SBIN,TITAN,TATASTEEL
2013-01-04,BAJFINANCE,AXISBANK,UPL,M&M,SHREECEM,HINDUNILVR,LT,HINDALCO
2013-01-07,SBIN,DIVISLAB,ADANIPORTS,HDFC,BRITANNIA,BAJAJ-AUTO,UPL,NESTLEIND
2013-01-08,EICHERMOT,DIVISLAB,AXISBANK,SBIN,RELIANCE,HDFC,ICICIBANK,WIPRO
2013-01-09,UPL,AXISBANK,MARUTI,KOTAKBANK,ICICIBANK,ADANIPORTS,DRREDDY,INDUSINDBK
2013-01-10,BAJAJFINSV,INDUSINDBK,TITAN,TATASTEEL,BPCL,DRREDDY,ULTRACEMCO,NTPC
2013-01-11,EICHERMOT,INFY,SUNPHARMA,UPL,DIVISLAB,HINDUNILVR,MARUTI,BPCL
2013-01-14,ULTRACEMCO,HINDALCO,HEROMOTOCO,UPL,M&M,HINDUNILVR,SHREECEM,ONGC
2013-01-15,UPL,BAJAJ-AUTO,ICICIBANK,HINDALCO,ADANIPORTS,RELIANCE,BPCL,JSWSTEEL
2013-01-16,TATACONSUM,SUNPHARMA,ITC,SHREECEM,TATAMOTORS,HEROMOTOCO,JSWSTEEL,LT
2013-01-17,HINDUNILVR,MARUTI,HINDALCO,INFY,ICICIBANK,HEROMOTOCO,LT,BAJFINANCE
2013-01-18,APOLLOHOSP,HINDALCO,DRREDDY,BRITANNIA,BAJFINANCE,KOTAKBANK,BPCL,ADANIPORTS
2013-01-21,BAJFINANCE,UPL,BPCL,HEROMOTOCO,KOTAKBANK,AXISBANK,HINDUNILVR,APOLLOHOSP
2013-01-22,ULTRACEMCO,TECHM,SHREECEM,TITAN,M&M,TATASTEEL,ICICIBANK,INDUSINDBK
2013-01-23,HDFC,TATACONSUM,DIVISLAB,WIPRO,EICHERMOT,BPCL,TATASTEEL,INDUSINDBK
2013-01-24,TATACONSUM,ULTRACEMCO,HDFCBANK,TATASTEEL,HDFC,NESTLEIND,ICICIBANK,HEROMOTOCO
2013-01-25,AXISBANK,TATASTEEL,HINDUNILVR,BAJAJ-AUTO,BHARTIARTL,BPCL,POWERGRID,CIPLA
2013-01-28,BPCL,NTPC,AXISBANK,HCLTECH,SBIN,ASIANPAINT,RELIANCE,GRASIM
2013-01-29,SBIN,ASIANPAINT,GRASIM,SUNPHARMA,WIPRO,INFY,RELIANCE,BHARTIARTL
2013-01-30,TATASTEEL,WIPRO,TATACONSUM,ITC,POWERGRID,INDUSINDBK,INFY,GRASIM
2013-01-31,MARUTI,SUNPHARMA,ICICIBANK,WIPRO,BAJAJFINSV,HDFC,BPCL,LT
2013-02-01,JSWSTEEL,WIPRO,ONGC,BPCL,ITC,AXISBANK,M&M,SHREECEM
2013-02-04,EICHERMOT,APOLLOHOSP,TECHM,SUNPHARMA,TCS,AXISBANK,HCLTECH,INFY
2013-02-05,ICICIBANK,HEROMOTOCO,KOTAKBANK,HCLTECH,INFY,TATASTEEL,M&M,ONGC
2013-02-06,GRASIM,NESTLEIND,ONGC,TCS,INFY,KOTAKBANK,TATASTEEL,ASIANPAINT
2013-02-07,CIPLA,BHARTIARTL,INFY,TATASTEEL,SBIN,BAJAJ-AUTO,ONGC,KOTAKBANK
2013-02-08,INFY,ONGC,KOTAKBANK,DRREDDY,HDFCBANK,SBIN,BAJAJFINSV,GRASIM
2013-02-11,GRASIM,CIPLA,BPCL,BAJAJ-AUTO,UPL,NTPC,ONGC,BHARTIARTL
2013-02-12,INDUSINDBK,APOLLOHOSP,TECHM,INFY,BPCL,POWERGRID,GRASIM,TATASTEEL
2013-02-13,APOLLOHOSP,HEROMOTOCO,JSWSTEEL,HINDUNILVR,BRITANNIA,TATASTEEL,HDFC,BAJAJ-AUTO
2013-02-14,WIPRO,SBIN,MARUTI,TATAMOTORS,UPL,JSWSTEEL,TATASTEEL,APOLLOHOSP
2013-02-15,SBIN,TATACONSUM,MARUTI,ADANIPORTS,INDUSINDBK,INFY,ULTRACEMCO,HDFCBANK
2013-02-18,ASIANPAINT,M&M,UPL,TITAN,BAJFINANCE,INDUSINDBK,GRASIM,APOLLOHOSP
2013-02-19,ITC,TATASTEEL,SUNPHARMA,ASIANPAINT,MARUTI,NTPC,HEROMOTOCO,INFY
2013-02-20,NTPC,HCLTECH,TATASTEEL,DIVISLAB,BHARTIARTL,EICHERMOT,MARUTI,ULTRACEMCO
2013-02-21,AXISBANK,TATASTEEL,BAJAJFINSV,EICHERMOT,UPL,ICICIBANK,HDFCBANK,HINDUNILVR
2013-02-22,UPL,BAJAJFINSV,HDFCBANK,ASIANPAINT,INDUSINDBK,CIPLA,TATACONSUM,BAJAJ-AUTO
2013-02-25,TITAN,DRREDDY,ONGC,TATASTEEL,BPCL,AXISBANK,SBIN,TECHM
2013-02-26,BAJAJ-AUTO,APOLLOHOSP,KOTAKBANK,TATASTEEL,GRASIM,ADANIPORTS,RELIANCE,TATACONSUM
