2017-01-02,BHARTIARTL,BAJAJFINSV,TITAN,TECHM,KOTAKBANK,DIVISLAB,UPL,GRASIM
2017-01-03,ASIANPAINT,UPL,BPCL,DIVISLAB,INFY,TATACONSUM,TITAN,BHARTIARTL
2017-01-04,LT,SBIN,TATACONSUM,ADANIPORTS,HDFC,TITAN,TCS,JSWSTEEL
2017-01-05,BAJAJFINSV,SUNPHARMA,ITC,MARUTI,HDFCBANK,ASIANPAINT,TATAMOTORS,TATACONSUM
2017-01-06,M&M,POWERGRID,ONGC,SUNPHARMA,INDUSINDBK,ITC,JSWSTEEL,TITAN
2017-01-09,MARUTI,ITC,BRITANNIA,ASIANPAINT,INDUSINDBK,JSWSTEEL,ONGC,TATAMOTORS
2017-01-10,HCLTECH,EICHERMOT,DIVISLAB,MARUTI,NTPC,SBIN,ITC,TATACONSUM
2017-01-11,RELIANCE,ADANIPORTS,DIVISLAB,TITAN,M&M,TATACONSUM,TATAMOTORS,ITC
2017-01-12,TATACONSUM,ITC,ICICIBANK,BRITANNIA,CIPLA,SBIN,TCS,DIVISLAB
2017-01-13,KOTAKBANK,ONGC,INDUSINDBK,JSWSTEEL,APOLLOHOSP,TATAMOTORS,ICICIBANK,LT
2017-01-16,BHARTIARTL,DRREDDY,TCS,AXISBANK,HDFC,JSWSTEEL,SBIN,DIVISLAB
2017-01-17,AXISBANK,TATACONSUM,DIVISLAB,ADANIPORTS,DRREDDY,TCS,SHREECEM,ULTRACEMCO
2017-01-18,ASIANPAINT,SHREECEM,ADANIPORTS,AXISBANK,RELIANCE,DIVISLAB,BAJAJFINSV,HINDALCO
2017-01-19,TATAMOTORS,APOLLOHOSP,BAJAJFINSV,GRASIM,INFY,BRITANNIA,UPL,SBIN
2017-01-20,KOTAKBANK,SBIN,ULTRACEMCO,BAJFINANCE,BPCL,TITAN,BRITANNIA,EICHERMOT
2017-01-23,BAJAJFINSV,INDUSINDBK,DIVISLAB,ASIANPAINT,HDFCBANK,HINDUNILVR,TCS,UPL
2017-01-24,HINDUNILVR,TITAN,AXISBANK,ONGC,MARUTI,GRASIM,HINDALCO,UPL
2017-01-25,M&M,TATACONSUM,APOLLOHOSP,UPL,TECHM,KOTAKBANK,BAJAJ-AUTO,ITC
2017-01-27,ICICIBANK,BAJAJFINSV,ITC,BHARTIARTL,RELIANCE,TATACONSUM,ONGC,HEROMOTOCO
2017-01-30,KOTAKBANK,ICICIBANK,HDFCBANK,ADANIPORTS,ASIANPAINT,UPL,EICHERMOT,GRASIM
2017-01-31,UPL,BAJFINANCE,DIVISLAB,TECHM,CIPLA,HDFCBANK,ONGC,BPCL
2017-02-01,KOTAKBANK,DIVISLAB,POWERGRID,INFY,CIPLA,JSWSTEEL,BAJFINANCE,HINDUNILVR
2017-02-02,HDFCBANK,INFY,BRITANNIA,ITC,TECHM,GRASIM,NTPC,UPL
2017-02-03,BAJAJFINSV,SUNPHARMA,TECHM,BPCL,NTPC,INFY,BAJFINANCE,DRREDDY
2017-02-06,DRREDDY,CIPLA,TITAN,BAJFINANCE,BAJAJ-AUTO,ITC,AXISBANK,SHREECEM
2017-02-07,SUNPHARMA,AXISBANK,BRITANNIA,TCS,DRREDDY,INFY,TITAN,BAJFINANCE
2017-02-08,POWERGRID,ITC,HDFC,LT,DRREDDY,BPCL,TITAN,TATAMOTORS
2017-02-09,TECHM,SHREECEM,HINDALCO,TITAN,BRITANNIA,BHARTIARTL,CIPLA,GRASIM
2017-02-10,SBIN,TATAMOTORS,BPCL,POWERGRID,HEROMOTOCO,TITAN,TECHM,BHARTIARTL
2017-02-13,POWERGRID,ADANIPORTS,TECHM,DIVISLAB,ONGC,TATAMOTORS,GRASIM,TITAN
2017-02-14,TITAN,HINDUNILVR,TATASTEEL,TECHM,SBIN,WIPRO,GRASIM,EICHERMOT
2017-02-15,BAJFINANCE,EICHERMOT,BAJAJFINSV,TITAN,DRREDDY,APOLLOHOSP,BPCL,GRASIM
2017-02-16,SUNPHARMA,GRASIM,SHREECEM,ONGC,WIPRO,INDUSINDBK,NTPC,TATASTEEL
2017-02-17,INDUSINDBK,HEROMOTOCO,BAJAJFINSV,AXISBANK,BHARTIARTL,HCLTECH,TATASTEEL,GRASIM
2017-02-20,SUNPHARMA,POWERGRID,EICHERMOT,APOLLOHOSP,ONGC,KOTAKBANK,BPCL,GRASIM
2017-02-21,SBIN,HEROMOTOCO,TITAN,INDUSINDBK,INFY,TATAMOTORS,TATASTEEL,GRASIM
2017-02-22,NESTLEIND,RELIANCE,ICICIBANK,POWERGRID,CIPLA,APOLLOHOSP,TITAN,GRASIM
2017-02-23,DRREDDY,BPCL,HDFC,BAJFINANCE,BRITANNIA,APOLLOHOSP,ASIANPAINT,RELIANCE
2017-02-27,SUNPHARMA,ONGC,SBIN,LT,MARUTI,BAJFINANCE,AXISBANK,RELIANCE
2017-02-28,ONGC,HCLTECH,DIVISLAB,APOLLOHOSP,BHARTIARTL,BAJAJFINSV,BAJFINANCE,RELIANCE
2017-03-01,ADANIPORTS,ONGC,DIVISLAB,BAJAJFINSV,BAJAJ-AUTO,ASIANPAINT,SBIN,BAJFINANCE
2017-03-02,APOLLOHOSP,ICICIBANK,HINDALCO,KOTAKBANK,DRREDDY,TITAN,SUNPHARMA,M&M
2017-03-03,BAJAJ-AUTO,HINDUNILVR,UPL,TATASTEEL,POWERGRID,RELIANCE,BAJAJFINSV,SBIN
2017-03-06,TITAN,SBIN,BPCL,BAJFINANCE,ULTRACEMCO,RELIANCE,GRASIM,TCS
2017-03-07,TECHM,TITAN,HINDALCO,HCLTECH,INFY,NTPC,NESTLEIND,RELIANCE
2017-03-08,DIVISLAB,HINDUNILVR,NTPC,CIPLA,INDUSINDBK,BAJAJFINSV,ULTRACEMCO,RELIANCE
2017-03-09,ASIANPAINT,DIVISLAB,INFY,HINDUNILVR,HDFC,HCLTECH,NTPC,HINDALCO
2017-03-10,HINDUNILVR,SHREECEM,ITC,SBIN,APOLLOHOSP,BAJAJFINSV,KOTAKBANK,DIVISLAB
2017-03-14,ADANIPORTS,ASIANPAINT,LT,POWERGRID,TECHM,ITC,HINDUNILVR,EICHERMOT
2017-03-15,MARUTI,BAJAJFINSV,HINDUNILVR,SUNPHARMA,NESTLEIND,UPL,ITC,TITAN
2017-03-16,JSWSTEEL,ASIANPAINT,TATAMOTORS,LT,HEROMOTOCO,EICHERMOT,HDFC,GRASIM
2017-03-17,TCS,BAJAJFINSV,UPL,JSWSTEEL,ONGC,SUNPHARMA,HDFCBANK,INFY
2017-03-20,DIVISLAB,ADANIPORTS,KOTAKBANK,MARUTI,HINDALCO,JSWSTEEL,HCLTECH,INFY
2017-03-21,JSWSTEEL,LT,EICHERMOT,BAJAJFINSV,BPCL,BAJFINANCE,GRASIM,INFY
2017-03-22,TATAMOTORS,EICHERMOT,DIVISLAB,NTPC,BAJAJ-AUTO,INFY,TCS,GRASIM
2017-03-23,TCS,HINDALCO,ONGC,BHARTIARTL,DRREDDY,HINDUNILVR,GRASIM,BAJFINANCE
2017-03-24,BAJAJ-AUTO,ICICIBANK,NESTLEIND,AXISBANK,ONGC,ADANIPORTS,BAJAJFINSV,TCS
2017-03-27,DIVISLAB,KOTAKBANK,TCS,CIPLA,HDFCBANK,BAJFINANCE,BAJAJFINSV,ICICIBANK
2017-03-28,BAJAJFINSV,AXISBANK,KOTAKBANK,ADANIPORTS,HDFC,ICICIBANK,ITC,TCS
2017-03-29,TATACONSUM,HCLTECH,SHREECEM,DIVISLAB,BAJAJ-AUTO,AXISBANK,HDFCBANK,TCS
2017-03-30,LT,BAJFINANCE,KOTAKBANK,DIVISLAB,TECHM,HDFCBANK,SHREECEM,SBIN
2017-03-31,ULTRACEMCO,DIVISLAB,SHREECEM,SBIN,HINDALCO,TCS,HCLTECH,ADANIPORTS
2017-04-03,M&M,MARUTI,ICICIBANK,EICHERMOT,BPCL,SHREECEM,ADANIPORTS,RELIANCE
2017-04-05,TCS,MARUTI,CIPLA,AXISBANK,M&M,ADANIPORTS,RELIANCE,TITAN
2017-04-06,POWERGRID,ULTRACEMCO,BAJAJ-AUTO,DIVISLAB,TATASTEEL,RELIANCE,MARUTI,TITAN
2017-04-07,LT,TATAMOTORS,NTPC,RELIANCE,ASIANPAINT,BAJAJFINSV,DIVISLAB,TITAN
2017-04-10,INFY,BPCL,BAJAJ-AUTO,MARUTI,UPL,TATAMOTORS,DIVISLAB,BHARTIARTL
2017-04-11,TATACONSUM,DIVISLAB,APOLLOHOSP,BAJFINANCE,TATASTEEL,GRASIM,BHARTIARTL,JSWSTEEL
2017-04-12,TATAMOTORS,UPL,POWERGRID,GRASIM,TATACONSUM,BAJFINANCE,BAJAJFINSV,BHARTIARTL
2017-04-13,INFY,DIVISLAB,DRREDDY,BAJFINANCE,AXISBANK,NTPC,SUNPHARMA,BHARTIARTL
2017-04-17,GRASIM,BPCL,DIVISLAB,BAJAJFINSV,M&M,DRREDDY,BHARTIARTL,BAJFINANCE
2017-04-18,TATASTEEL,BHARTIARTL,TATACONSUM,NESTLEIND,HCLTECH,DRREDDY,RELIANCE,BAJFINANCE
2017-04-19,RELIANCE,TITAN,ADANIPORTS,ITC,M&M,WIPRO,INFY,ULTRACEMCO
2017-04-20,APOLLOHOSP,DIVISLAB,TATACONSUM,BPCL,HCLTECH,BAJFINANCE,ULTRACEMCO,POWERGRID
2017-04-21,ASIANPAINT,HDFCBANK,TCS,BAJFINANCE,APOLLOHOSP,RELIANCE,GRASIM,ULTRACEMCO
2017-04-24,NTPC,UPL,HEROMOTOCO,MARUTI,INDUSINDBK,TECHM,ADANIPORTS,RELIANCE
2017-04-25,DIVISLAB,JSWSTEEL,HINDUNILVR,NTPC,INDUSINDBK,ULTRACEMCO,LT,RELIANCE
2017-04-26,LT,TECHM,BAJAJ-AUTO,ASIANPAINT,ONGC,AXISBANK,HINDUNILVR,SBIN
2017-04-27,JSWSTEEL,APOLLOHOSP,HINDUNILVR,TCS,NESTLEIND,ULTRACEMCO,SBIN,AXISBANK
2017-04-28,KOTAKBANK,MARUTI,TATACONSUM,DIVISLAB,ULTRACEMCO,BAJFINANCE,HINDALCO,SBIN
2017-05-02,DIVISLAB,EICHERMOT,TCS,JSWSTEEL,HEROMOTOCO,ONGC,MARUTI,HINDUNILVR
