2016-01-01,APOLLOHOSP,SUNPHARMA,GRASIM
2016-01-04,INFY,NESTLEIND,HDFCBANK
2016-01-05,HDFC,POWERGRID,INFY
2016-01-06,POWERGRID,APOLLOHOSP,HINDALCO
2016-01-07,JSWSTEEL,ONGC,SBIN
2016-01-08,MARUTI,CIPLA,HINDALCO
2016-01-11,NESTLEIND,MARUTI,TATASTEEL
2016-01-12,M&M,INFY,HDFC
2016-01-13,WIPRO,TATASTEEL,APOLLOHOSP
2016-01-14,POWERGRID,HINDALCO,RELIANCE
2016-01-15,POWERGRID,INFY,HINDALCO
2016-01-18,AXISBANK,TCS,SBIN
2016-01-19,TCS,LT,DIVISLAB
2016-01-20,BAJAJ-AUTO,GRASIM,M&M
2016-01-21,ULTRACEMCO,MARUTI,WIPRO
2016-01-22,MARUTI,TCS,SBIN
2016-01-25,HDFC,INFY,BRITANNIA
2016-01-27,GRASIM,BRITANNIA,CIPLA
2016-01-28,TITAN,HDFCBANK,JSWSTEEL
2016-01-29,JSWSTEEL,CIPLA,HDFCBANK
2016-02-01,M&M,DRREDDY,JSWSTEEL
2016-02-02,HDFCBANK,BHARTIARTL,BAJAJ-AUTO
2016-02-03,UPL,TITAN,POWERGRID
2016-02-04,UPL,MARUTI,INFY
2016-02-05,MARUTI,NESTLEIND,HDFC
2016-02-08,TATASTEEL,TITAN,DIVISLAB
2016-02-09,TATASTEEL,M&M,TITAN
2016-02-10,TITAN,POWERGRID,MARUTI
2016-02-11,EICHERMOT,APOLLOHOSP,POWERGRID
2016-02-12,NESTLEIND,ICICIBANK,BAJAJ-AUTO
2016-02-15,ICICIBANK,HINDUNILVR,RELIANCE
2016-02-16,BHARTIARTL,BAJFINANCE,ASIANPAINT
2016-02-17,BHARTIARTL,BAJFINANCE,HDFC
2016-02-18,ADANIPORTS,BAJFINANCE,HDFC
2016-02-19,SBIN,DIVISLAB,HDFCBANK
2016-02-22,BHARTIARTL,HDFCBANK,BAJFINANCE
2016-02-23,BAJFINANCE,BHARTIARTL,HDFC
2016-02-24,BAJFINANCE,BPCL,INFY
2016-02-25,BAJFINANCE,INFY,ITC
2016-02-26,BAJFINANCE,DIVISLAB,TITAN
2016-02-29,BAJFINANCE,BAJAJFINSV,DIVISLAB
2016-03-01,TITAN,M&M,BAJFINANCE
2016-03-02,SBIN,ICICIBANK,NTPC
2016-03-03,ICICIBANK,APOLLOHOSP,SHREECEM
2016-03-04,SHREECEM,ICICIBANK,HINDALCO
2016-03-08,SHREECEM,HCLTECH,ICICIBANK
2016-03-09,SHREECEM,ICICIBANK,INDUSINDBK
2016-03-10,INDUSINDBK,ASIANPAINT,HDFC
2016-03-11,M&M,SUNPHARMA,ITC
2016-03-14,SBIN,BPCL,TATASTEEL
2016-03-15,HDFCBANK,HDFC,BRITANNIA
2016-03-16,TATASTEEL,HDFCBANK,TECHM
2016-03-17,NESTLEIND,TATASTEEL,BAJFINANCE
2016-03-18,NESTLEIND,TITAN,KOTAKBANK
2016-03-21,HINDALCO,POWERGRID,NESTLEIND
2016-03-22,HDFCBANK,POWERGRID,HDFC
2016-03-23,WIPRO,POWERGRID,APOLLOHOSP
2016-03-28,HINDALCO,HEROMOTOCO,NTPC
2016-03-29,BPCL,INDUSINDBK,HDFCBANK
2016-03-30,NTPC,TATASTEEL,WIPRO
2016-03-31,POWERGRID,KOTAKBANK,TATASTEEL
2016-04-01,JSWSTEEL,GRASIM,INFY
2016-04-04,INFY,HCLTECH,HDFC
2016-04-05,SBIN,UPL,KOTAKBANK
2016-04-06,SBIN,APOLLOHOSP,BAJFINANCE
2016-04-07,TITAN,BAJAJ-AUTO,TCS
2016-04-08,KOTAKBANK,WIPRO,SBIN
2016-04-11,BHARTIARTL,APOLLOHOSP,TATASTEEL
2016-04-12,INFY,SBIN,TATAMOTORS
2016-04-13,NTPC,HINDALCO,APOLLOHOSP
2016-04-18,TATASTEEL,DIVISLAB,ONGC
2016-04-20,NTPC,POWERGRID,ITC
2016-04-21,WIPRO,BAJAJ-AUTO,NTPC
2016-04-22,BPCL,HCLTECH,KOTAKBANK
2016-04-25,HDFCBANK,HCLTECH,TATASTEEL
2016-04-26,NESTLEIND,HCLTECH,TATACONSUM
2016-04-27,AXISBANK,ICICIBANK,WIPRO
2016-04-28,BAJAJ-AUTO,HCLTECH,INFY
2016-04-29,JSWSTEEL,TECHM,SBIN
2016-05-02,M&M,SBIN,WIPRO
2016-05-03,SUNPHARMA,TECHM,NESTLEIND
2016-05-04,AXISBANK,HINDUNILVR,TATACONSUM
2016-05-05,NTPC,AXISBANK,TITAN
2016-05-06,M&M,TITAN,BHARTIARTL
2016-05-09,TITAN,HCLTECH,WIPRO
2016-05-10,HCLTECH,HINDUNILVR,JSWSTEEL
2016-05-11,HINDUNILVR,HCLTECH,ITC
2016-05-12,HCLTECH,TECHM,WIPRO
2016-05-13,HDFCBANK,TATAMOTORS,TCS
2016-05-16,INFY,RELIANCE,NTPC
2016-05-17,NTPC,BAJFINANCE,WIPRO
2016-05-18,HINDUNILVR,POWERGRID,TECHM
2016-05-19,TCS,ITC,HINDUNILVR
2016-05-20,NTPC,MARUTI,TATASTEEL
2016-05-23,BRITANNIA,HINDUNILVR,WIPRO
2016-05-24,AXISBANK,TATAMOTORS,HINDUNILVR
2016-05-25,TCS,TITAN,BAJAJFINSV
2016-05-26,SUNPHARMA,TITAN,NTPC
2016-05-27,APOLLOHOSP,WIPRO,TCS
2016-05-30,INFY,INDUSINDBK,MARUTI
2016-05-31,SUNPHARMA,NTPC,GRASIM
2016-06-01,DIVISLAB,BAJAJFINSV,WIPRO
2016-06-02,BAJAJ-AUTO,HINDALCO,TATASTEEL
2016-06-03,BPCL,BAJAJ-AUTO,CIPLA
2016-06-06,ADANIPORTS,HINDALCO,TATAMOTORS
2016-06-07,NTPC,ADANIPORTS,DRREDDY
2016-06-08,TATASTEEL,ASIANPAINT,WIPRO
2016-06-09,SBIN,TATAMOTORS,INDUSINDBK
2016-06-10,ICICIBANK,BPCL,ITC
2016-06-13,JSWSTEEL,ICICIBANK,WIPRO
2016-06-14,TECHM,WIPRO,JSWSTEEL
2016-06-15,TATASTEEL,DIVISLAB,ASIANPAINT
2016-06-16,BAJAJ-AUTO,TATASTEEL,MARUTI
2016-06-17,EICHERMOT,TECHM,BRITANNIA
2016-06-20,TCS,NESTLEIND,HDFC
2016-06-21,NTPC,HDFC,BPCL
2016-06-22,HDFC,INFY,TATACONSUM
2016-06-23,NESTLEIND,EICHERMOT,TATASTEEL
2016-06-24,ULTRACEMCO,WIPRO,TCS
2016-06-27,SBIN,TATAMOTORS,ULTRACEMCO
2016-06-28,SBIN,TATAMOTORS,WIPRO
2016-06-29,NTPC,TITAN,NESTLEIND
2016-06-30,NTPC,APOLLOHOSP,SBIN
2016-07-01,INFY,NESTLEIND,APOLLOHOSP
2016-07-04,NESTLEIND,INDUSINDBK,GRASIM
