2018-01-01,TECHM,POWERGRID,UPL
2018-01-02,HCLTECH,EICHERMOT,NTPC
2018-01-03,HINDALCO,SBIN,INDUSINDBK
2018-01-04,INFY,HINDALCO,INDUSINDBK
2018-01-05,HCLTECH,INDUSINDBK,TATASTEEL
2018-01-08,TECHM,HDFC,WIPRO
2018-01-09,BAJAJ-AUTO,AXISBANK,M&M
2018-01-10,HINDALCO,HDFCBANK,NESTLEIND
2018-01-11,HINDALCO,POWERGRID,BHARTIARTL
2018-01-12,BHARTIARTL,ICICIBANK,POWERGRID
2018-01-15,BHARTIARTL,CIPLA,ONGC
2018-01-16,ULTRACEMCO,BHARTIARTL,M&M
2018-01-17,LT,ASIANPAINT,ULTRACEMCO
2018-01-18,SBIN,BHARTIARTL,EICHERMOT
2018-01-19,HINDALCO,GRASIM,ASIANPAINT
2018-01-22,LT,WIPRO,TECHM
2018-01-23,SBIN,ASIANPAINT,INFY
2018-01-24,ASIANPAINT,BPCL,SBIN
2018-01-25,NESTLEIND,DIVISLAB,UPL
2018-01-29,SBIN,DRREDDY,NTPC
2018-01-30,TCS,INFY,ADANIPORTS
2018-01-31,ICICIBANK,INFY,AXISBANK
2018-02-01,TCS,AXISBANK,INDUSINDBK
2018-02-02,TCS,AXISBANK,TITAN
2018-02-05,TCS,ASIANPAINT,WIPRO
2018-02-06,INFY,HCLTECH,INDUSINDBK
2018-02-07,NESTLEIND,DIVISLAB,TCS
2018-02-08,SBIN,POWERGRID,GRASIM
2018-02-09,INFY,UPL,TCS
2018-02-12,SHREECEM,HDFCBANK,APOLLOHOSP
2018-02-14,SBIN,HCLTECH,TECHM
2018-02-15,HINDALCO,ASIANPAINT,AXISBANK
2018-02-16,TATASTEEL,WIPRO,ASIANPAINT
2018-02-19,SHREECEM,UPL,LT
2018-02-20,INDUSINDBK,TATASTEEL,HCLTECH
2018-02-21,ULTRACEMCO,HEROMOTOCO,AXISBANK
2018-02-22,ONGC,APOLLOHOSP,AXISBANK
