2013-01-01,SBIN,AXISBANK,NTPC
2013-01-02,APOLLOHOSP,HINDUNILVR,ITC
2013-01-03,BAJAJFINSV,ITC,EICHERMOT
2013-01-04,CIPLA,ULTRACEMCO,EICHERMOT
2013-01-07,CIPLA,ONGC,EICHERMOT
2013-01-08,ITC,BHARTIARTL,NTPC
2013-01-09,HINDALCO,EICHERMOT,TATACONSUM
2013-01-10,TATACONSUM,BHARTIARTL,EICHERMOT
2013-01-11,TATASTEEL,WIPRO,INDUSINDBK
2013-01-14,BAJAJFINSV,INDUSINDBK,EICHERMOT
2013-01-15,BAJAJFINSV,TATASTEEL,TCS
2013-01-16,BHARTIARTL,BAJFINANCE,EICHERMOT
2013-01-17,EICHERMOT,NTPC,HCLTECH
2013-01-18,SBIN,WIPRO,BHARTIARTL
2013-01-21,EICHERMOT,ONGC,RELIANCE
2013-01-22,BAJFINANCE,DIVISLAB,ASIANPAINT
2013-01-23,BAJFINANCE,KOTAKBANK,BAJAJFINSV
2013-01-24,ONGC,EICHERMOT,ADANIPORTS
2013-01-25,SUNPHARMA,ICICIBANK,EICHERMOT
2013-01-28,APOLLOHOSP,EICHERMOT,UPL
2013-01-29,NTPC,EICHERMOT,ULTRACEMCO
2013-01-30,NTPC,ADANIPORTS,TITAN
2013-01-31,BAJFINANCE,EICHERMOT,SBIN
2013-02-01,TCS,BRITANNIA,EICHERMOT
2013-02-04,UPL,BAJAJFINSV,SBIN
2013-02-05,NTPC,SBIN,SUNPHARMA
2013-02-06,TITAN,DIVISLAB,BAJAJFINSV
2013-02-07,BAJFINANCE,BRITANNIA,EICHERMOT
2013-02-08,APOLLOHOSP,WIPRO,TECHM
2013-02-11,M&M,BRITANNIA,SBIN
2013-02-12,TATACONSUM,BRITANNIA,DRREDDY
2013-02-13,SBIN,EICHERMOT,BAJAJFINSV
2013-02-14,BRITANNIA,NTPC,ITC
2013-02-15,BRITANNIA,TECHM,TITAN
2013-02-18,ONGC,NTPC,TCS
2013-02-19,ULTRACEMCO,SBIN,BAJAJFINSV
2013-02-20,TCS,BAJAJFINSV,SBIN
2013-02-21,BAJFINANCE,NTPC,BHARTIARTL
