2018-01-01,HINDUNILVR,MARUTI,TCS
2018-01-02,HINDUNILVR,TCS,ONGC
2018-01-03,TITAN,WIPRO,ULTRACEMCO
2018-01-04,JSWSTEEL,HINDUNILVR,ULTRACEMCO
2018-01-05,TATAMOTORS,EICHERMOT,HINDUNILVR
2018-01-08,TATAMOTORS,SBIN,JSWSTEEL
2018-01-09,TECHM,SBIN,SUNPHARMA
2018-01-10,SUNPHARMA,SBIN,INFY
2018-01-11,GRASIM,TECHM,TATASTEEL
2018-01-12,DIVISLAB,TECHM,INDUSINDBK
2018-01-15,TCS,JSWSTEEL,HDFCBANK
2018-01-16,ICICIBANK,HDFCBANK,KOTAKBANK
2018-01-17,TATASTEEL,WIPRO,TECHM
2018-01-18,INDUSINDBK,HEROMOTOCO,HDFC
2018-01-19,HDFCBANK,INFY,TATASTEEL
2018-01-22,RELIANCE,TATASTEEL,ICICIBANK
2018-01-23,LT,TECHM,TATASTEEL
2018-01-24,AXISBANK,INDUSINDBK,HCLTECH
2018-01-25,TATASTEEL,TECHM,HCLTECH
2018-01-29,TECHM,HCLTECH,ICICIBANK
2018-01-30,TATASTEEL,LT,HDFCBANK
2018-01-31,ULTRACEMCO,LT,HINDALCO
2018-02-01,JSWSTEEL,TECHM,LT
2018-02-02,BAJAJ-AUTO,KOTAKBANK,M&M
2018-02-05,DRREDDY,SBIN,RELIANCE
2018-02-06,GRASIM,BAJAJFINSV,DRREDDY
2018-02-07,UPL,NTPC,BAJFINANCE
2018-02-08,M&M,BAJAJ-AUTO,ITC
2018-02-09,DRREDDY,CIPLA,NTPC
2018-02-12,TATAMOTORS,BRITANNIA,M&M
2018-02-14,JSWSTEEL,BAJFINANCE,RELIANCE
2018-02-15,EICHERMOT,TECHM,ADANIPORTS
2018-02-16,SHREECEM,INDUSINDBK,HINDUNILVR
2018-02-19,JSWSTEEL,BAJFINANCE,KOTAKBANK
2018-02-20,BAJAJFINSV,BAJFINANCE,HDFCBANK
2018-02-21,TECHM,HINDUNILVR,RELIANCE
2018-02-22,SUNPHARMA,TATASTEEL,NTPC
2018-02-23,SUNPHARMA,BRITANNIA,WIPRO
2018-02-26,BAJFINANCE,RELIANCE,JSWSTEEL
2018-02-27,INDUSINDBK,HINDALCO,M&M
2018-02-28,CIPLA,SBIN,HCLTECH
2018-03-01,TATASTEEL,BAJAJ-AUTO,NTPC
2018-03-05,TATASTEEL,SBIN,NTPC
2018-03-06,BAJFINANCE,BAJAJFINSV,SUNPHARMA
2018-03-07,WIPRO,TATASTEEL,CIPLA
2018-03-08,SBIN,TATACONSUM,RELIANCE
2018-03-09,NTPC,BPCL,ADANIPORTS
2018-03-12,ULTRACEMCO,M&M,INDUSINDBK
2018-03-13,TITAN,TCS,WIPRO
2018-03-14,HCLTECH,BHARTIARTL,EICHERMOT
2018-03-15,BHARTIARTL,TECHM,NTPC
2018-03-16,HINDALCO,M&M,TITAN
2018-03-19,HDFC,UPL,CIPLA
2018-03-20,TCS,BHARTIARTL,NTPC
2018-03-21,HDFCBANK,NTPC,UPL
2018-03-22,BHARTIARTL,NTPC,TCS
2018-03-23,BHARTIARTL,DRREDDY,NTPC
2018-03-26,NTPC,BAJAJFINSV,ONGC
2018-03-27,DIVISLAB,WIPRO,TITAN
