2015-01-01,HDFCBANK,WIPRO,ULTRACEMCO
2015-01-02,HCLTECH,BHARTIARTL,ICICIBANK
2015-01-05,ULTRACEMCO,BAJFINANCE,CIPLA
2015-01-06,TATACONSUM,BAJFINANCE,KOTAKBANK
2015-01-07,BAJFINANCE,ULTRACEMCO,BAJAJFINSV
2015-01-08,BAJFINANCE,BAJAJFINSV,INFY
2015-01-09,BAJAJFINSV,POWERGRID,HCLTECH
2015-01-12,NTPC,SBIN,BAJFINANCE
2015-01-13,TATACONSUM,NESTLEIND,TITAN
2015-01-14,DRREDDY,SHREECEM,EICHERMOT
2015-01-15,SBIN,HINDUNILVR,BPCL
2015-01-16,KOTAKBANK,HINDUNILVR,BPCL
2015-01-19,KOTAKBANK,M&M,DRREDDY
2015-01-20,ICICIBANK,TECHM,MARUTI
2015-01-21,DRREDDY,HCLTECH,TATACONSUM
2015-01-22,ULTRACEMCO,TCS,ITC
2015-01-23,HCLTECH,NTPC,TATASTEEL
2015-01-27,APOLLOHOSP,POWERGRID,DRREDDY
2015-01-28,TATACONSUM,ADANIPORTS,WIPRO
2015-01-29,SUNPHARMA,ICICIBANK,TATACONSUM
2015-01-30,POWERGRID,KOTAKBANK,INFY
2015-02-02,ASIANPAINT,KOTAKBANK,BPCL
2015-02-03,ASIANPAINT,HDFCBANK,UPL
2015-02-04,HDFCBANK,BHARTIARTL,ICICIBANK
2015-02-05,SBIN,ICICIBANK,ADANIPORTS
2015-02-06,TATACONSUM,GRASIM,ADANIPORTS
2015-02-09,AXISBANK,TITAN,TATACONSUM
2015-02-10,TITAN,AXISBANK,SHREECEM
2015-02-11,APOLLOHOSP,AXISBANK,CIPLA
2015-02-12,SBIN,INDUSINDBK,ICICIBANK
2015-02-13,SBIN,INDUSINDBK,ONGC
2015-02-16,SUNPHARMA,INDUSINDBK,ITC
2015-02-18,TECHM,INFY,DRREDDY
2015-02-19,DRREDDY,HINDUNILVR,ICICIBANK
2015-02-20,POWERGRID,INFY,RELIANCE
2015-02-23,POWERGRID,TATASTEEL,INFY
2015-02-24,ULTRACEMCO,DRREDDY,AXISBANK
2015-02-25,ONGC,M&M,ULTRACEMCO
2015-02-26,DRREDDY,POWERGRID,ULTRACEMCO
2015-02-27,SBIN,INFY,EICHERMOT
2015-03-02,SBIN,ADANIPORTS,TITAN
2015-03-03,M&M,BAJAJ-AUTO,JSWSTEEL
2015-03-04,SBIN,EICHERMOT,NTPC
2015-03-05,ICICIBANK,NESTLEIND,KOTAKBANK
2015-03-09,KOTAKBANK,ICICIBANK,MARUTI
2015-03-10,HCLTECH,SBIN,WIPRO
2015-03-11,NESTLEIND,KOTAKBANK,M&M
2015-03-12,HINDUNILVR,ADANIPORTS,INDUSINDBK
2015-03-13,ITC,INFY,BAJAJ-AUTO
2015-03-16,KOTAKBANK,AXISBANK,INFY
2015-03-17,INFY,HINDUNILVR,BAJAJFINSV
2015-03-18,BAJAJFINSV,BPCL,ICICIBANK
2015-03-19,NTPC,HCLTECH,TECHM
2015-03-20,TECHM,APOLLOHOSP,AXISBANK
2015-03-23,TECHM,DIVISLAB,SBIN
2015-03-24,TECHM,BAJFINANCE,ICICIBANK
2015-03-25,TECHM,BRITANNIA,BPCL
2015-03-26,TECHM,DRREDDY,UPL
2015-03-27,TECHM,SHREECEM,HDFC
2015-03-30,TECHM,HDFC,SBIN
2015-03-31,TECHM,APOLLOHOSP,HDFC
2015-04-01,TECHM,APOLLOHOSP,DIVISLAB
2015-04-06,TECHM,HCLTECH,BRITANNIA
2015-04-07,SBIN,TECHM,POWERGRID
