2015-01-01,JSWSTEEL,BHARTIARTL,DIVISLAB,BPCL,HEROMOTOCO
2015-01-02,BRITANNIA,EICHERMOT,ASIANPAINT,DRREDDY,INDUSINDBK
2015-01-05,BRITANNIA,SHREECEM,ITC,ASIANPAINT,CIPLA
2015-01-06,BRITANNIA,BAJAJFINSV,NTPC,HDFC,HDFCBANK
2015-01-07,TECHM,ASIANPAINT,GRASIM,APOLLOHOSP,BPCL
2015-01-08,ITC,ADANIPORTS,KOTAKBANK,AXISBANK,EICHERMOT
2015-01-09,ITC,CIPLA,NTPC,AXISBANK,DIVISLAB
2015-01-12,TECHM,ADANIPORTS,INDUSINDBK,BRITANNIA,HEROMOTOCO
2015-01-13,TECHM,ASIANPAINT,ITC,HDFC,M&M
2015-01-14,ULTRACEMCO,ASIANPAINT,BHARTIARTL,ITC,SUNPHARMA
2015-01-15,AXISBANK,BAJFINANCE,ITC,SHREECEM,TATAMOTORS
2015-01-16,TITAN,ASIANPAINT,BAJFINANCE,SBIN,ADANIPORTS
2015-01-19,ULTRACEMCO,APOLLOHOSP,WIPRO,AXISBANK,TCS
2015-01-20,TITAN,ULTRACEMCO,AXISBANK,POWERGRID,BPCL
2015-01-21,M&M,SBIN,ITC,HDFCBANK,BRITANNIA
2015-01-22,BPCL,AXISBANK,ASIANPAINT,HDFC,RELIANCE
2015-01-23,ITC,BAJAJFINSV,AXISBANK,SBIN,TECHM
2015-01-27,ICICIBANK,SHREECEM,AXISBANK,ASIANPAINT,BAJAJ-AUTO
2015-01-28,HDFCBANK,BAJFINANCE,TITAN,BAJAJFINSV,KOTAKBANK
2015-01-29,BHARTIARTL,BAJFINANCE,SBIN,APOLLOHOSP,CIPLA
2015-01-30,ASIANPAINT,SBIN,AXISBANK,APOLLOHOSP,BAJFINANCE
2015-02-02,HCLTECH,SBIN,TECHM,EICHERMOT,ITC
2015-02-03,HINDALCO,BAJAJFINSV,SBIN,HCLTECH,DRREDDY
2015-02-04,ULTRACEMCO,EICHERMOT,BPCL,BAJAJFINSV,HDFC
2015-02-05,RELIANCE,HEROMOTOCO,NTPC,BRITANNIA,ADANIPORTS
2015-02-06,BAJFINANCE,BAJAJFINSV,ONGC,TITAN,M&M
2015-02-09,ULTRACEMCO,HDFC,BRITANNIA,BAJAJFINSV,ICICIBANK
2015-02-10,JSWSTEEL,BAJAJFINSV,BRITANNIA,HINDUNILVR,M&M
2015-02-11,ASIANPAINT,KOTAKBANK,BAJAJFINSV,TATACONSUM,MARUTI
