2014-01-01,HINDALCO,SUNPHARMA,BAJAJ-AUTO,APOLLOHOSP,NTPC
2014-01-02,KOTAKBANK,HINDALCO,BAJAJ-AUTO,TECHM,DIVISLAB
2014-01-03,BHARTIARTL,TATAMOTORS,ONGC,GRASIM,TATASTEEL
2014-01-06,GRASIM,AXISBANK,RELIANCE,TATAMOTORS,DIVISLAB
2014-01-07,GRASIM,HINDALCO,TATAMOTORS,RELIANCE,APOLLOHOSP
2014-01-08,HINDALCO,EICHERMOT,GRASIM,RELIANCE,TATASTEEL
2014-01-09,RELIANCE,BRITANNIA,TECHM,INDUSINDBK,TATASTEEL
2014-01-10,GRASIM,ICICIBANK,JSWSTEEL,TECHM,TATASTEEL
2014-01-13,GRASIM,EICHERMOT,JSWSTEEL,BRITANNIA,SUNPHARMA
2014-01-14,HINDALCO,HDFC,TITAN,BRITANNIA,DRREDDY
2014-01-15,EICHERMOT,GRASIM,ICICIBANK,ADANIPORTS,APOLLOHOSP
2014-01-16,TITAN,JSWSTEEL,BRITANNIA,TECHM,SUNPHARMA
2014-01-17,TECHM,TATACONSUM,BRITANNIA,EICHERMOT,TATASTEEL
2014-01-20,TECHM,WIPRO,BRITANNIA,JSWSTEEL,HDFC
2014-01-21,AXISBANK,ONGC,TECHM,JSWSTEEL,DIVISLAB
2014-01-22,KOTAKBANK,RELIANCE,HCLTECH,BRITANNIA,TATACONSUM
2014-01-23,TATAMOTORS,EICHERMOT,BRITANNIA,JSWSTEEL,CIPLA
2014-01-24,TECHM,BRITANNIA,EICHERMOT,JSWSTEEL,HDFCBANK
2014-01-27,ONGC,TECHM,BRITANNIA,JSWSTEEL,DIVISLAB
2014-01-28,NESTLEIND,POWERGRID,HEROMOTOCO,BHARTIARTL,TATACONSUM
2014-01-29,BRITANNIA,TATAMOTORS,ONGC,EICHERMOT,DRREDDY
2014-01-30,ONGC,BAJAJFINSV,TECHM,RELIANCE,HDFC
2014-01-31,LT,APOLLOHOSP,HINDALCO,POWERGRID,ICICIBANK
2014-02-03,BHARTIARTL,BAJAJFINSV,POWERGRID,RELIANCE,MARUTI
2014-02-04,POWERGRID,LT,INDUSINDBK,TATASTEEL,TATAMOTORS
2014-02-05,HCLTECH,BRITANNIA,TATACONSUM,TECHM,MARUTI
2014-02-06,TATAMOTORS,WIPRO,HCLTECH,TATASTEEL,HDFC
2014-02-07,BAJAJFINSV,AXISBANK,INDUSINDBK,HCLTECH,BHARTIARTL
2014-02-10,INDUSINDBK,ULTRACEMCO,WIPRO,TATASTEEL,DIVISLAB
2014-02-11,ULTRACEMCO,WIPRO,TATASTEEL,TATAMOTORS,NESTLEIND
2014-02-12,WIPRO,EICHERMOT,ULTRACEMCO,INDUSINDBK,LT
2014-02-13,ULTRACEMCO,EICHERMOT,WIPRO,INDUSINDBK,TATACONSUM
2014-02-14,INDUSINDBK,TECHM,ASIANPAINT,EICHERMOT,M&M
2014-02-17,TATAMOTORS,APOLLOHOSP,AXISBANK,POWERGRID,TITAN
2014-02-18,GRASIM,JSWSTEEL,UPL,WIPRO,NTPC
2014-02-19,INFY,JSWSTEEL,TECHM,ADANIPORTS,BAJAJFINSV
2014-02-20,GRASIM,TCS,BPCL,HINDALCO,EICHERMOT
2014-02-21,APOLLOHOSP,JSWSTEEL,BPCL,INFY,TITAN
2014-02-24,APOLLOHOSP,HCLTECH,ASIANPAINT,NTPC,TATACONSUM
2014-02-25,NESTLEIND,UPL,SBIN,EICHERMOT,SUNPHARMA
2014-02-26,UPL,HCLTECH,ULTRACEMCO,SBIN,WIPRO
2014-02-28,ULTRACEMCO,BRITANNIA,TATASTEEL,TECHM,ADANIPORTS
2014-03-03,HDFC,ONGC,RELIANCE,HINDUNILVR,SUNPHARMA
2014-03-04,CIPLA,APOLLOHOSP,TCS,ULTRACEMCO,ADANIPORTS
2014-03-05,BRITANNIA,APOLLOHOSP,ULTRACEMCO,TCS,SBIN
2014-03-06,NTPC,ADANIPORTS,TATAMOTORS,EICHERMOT,SHREECEM
2014-03-07,ONGC,ICICIBANK,GRASIM,ADANIPORTS,TITAN
2014-03-10,ICICIBANK,TECHM,ITC,AXISBANK,TATAMOTORS
2014-03-11,HEROMOTOCO,ONGC,ITC,HINDUNILVR,BAJAJFINSV
2014-03-12,ONGC,TECHM,ICICIBANK,AXISBANK,BAJAJ-AUTO
2014-03-13,ITC,CIPLA,BRITANNIA,TECHM,M&M
2014-03-14,TATASTEEL,TECHM,BRITANNIA,KOTAKBANK,SHREECEM
2014-03-18,BAJFINANCE,BRITANNIA,BPCL,BHARTIARTL,AXISBANK
2014-03-19,BRITANNIA,BPCL,EICHERMOT,HCLTECH,KOTAKBANK
2014-03-20,ULTRACEMCO,WIPRO,TECHM,EICHERMOT,SBIN
2014-03-21,TECHM,TATASTEEL,EICHERMOT,WIPRO,ITC
2014-03-24,TATASTEEL,EICHERMOT,WIPRO,TECHM,JSWSTEEL
2014-03-25,NESTLEIND,EICHERMOT,BRITANNIA,WIPRO,SBIN
2014-03-26,ONGC,TATASTEEL,TATACONSUM,WIPRO,ITC
2014-03-27,TECHM,TATASTEEL,HCLTECH,DIVISLAB,MARUTI
2014-03-28,BAJFINANCE,SHREECEM,TATASTEEL,WIPRO,ICICIBANK
2014-03-31,INDUSINDBK,TATASTEEL,SHREECEM,WIPRO,ITC
2014-04-01,NTPC,DIVISLAB,WIPRO,HCLTECH,HDFCBANK
2014-04-02,CIPLA,EICHERMOT,TECHM,DIVISLAB,HDFC
2014-04-03,DIVISLAB,INDUSINDBK,EICHERMOT,HCLTECH,TATACONSUM
2014-04-04,ADANIPORTS,EICHERMOT,WIPRO,TECHM,HINDALCO
2014-04-07,EICHERMOT,DIVISLAB,WIPRO,TECHM,RELIANCE
2014-04-09,DRREDDY,BHARTIARTL,BRITANNIA,TECHM,HDFC
2014-04-10,WIPRO,NTPC,SUNPHARMA,TECHM,RELIANCE
2014-04-11,NTPC,DRREDDY,EICHERMOT,DIVISLAB,TATAMOTORS
2014-04-15,DRREDDY,INDUSINDBK,DIVISLAB,EICHERMOT,NESTLEIND
2014-04-16,INFY,M&M,TECHM,DIVISLAB,ITC
2014-04-17,M&M,EICHERMOT,HCLTECH,DIVISLAB,HDFC
2014-04-21,GRASIM,TECHM,INDUSINDBK,HEROMOTOCO,TATACONSUM
2014-04-22,NTPC,INDUSINDBK,DIVISLAB,HEROMOTOCO,LT
