2018-01-01,ONGC,BRITANNIA,MARUTI,TCS
2018-01-02,SUNPHARMA,CIPLA,HINDUNILVR,ONGC
2018-01-03,TATACONSUM,TECHM,ULTRACEMCO,WIPRO
2018-01-04,DIVISLAB,HINDUNILVR,LT,JSWSTEEL
2018-01-05,LT,HINDUNILVR,JSWSTEEL,TATAMOTORS
2018-01-08,SUNPHARMA,ITC,SBIN,JSWSTEEL
2018-01-09,LT,SBIN,TECHM,SUNPHARMA
2018-01-10,TITAN,SBIN,GRASIM,INFY
2018-01-11,SBIN,TECHM,GRASIM,TATASTEEL
2018-01-12,SBIN,DIVISLAB,TECHM,INDUSINDBK
2018-01-15,JSWSTEEL,TCS,ICICIBANK,HDFCBANK
2018-01-16,ICICIBANK,HDFCBANK,KOTAKBANK,TITAN
2018-01-17,TATASTEEL,INDUSINDBK,WIPRO,TECHM
2018-01-18,TATASTEEL,HDFC,INDUSINDBK,ICICIBANK
2018-01-19,KOTAKBANK,HDFCBANK,INFY,TATASTEEL
2018-01-22,RELIANCE,ULTRACEMCO,ICICIBANK,TATASTEEL
2018-01-23,INDUSINDBK,AXISBANK,LT,TATASTEEL
2018-01-24,ONGC,AXISBANK,HCLTECH,INDUSINDBK
2018-01-25,HDFCBANK,TATASTEEL,HCLTECH,TECHM
2018-01-29,HINDUNILVR,TECHM,HCLTECH,ICICIBANK
2018-01-30,KOTAKBANK,LT,TATASTEEL,HDFCBANK
2018-01-31,TATASTEEL,EICHERMOT,LT,HINDALCO
2018-02-01,HDFCBANK,LT,SHREECEM,TECHM
2018-02-02,APOLLOHOSP,KOTAKBANK,BAJAJ-AUTO,M&M
2018-02-05,TATACONSUM,RELIANCE,DRREDDY,SBIN
2018-02-06,BAJAJFINSV,NTPC,HDFCBANK,DRREDDY
2018-02-07,NTPC,MARUTI,BAJFINANCE,APOLLOHOSP
2018-02-08,TCS,M&M,ITC,BHARTIARTL
2018-02-09,DRREDDY,CIPLA,TATACONSUM,NTPC
2018-02-12,ONGC,TATAMOTORS,BRITANNIA,M&M
2018-02-14,BRITANNIA,TITAN,BAJFINANCE,RELIANCE
2018-02-15,BPCL,HDFCBANK,TECHM,ADANIPORTS
2018-02-16,HINDUNILVR,ADANIPORTS,SBIN,INDUSINDBK
2018-02-19,JSWSTEEL,DRREDDY,BAJFINANCE,KOTAKBANK
2018-02-20,NTPC,TATAMOTORS,CIPLA,HDFCBANK
2018-02-21,RELIANCE,TATASTEEL,HINDUNILVR,TECHM
2018-02-22,GRASIM,TECHM,NTPC,TATASTEEL
2018-02-23,TECHM,WIPRO,APOLLOHOSP,BRITANNIA
2018-02-26,RELIANCE,BPCL,GRASIM,JSWSTEEL
2018-02-27,HINDALCO,HINDUNILVR,M&M,JSWSTEEL
2018-02-28,ULTRACEMCO,SBIN,CIPLA,HCLTECH
2018-03-01,CIPLA,TATASTEEL,BAJAJ-AUTO,NTPC
2018-03-05,WIPRO,TATASTEEL,SBIN,NTPC
2018-03-06,SUNPHARMA,TATAMOTORS,TECHM,BAJFINANCE
2018-03-07,HCLTECH,WIPRO,TATASTEEL,CIPLA
2018-03-08,RELIANCE,ULTRACEMCO,TATASTEEL,TATACONSUM
2018-03-09,NTPC,HINDALCO,ADANIPORTS,TCS
2018-03-12,LT,HDFCBANK,INDUSINDBK,RELIANCE
2018-03-13,JSWSTEEL,WIPRO,TITAN,TCS
2018-03-14,TITAN,HCLTECH,BHARTIARTL,EICHERMOT
2018-03-15,BAJAJFINSV,WIPRO,TECHM,NTPC
2018-03-16,MARUTI,M&M,HINDALCO,TITAN
2018-03-19,HDFC,UPL,SBIN,DIVISLAB
2018-03-20,UPL,BPCL,TATACONSUM,NTPC
2018-03-21,HDFCBANK,DIVISLAB,TECHM,NTPC
2018-03-22,SUNPHARMA,TCS,LT,NTPC
2018-03-23,BHARTIARTL,SHREECEM,DRREDDY,NTPC
2018-03-26,BAJAJFINSV,TITAN,NTPC,ONGC
