2013-01-01,MUKANDLTD,FORTIS,RPOWER,RALLIS,BLKASHYAP,WELSPUNIND,BHARATFORG,JAICORPLTD,GICHSGFIN,VLSFINANCE
2013-01-02,MUKANDLTD,FORTIS,RALLIS,SUNTECK,ASTRAL,IDBI,WELSPUNIND,GICHSGFIN,BHARATFORG,SUNDRMFAST
2013-01-03,MUKANDLTD,FORTIS,ASTRAL,RPOWER,ISMTLTD,SUNTECK,RELINFRA,IDBI,63MOONS,RALLIS
2013-01-04,MUKANDLTD,RALLIS,FORTIS,SUNTECK,RPOWER,IDBI,BHARATFORG,GHCL,RTNPOWER,PNBGILTS
2013-01-07,MUKANDLTD,RALLIS,SUNTECK,RPOWER,HEIDELBERG,IDBI,RTNPOWER,BHARATFORG,RELINFRA,DAAWAT
2013-01-08,MUKANDLTD,RALLIS,BHARATFORG,HEIDELBERG,RPOWER,MRF,GHCL,VIPIND,GET&D,RTNPOWER
2013-01-09,RALLIS,BHARATFORG,FORTIS,ASTRAL,SUNTECK,ISMTLTD,IDBI,JAICORPLTD,DAAWAT,DABUR
2013-01-10,SUNTECK,RALLIS,ISMTLTD,BHARATFORG,JAICORPLTD,IDBI,SUNDRMFAST,GHCL,63MOONS,ASTRAL
2013-01-11,RALLIS,ISMTLTD,ASTRAL,BHARATFORG,ABB,IDBI,63MOONS,MARUTI,JAICORPLTD,HEIDELBERG
2013-01-14,ASTRAL,BHARATFORG,63MOONS,IDBI,SUNTECK,SUNDRMFAST,ABB,DIGISPICE,MUKANDLTD,JKCEMENT
2013-01-15,ASTRAL,BHARATFORG,RELINFRA,ISMTLTD,RALLIS,FORTIS,SUNTECK,63MOONS,ABB,JAICORPLTD
2013-01-16,ISMTLTD,MUKANDLTD,ASTRAL,63MOONS,RALLIS,BHARATFORG,SUNTECK,FORTIS,RPOWER,RELINFRA
2013-01-17,ISMTLTD,RALLIS,SUNTECK,63MOONS,FORTIS,BHARATFORG,KRBL,MUKANDLTD,ABB,KAMDHENU
2013-01-18,ISMTLTD,SUNTECK,FORTIS,ASTRAL,RELINFRA,RALLIS,WELSPUNIND,MUKANDLTD,BHARATFORG,KAMDHENU
2013-01-21,MUKANDLTD,FORTIS,RELINFRA,RALLIS,SUNTECK,ISMTLTD,BHARATFORG,INFY,HTMEDIA,DVL
2013-01-22,MUKANDLTD,ISMTLTD,FORTIS,BHARATFORG,RALLIS,AEGISCHEM,DVL,SUNTECK,JBCHEPHARM,DCW
2013-01-23,FORTIS,ISMTLTD,SUNTECK,BHARATFORG,DCW,AEGISCHEM,MUKANDLTD,RELINFRA,INFY,JBCHEPHARM
