,Long,Short
2014-01-01,0.0051236901814635475,0.0029548137745515567
2014-01-02,-0.00655221950645114,0.0653432298049917
2014-01-03,0.007157290207662081,-0.018845740692904935
2014-01-06,-0.004301018476527085,0.019441204789732037
2014-01-07,0.002292918488668927,-0.005525945978449964
2014-01-08,0.00600437811709782,-0.032466487543529335
2014-01-09,-0.0027351423416231203,0.048218819313608406
2014-01-10,-0.003490282093618535,0.023029834518562043
2014-01-13,0.00979228291384342,0.0021610089932586284
2014-01-14,-0.0021117363585008595,0.001647508459874658
2014-01-15,0.0004806488957083799,0.014261129256140892
2014-01-16,-0.001070758385256576,0.014069907552085514
2014-01-17,-0.002725731807889542,0.0333734749517123
2014-01-20,0.006265855090826789,0.009899017296474567
2014-01-21,-0.007745716922948375,0.0031314247101088323
2014-01-22,0.013939195622978674,0.007941480461645344
2014-01-23,0.0007384838396823801,0.015954634920380018
2014-01-24,0.001004152131560343,0.020850682941860342
2014-01-27,-0.007383769594788236,0.036066577210898135
2014-01-28,0.0009934131798079783,0.008500905343206955
2014-01-29,0.0019072468795899745,0.012269232752773196
2014-01-30,0.010233595626523307,0.01418823173736492
2014-01-31,-0.002125876253851011,0.021098989351503495
2014-02-03,0.0028313244526458558,0.0007808348411581622
2014-02-04,-0.0020520431842281027,-0.012014823257852502
2014-02-05,0.008746838104727483,0.0033898335954354207
2014-02-06,0.003781293753274384,0.00047314815017587277
2014-02-07,-0.0034217420904233296,0.01826709745665167
2014-02-10,0.0008506305372921408,0.01402218382963658
2014-02-11,0.006281068369563258,0.02233170908705495
2014-02-12,-0.011261171841482887,0.009157140399969909
2014-02-13,-0.0022038309612055105,0.03935671074345022
2014-02-14,0.00785481644752789,0.010874502757453964
2014-02-17,0.0011632197685465195,0.003237406111093977
2014-02-18,0.004314974637614344,-0.0043418545249327535
2014-02-19,0.007792806656915429,0.003633852087483724
2014-02-20,0.0021158506927836606,0.012157160016481683
2014-02-21,-0.0019688952095546553,-0.011912369632937491
2014-02-24,0.009239488236642269,0.005630197582294727
2014-02-25,0.005750491826671167,0.03190394321147351
2014-02-26,0.004356760309835983,-0.011578893708160409
2014-02-28,-0.0010637181677546792,0.02454871567039484
2014-03-03,0.006772216411998622,0.04892714977850236
2014-03-04,-0.001532954798163766,-0.0010994991936584154
2014-03-05,0.010607893966980243,0.018202142422839563
2014-03-06,0.006018842528594271,0.0003398351654779641
2014-03-07,-0.005478392106560393,-0.00725774897810324
2014-03-10,0.001555461926146351,-0.019697884628603536
2014-03-11,-0.004938475537992415,0.014906292792461983
2014-03-12,0.004598446553124203,0.022708622270132615
2014-03-13,0.0019179654441582206,0.008966325538628162
2014-03-14,-5.1104300523419075e-05,0.004677703022819557
2014-03-18,0.002730887201959642,-0.0016958307943077734
2014-03-19,0.006147929063819513,0.005912006441733975
2014-03-20,0.009209785791585124,0.01501131781571342
2014-03-21,0.005424594259913607,0.011971467589667606
2014-03-24,0.005323275159652053,0.013364637771529186
2014-03-25,0.0019733421446122223,0.005802985393473748
2014-03-26,0.008260204100646418,0.018136272789855322
2014-03-27,0.013321252567553565,0.006770056007021241
2014-03-28,0.008766943835636542,-0.005884838215003674
2014-03-31,0.006069491820999928,0.006613596044707559
2014-04-01,0.0070188048575716925,0.02485321512319144
