,Long,Short
2017-01-02,0.01934080043660926,0.019144532930979653
2017-01-03,0.01603740513929174,0.012244546746863805
2017-01-04,0.006872171275349226,0.021837909013165745
2017-01-05,0.010496820952506291,0.008281263471320943
2017-01-06,-0.0011166964561702742,0.0042878815387326075
2017-01-09,0.020999305319685413,0.005628848716971513
2017-01-10,0.006292236905011272,0.007944863997767494
2017-01-11,0.009213766256083677,0.0026870214445669947
2017-01-12,0.009917937423281509,0.018668228685351118
2017-01-13,0.005457225964328771,0.00937457120796883
2017-01-16,0.013615924465394169,0.016226081427682705
2017-01-17,0.005588949102558516,0.013139385021665085
2017-01-18,0.010473684566628583,-0.0049745932596275575
2017-01-19,0.011266165979709586,-0.003613211885211509
2017-01-20,-0.003782488946720064,0.03269202809797974
2017-01-23,0.018924931131630462,0.003498408263632358
2017-01-24,0.006674859252583898,0.012624577300839957
2017-01-25,0.013572222838755444,0.018160722309024678
2017-01-27,0.014317637471605315,0.006488980496847785
2017-01-30,0.00975410550640069,0.008013570914701063
2017-01-31,-0.005366813347467225,0.027216293236600176
2017-02-01,0.017863170205927682,0.01648560546069523
2017-02-02,0.008195257528631306,0.019193136337045814
2017-02-03,0.010758687807073054,0.007288829440040179
2017-02-06,0.01570626345739943,0.004718039388951212
2017-02-07,-0.0012668577569535544,0.008646932738987267
2017-02-08,0.00661911162221569,-0.002669692273713864
2017-02-09,0.003983939791434177,0.01198347823668967
2017-02-10,0.011739496835880058,0.015223784590297895
2017-02-13,-0.014086435881258953,0.036811506009230624
2017-02-14,-0.000854476034741658,0.010228638368469389
2017-02-15,-0.010056868472675307,0.029443679441501357
2017-02-16,0.008615770585806471,0.012350473178225718
2017-02-17,0.009911462112554092,0.027766778742627517
2017-02-20,0.00957194995061984,-0.010585524335766183
2017-02-21,0.016737973398420335,0.01646036168003079
2017-02-22,0.00018001689793413212,0.024169655521787226
2017-02-23,0.00591115048608315,0.021560853401817313
2017-02-27,0.007914957885628049,0.02698470983110175
2017-02-28,-0.002009489745820381,-0.02265344158507456
2017-03-01,0.013331955079596659,0.0016940120640940193
2017-03-02,0.006652562812379459,0.028425762742963424
2017-03-03,0.0015285131807370122,0.010452394945287557
2017-03-06,0.005181098110464066,0.0057239909840350435
2017-03-07,0.006465206337606488,0.0185398971861093
