2013-01-01,NTPC
2013-01-02,ITC
2013-01-03,EICHERMOT
2013-01-04,EICHERMOT
2013-01-07,EICHERMOT
2013-01-08,NTPC
2013-01-09,TATACONSUM
2013-01-10,EICHERMOT
2013-01-11,INDUSINDBK
2013-01-14,EICHERMOT
2013-01-15,TCS
2013-01-16,EICHERMOT
2013-01-17,HCLTECH
2013-01-18,BHARTIARTL
2013-01-21,RELIANCE
2013-01-22,ASIANPAINT
2013-01-23,BAJAJFINSV
2013-01-24,ADANIPORTS
2013-01-25,EICHERMOT
2013-01-28,UPL
2013-01-29,ULTRACEMCO
2013-01-30,TITAN
2013-01-31,SBIN
2013-02-01,EICHERMOT
2013-02-04,SBIN
2013-02-05,SUNPHARMA
2013-02-06,BAJAJFINSV
2013-02-07,EICHERMOT
2013-02-08,TECHM
2013-02-11,SBIN
2013-02-12,DRREDDY
2013-02-13,BAJAJFINSV
2013-02-14,ITC
2013-02-15,TITAN
2013-02-18,TCS
2013-02-19,BAJAJFINSV
2013-02-20,SBIN
2013-02-21,BHARTIARTL
2013-02-22,DIVISLAB
2013-02-25,BAJAJFINSV
2013-02-26,EICHERMOT
2013-02-27,BPCL
2013-02-28,TATACONSUM
2013-03-01,EICHERMOT
2013-03-04,BAJFINANCE
2013-03-05,EICHERMOT
2013-03-06,EICHERMOT
2013-03-07,ULTRACEMCO
2013-03-08,BPCL
2013-03-11,SBIN
2013-03-12,BRITANNIA
2013-03-13,BAJAJFINSV
2013-03-14,BAJAJFINSV
2013-03-15,CIPLA
2013-03-18,BRITANNIA
2013-03-19,SBIN
2013-03-20,APOLLOHOSP
2013-03-21,EICHERMOT
2013-03-22,NTPC
2013-03-25,HDFCBANK
2013-03-26,APOLLOHOSP
2013-03-28,HCLTECH
2013-04-01,BRITANNIA
2013-04-02,TECHM
2013-04-03,NTPC
2013-04-04,BAJAJFINSV
2013-04-05,NTPC
2013-04-08,BRITANNIA
2013-04-09,WIPRO
2013-04-10,EICHERMOT
2013-04-11,INDUSINDBK
2013-04-12,SBIN
2013-04-15,BAJFINANCE
2013-04-16,SBIN
2013-04-17,HCLTECH
2013-04-18,TATASTEEL
2013-04-22,SHREECEM
2013-04-23,SHREECEM
2013-04-25,AXISBANK
2013-04-26,BPCL
2013-04-29,ULTRACEMCO
2013-04-30,HDFC
2013-05-02,EICHERMOT
2013-05-03,BPCL
2013-05-06,APOLLOHOSP
2013-05-07,SUNPHARMA
2013-05-08,EICHERMOT
2013-05-09,HDFCBANK
2013-05-10,WIPRO
2013-05-13,DRREDDY
2013-05-14,EICHERMOT
2013-05-15,SBIN
2013-05-16,ADANIPORTS
2013-05-17,NTPC
