Date,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SHREECEM,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
2012-01-02,122.8,558.5,255.5546,162,1600,117.9504,425.4069,78.885,344.5,222.5,320.9,378.6,1584.95,150.985,404.8483,96.4994,214.45,1914.8,117,408.15,650,125.4818,133.8177,225.5,342.1946,50.72,216.45,445.3338,343.7593,923,123.2138,4107.5,171.6668,74.7375,348.4,2049.15,162.9,250,571.5887,90.95,179.0296,321.9298,285.5612,171.6,84.9671,1166.5,131.4885
2012-01-03,117.5,555.25,259.5676,161.02,1477.7,115.23,417.7928,77.5185,347.5,224.5,322.7,394.875,1578.25,151.5,396.1753,98.484,215.7,1860,114.2,405.25,655.9,128.1818,132.4918,229,350.2435,53.9,212.75,454.1782,339.1112,947,122.1797,4139,174.0668,75.2625,356.125,2111.608,164.4,249.5,582.543,91.8,184.2733,328.6943,282.5969,176.5,85.2004,1133.2,132.5925
2012-01-04,121,561.9,261.4493,168.96,1500,121.4481,428.3543,76.2983,355.15,221,328,392.5,1602,153.9,403.5392,100.8283,220.95,1822.1,117,407.6,663.2,133.3455,133.5857,242,352.8355,58.8,224.5,473.0671,333.3636,953,123.3287,4099,176.0001,75.6,363.7,2126.664,171.2,250.05,593.2018,94.95,191.7927,346.7963,296.4303,180,84.7004,1155.2,137.9805
2012-01-05,122,568.9,266.9247,169.8,1425,116.8914,334.0378,76.7701,347,223,330.85,394,1601.8,154.5,395.0299,103.7927,222,1786.45,118.15,394.9,662.5,135.4546,131.9615,242.95,352.1162,58.5,220,475.556,319.8691,948,122.9074,4064.05,178.9668,76.0875,357.5,2116.875,169.6,251.475,577.3982,95,198.8173,347.749,291.9838,178.95,86.9338,1145,136.9919
2012-01-06,126.25,571.4,264.3442,172.56,1451.65,116.9983,412.6349,75.1189,342,221.5,335.5,384.525,1580,152.995,395.0217,102.7012,220.5,1822.1,115.9,393.75,667.1,134.9091,131.9615,245.95,351.9673,57.8,220.5,479.556,322.8679,928.7,119.8817,4069.9,170.9334,75.9,348.525,2095.857,167.5,249.425,574.0504,92.5,197.8774,342.0326,289.0195,175.25,87.3338,1140.75,136.0857
2012-01-09,128.7,578.5,266.201,170.2,1441,116.5902,422.8525,76.5017,330,223,335.45,389.175,1605,149.4,393.2789,103.4454,225.95,1727.9,117.5,394.3,669.3,135.6364,133.6851,244.9,353.1455,57,223.575,479.9116,326.7913,949.9,119.805,3993.95,172.6668,74.325,357.225,2120.453,166.17,253.2,576.512,94,199.7078,345.3672,294.0095,173.75,90.8005,1140.05,134.1249
2012-01-10,133.85,575.1,268.3872,173.8,1425.95,120.4474,425.8981,76.7864,321.05,223.05,345,396.55,1607,149.5,399.6609,103.9415,230,1734,118.5,393.5,666.55,136.4909,134.0498,248.85,355.936,57.7,228,486.7783,329.3153,981,121.7584,3949.9,175.3334,75.7875,356,2048.156,164.975,253.55,578.4813,93.25,198.8668,344.1286,298.9006,177.9,91.8005,1150,133.1527
2012-01-11,136,594.45,268.3872,179.6,1436.9,122.2254,428.8455,79.2185,332,223.5,346.95,397.55,1623.85,150.5,400.9209,105.1323,230.25,1780,124.5,396.85,685,141.4727,136.0055,263,355.6879,63.1,233.25,505.7783,345.6086,988.55,121.6435,3940.05,174.6001,77.025,368.95,2086.863,170.6,259.625,576.7089,94.65,204.0116,355.9902,293.96,181.75,97.2672,1140.3,133.0538
2012-01-12,137.5,612,273.3835,186.2,1463,126.3061,433.7579,82.8707,327.95,223.75,340,395,1652,151.63,394.3753,102.9493,230.85,1794.9,129.5,393.75,685,141.8,134.5801,270.25,341.0536,63.5,231.125,508.0005,338.8613,984.8,123.2521,4084.7,174.2668,76.05,373.75,2055.709,173.07,258.675,542.0493,92.95,200.8456,364.8983,297.6901,183.2,95.8338,1149.45,128.5226
2012-01-13,132.5,626.7,271.3321,189.77,1487.85,126.6947,451.344,84.1722,330,219.25,340.65,388,1653,152.995,405.012,100.8407,235,1817,133.7,393.9,688,143.2364,135.8398,289.75,324.6831,63.2,234.975,506.2227,344.8589,997,124.0181,4080,173.3001,75.45,371,2084.876,177.685,260.075,540.1538,93.9,207.9197,373.4729,300.8768,184.2,93.4338,1167.95,129.9726
2012-01-16,131.5,616.1,275.8192,186.8,1430,124.3629,443.5825,82.5779,335.15,221.85,335.55,389.975,1650,154,400.9209,98.484,233.4,1789,130.8,391,679.05,142.1818,137.1325,278,320.1253,63.6,234.425,517.7783,343.2096,970,126.2013,4101,173.3334,75.6,364.975,2044.777,175.62,257,533.6798,86,203.8137,393.004,294.3306,180,91.1338,1150,131.3237
2012-01-17,137.1,630.5,272.6148,188.6,1427.1,124.5572,447.0702,82.2037,344.7,222.5,332.5,392.875,1645.65,151.995,407.1393,104.6858,231.95,1805,134,387.6,678,145.4546,138.5579,276.95,328.6517,64.4,232,537.7783,347.108,1020,124.8225,4148.05,171.3334,75.375,358,2041.2,183.8,253,551.3542,99.95,215.6864,403.4841,296.4303,185.55,89.3671,1164,133.7953
2012-01-18,142,636.5,274.4716,192.8,1465,129.0265,465.6388,84.7823,347.4,223.75,338,389.5,1645,157.05,418.0951,105.7897,236.45,1837,140.3,399.5,677,141.7818,137.464,278.3,327.9076,65.975,238.9,562.2228,353.8552,1112,128.078,4080.05,175.6668,75.6375,381,2084.428,185,259.95,531.7105,97,215.0433,422.6341,301.3708,185,93.3671,1180,135.1465
2012-01-19,144,640.1,276.1936,189,1466.5,132.5242,467.6529,87.5723,339,222.025,335,394.95,1668,157.1,407.2948,104.4377,243,1870,142.3,394,687.5,141.9091,139.4529,274.6,324.435,67,233.625,557.7783,346.3583,1116.5,126.546,4120,180.0001,74.6625,394.5,2127.757,188,260.175,535.1567,94.75,214.697,409.6769,296.3068,185,92.3338,1188,133.7953
2012-01-20,151.9,617.1,272.8245,192.42,1470,132.1356,470.6003,87.5397,342.15,225.75,333.5,392.45,1694,155.055,409.9212,104.7478,245,1891.1,146,392,695,148,139.1877,276,321.9546,67,239,570.6228,338.7614,1131,131.7166,4159,181.0668,75,395,2102.416,189.8,265.6,531.6858,94.55,217.5662,417.2988,303.8411,184.9,96.5005,1197.2,136.7612
2012-01-23,155.4,598,275.5597,203.4,1561.35,133.6901,448.0036,90.4518,340.05,235.55,340.75,385.825,1639.95,159.05,406.9757,104.1896,243,1949,142.9,391.15,692.5,153.2727,133.6851,280.6,321.2105,64.5,248.45,564.0006,327.6409,1084,132.5592,4340,184.6668,76.5,377.65,2176.352,193.19,265,534.6644,93,218.5556,414.4406,300.8768,191.9,94.8338,1249,135.3607
