Date,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SHREECEM,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
2012-01-02,114.7,552.6,258.5793,158.96,1475.5,117.2509,412.684,78.1692,344.8,223.15,320.75,390.8,1569.6,149.53,395.7008,97.6405,213.425,1838.85,112.25,402.4,650.4,126.6455,131.6963,226.45,348.3646,53.695,210.875,448.4671,336.8622,938.9,121.1456,4129.4,172.2334,75,353.275,2111.608,162.765,247.6,580.2537,90.95,181.9977,324.9786,282.5475,175.15,84.6671,1154,131.4885
2012-01-03,120.3,557.15,264.7685,167.51,1494.5,119.1066,428.5508,76.9084,358.65,223.65,327.95,391.95,1606.05,156.56,401.6573,100.022,219.575,1828.45,115.55,407.95,665.2,131.9636,132.8233,242.6,355.2291,58.88,224.975,471.4894,332.0641,952.8,122.8308,4105.35,175.4668,75.675,362.325,2136.502,170.565,249.725,589.6078,94.55,191.8916,344.7479,296.4056,179.55,87.3004,1175.65,137.2555
2012-01-04,122.85,568.2,267.0296,169.63,1425.55,117.6201,410.9647,76.5749,346.35,224.1,330.85,391.95,1591.2,152.58,393.9416,103.7927,221.65,1786.45,118.3,395.45,660.95,135.1091,132.2929,243.15,354.0013,58.58,219.675,475.4894,319.3943,948.25,122.6776,4101.75,177.8001,76.125,358.075,2120.9,169.605,250.625,577.4966,95.4,199.0647,346.7486,298.6041,177.8,88.0671,1141.9,137.8322
2012-01-05,126.7,571.4,266.7051,174.13,1468.6,117.9601,413.1752,74.8179,344.4,219.75,335,386.2,1581.65,151.235,393.1562,102.8872,221.825,1828.25,116.4,393.35,670.3,136.0182,132.4587,247.15,352.234,58.205,222.725,483.4672,324.942,933.45,120.1115,4062.25,174.5001,75.975,349.75,2080.652,169.245,249.925,577.0043,93.1,199.9551,345.4624,294.133,176.45,88.5004,1150.1,136.7447
2012-01-06,127.7,570.9,265.5971,170.7,1456.75,114.647,414.4033,77.5185,330.55,221.575,338.45,385.175,1600.55,149.37,395.7662,103.5818,226.65,1735,118.7,396.8,670.4,136.6727,133.9835,240.9,351.2418,56.46,226.975,480.6671,327.6659,949.75,120.2264,3958.65,170.4334,74.8125,358.775,2121.993,167.275,249.975,575.7243,93.5,201.4392,346.4628,295.9115,172.9,88.5338,1150.6,133.7129
2012-01-09,132.2,580.1,267.1094,171.64,1422.35,118.5431,421.6244,76.3065,320.45,225.025,344.65,396.125,1600.05,148.07,399.8082,102.9369,227.85,1728.4,117.85,393.45,663.25,135.9636,133.9172,245.65,351.7875,57.23,226.6,483.6005,326.3915,971.05,120.2264,3943.15,171.4668,76.05,353.125,2068.975,163.725,252.75,576.6843,93.1,198.471,344.6526,298.3818,175.55,91.2671,1151.75,132.197
2012-01-10,136.45,589.15,265.1928,178.95,1429.5,121.8853,428.9929,78.5271,330.35,223.5,345.8,397.2,1618.1,150.005,401.6819,104.1648,229.85,1775.4,123.15,395.45,684,140.8182,136.0055,260.9,355.1422,63.005,233.25,503.9116,344.4591,986.35,121.0307,3997.1,174.1334,76.95,368.1,2067.634,170.26,258.175,573.755,93.95,202.9233,354.18,302.5071,180.85,96.8672,1164.95,132.9879
2012-01-11,137.05,608.6,271.5567,186.73,1456.9,126.5781,430.8105,82.5616,325.65,221.175,340.55,395.925,1650.75,149.985,393.3116,103.0237,231.325,1809.3,130.35,392.5,680.95,141.8455,134.779,272.55,350.5535,63.885,232.625,509.8227,340.0359,987.9,122.3329,4056.7,173.0668,75.15,374.125,2053.671,172.695,260.325,559.773,92.9,202.7254,364.8983,306.9289,183.8,95.8671,1137.75,132.2465
2012-01-12,132.65,620.75,273.1539,188.1,1475.6,126.2186,447.8071,83.3669,326.45,219.05,338.95,389.3,1657.5,152.27,402.2219,100.6546,233.325,1812.35,132.7,394.05,687.4,142.0727,135.8729,285.4,320.9935,63.16,233.625,503.0227,342.8597,994.5,123.2138,4037.95,171.8668,75.4125,368.45,2057.895,176.44,260.025,536.3875,92.9,204.0116,370.4718,294.6517,184.2,94.2338,1146.9,129.0004
2012-01-13,131.55,626.9,276.7227,187.94,1430.75,125.7425,445.5965,82.7487,334.6,219.475,338.5,389.725,1660.75,153.32,405.5847,98.67,234.8,1793,133.4,391.65,681.55,143.5364,137.2651,280.25,320.4912,63.805,236.275,521.1116,346.0334,977.05,127.312,4075.35,173.1334,76.4625,365.9,2063.013,177.61,256.8,534.5413,94.15,206.584,396.0528,297.4184,182.8,91.6005,1164.45,132.1476
