Date,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SHREECEM,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
2011-01-03,145.55,459,289.2957,273,1557,139.6653,454.9791,107.6962,360.9,206,370.9,322.475,1671,124.9,383.3622,114.1124,237,2014,248,310.05,737.9,209.8182,116.6472,265.9,427.1232,119.54,228.95,882.3787,397.2125,1430,154.2758,3810,434.6669,73.8375,532.5,1992.505,283.27,247.5,574.5427,109,262.7218,652.8154,351.0229,361.7,115.3339,1085,163.718
2011-01-04,146.95,466,289.3956,274.58,1479,136.9935,466.6704,107.5335,360.25,204.5,375,330,1672,126.2,385.375,112.8721,238.65,1980.15,247.35,314,731,208.3091,116.0174,265,428.7354,120.065,228.5,884.4453,393.389,1427,151.9395,3789,431.7835,73.8375,530,2000.455,283.44,243.5,573.0165,111.9,259.9911,675.1094,353.2461,374.8,113.4339,1086.25,159.5328
2011-01-05,150.1,460.8,287.4989,270.2,1430,134.6617,465.0985,106.5574,355,204,378.8,330,1696,123.83,387.0114,114.3605,234.97,1983.7,243,320.7,727.8,199.4909,117.6085,255.75,429.7276,117.46,230,880.9342,390.4652,1428,153.0502,3780,429.6335,73.8,540,1992.505,273.5,245.75,563.8346,113.25,257.2406,663.5813,369.945,363.7,110.7006,1072.5,159.022
2011-01-06,158.3,462.9,287.6985,263.27,1383.2,137.7708,452.0317,103.4664,349.15,205,377.25,331.1,1722,124.8,394.3753,117.6722,231.6,1918.55,249,327.55,713.7,195.3182,119.5642,248,431.5879,115.27,225,864.4453,388.3411,1415.05,152.8587,3829.5,423.1335,73.65,539,1985.549,271.4,245,575.035,112.9,255.1035,655.2449,361.5462,366,109.4005,1068.3,159.6152
2011-01-07,155,454.4,284.4592,260.07,1330,133.1071,450.558,100.7008,353.8,200.825,363.55,328,1714,119.7,389.4742,118.8258,232.62,1863.6,251.45,321.9,703.1,190,118.0394,250,429.5229,109.9,221,831.1119,381.9437,1365,154.6588,3829.9,408.3835,74.25,540.65,1952.754,261.79,251.25,578.9736,112.1,249.3255,652.1485,360.6569,357.73,107.8672,1009,160.1919
2011-01-10,147.3,457.8,278.0204,257,1327.9,126.3255,437.2947,100.7089,340,198.5,357.05,324,1670,118.8,391.8307,115.6877,225.605,1879,234.65,312,680.6,189.8637,114.1611,231.6,418.5658,103.3,217,817.7786,370.3485,1349,151.5565,3779,400.6669,73.35,532.7,1910.022,259.985,247.2,564.9424,108.7,235.672,628.8064,348.3056,341,107.6005,999.9,156.468
2011-01-11,141.05,475,267.3091,252.02,1273,122.614,436.214,98.1792,341,195,350.05,312.65,1665,107.7,380.8094,115.328,217,1801,222,309.5,659.95,184.7273,112.8352,222,414.2251,99.3,206.925,792.8897,364.6008,1325,146.3092,3739,392.3335,72.6,520,1888.159,254.625,236.525,552.8804,104.55,234.2671,618.3263,339.9067,330,104.0005,1009,151.9862
2011-01-12,140.4,472.4,271.5267,261.19,1316,123.469,430.8105,98.9113,340.15,189,350,313.975,1675.1,106.06,378.8294,118.3296,216.9,1841,233.75,309.6,664.8,187.4182,114.1279,235.1,415.4653,94.84,210.05,800.0008,368.4992,1324,145.773,3693,396.6669,72.525,510.325,1898.097,262.8,238.65,546.431,102.7,233.4953,617.4688,337.5353,333.515,105.5339,1020,155.7595
2011-01-13,140.6,474.8,273.4234,261.7,1292,123.9742,420.5437,100.7008,346.2,185.5,348.5,317.5,1670.05,116.4,395.1935,116.8412,220.9,1851.5,237.25,306,687.5,194.1818,114.7246,242.5,408.3962,100,212.5,786.6675,373.4972,1320,146.6922,3652,395.0002,72.9,515,1848.409,267.4,240.5,555.8097,103.8,241.6083,620.994,340.8948,358,107.3339,1001.05,152.0851
2011-01-14,141,468,268.0378,253.96,1286.1,122.9249,422.4595,96.7964,345.1,188.225,344.5,314.525,1644,116,404.1938,114.8566,215,1810,233.9,303.5,671.1,187.2727,114.4263,233.5,395.1447,100.5,203.5,780.0008,366.4001,1316,144.0112,3659.9,402.3335,72.375,507.025,1842.545,256.67,242.7,556.2775,105.1,242.3998,604.988,334.0028,342.995,105.9672,1039.95,148.7072
