Date,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SHREECEM,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
2014-01-01,156.3,969.3,498.8804,258.44,1917.4,314.06,760.1,113.6178,337.75,459.225,401.75,613.525,2537.45,500.195,444.2122,312.1967,332.575,2085.85,121.8,572.35,793.5,199.5818,213.7371,423.35,430.0996,101.54,361.275,712.367,473.8061,1764,105.8635,5381.9,192.0668,74.625,444.4,4317.475,176.505,572.35,1060.122,160.5,370.9707,405.7707,903.1737,230.8,132.3007,1769.25,207.2625
2014-01-02,152.65,930.55,484.7051,254.46,1900.05,313.84,728.35,110.4455,328.7,454.6,392.3,617.1,2528.5,498.285,432.5446,310.3486,328.5,2080.55,120.65,562.4,791.1,195.5637,208.7981,413.05,431.6561,100.91,353.7,690.7003,467.8586,1768.4,103.3357,5422.4,187.8001,76.425,437.5,4346.89,174.26,573.85,1066.867,154.95,368.3982,399.3874,897.2451,226.35,131.3007,1731.1,207.3563
2014-01-03,149.9,951.95,488.6483,252.18,1895.55,311.1,729.3,107.143,329.35,458.425,391.75,624.775,2495.7,496.895,430.4909,312.5068,331.55,2101.05,118.75,565,791,193.9637,208.6655,413.9,442.1481,99.405,356.275,674.7003,449.9409,1798.6,100.9227,5372.85,183.8668,75.525,432.125,4377.747,171.965,579.7,1094.044,156.35,358.8507,393.004,906.8297,227.4,133.4007,1727.2,208.725
2014-01-06,150.85,945.7,489.7963,251.26,1888.3,310.29,731.7,107.3057,329.35,454.45,391.6,626.95,2471.25,498.595,430.5727,310.2494,330.85,2068.9,118.25,563.5,795.85,189.2364,209.2622,413.3,436.2882,103.43,357.05,673.667,447.5169,1807.7,101.2291,5405.95,187.3001,74.925,427.475,4432.056,168.815,588.25,1102.61,156.8,363.0556,389.0025,897.1216,227.8,134.3007,1724.3,209.25
2014-01-07,145.95,932.1,489.0975,246.85,1889.95,310.81,731.05,105.2722,331.7,451.925,390.85,615.15,2491.25,499.31,427.3735,311.6634,332.2,2069,116.05,558.95,797.9,190.9091,209.9583,418.85,428.754,102.755,354.075,679.667,451.3653,1845.75,99.4673,5426.9,184.1668,74.1,421.05,4367.461,166.14,594.2,1086.142,156.5,361.2252,376.0453,891.2918,226.05,134.5007,1690.2,206.325
2014-01-08,150.75,907.65,489.6465,242.35,1918.3,311.09,738.3,103.32,332.4,453.475,404.2,618.6,2532.25,507.49,425.5326,309.1951,332.35,2064.65,115.25,559.15,804.3,191.6909,210.0577,421.9,425.1512,102.63,356.45,665.567,454.1142,1837.5,99.2375,5379.45,182.1334,74.0625,424.525,4481.844,165.715,600.9,1099.188,157.1,366.3205,373.854,909.3494,222.75,134.4007,1700.85,205.1812
2014-01-09,149.55,894.4,489.2472,236.97,1909.45,310.07,732.2,105.8253,329.6,448.775,403.1,617.425,2586.9,504.255,425.3689,318.8326,331.475,2068.3,112.65,554.15,802.15,191.0637,209.229,416.8,427.9665,102.56,355.075,647.9337,446.9921,1811.8,102.3782,5237.15,186.8668,74.1375,425.35,4456.503,163.98,607,1103.767,157.25,364.0449,372.3296,903.6431,223.85,135.8007,1688.55,202.8375
2014-01-10,148.3,916.6,491.1439,232.81,1900.3,312.11,731.55,106.167,330.55,448.025,399.1,625,2625.55,500.905,423.5934,322.0451,331.025,2039.1,110.55,549.8,801.45,186.2727,213.8697,405.9,440.4242,102.33,350.225,637.367,437.0962,1794.1,100.6546,5130.35,189.3668,73.0875,429.075,4461.621,160.815,609.4,1122.943,155.95,363.105,366.3274,928.2715,220.25,136.034,1671.8,207.5063
2014-01-13,143.75,899.1,493.1904,236.98,1895.8,313.18,719.55,107.8589,331,449.325,402.25,630.825,2626.55,505.5,425.8353,333.2455,336.425,2037,110,545.7,818.65,191.8,215.7591,413.1,454.5315,101.93,358.45,653.7003,443.9434,1782.75,101.6887,5238.05,195.2668,73.5,440.2,4427.684,164.125,602.35,1166.194,152.9,372.1579,367.7088,931.0382,221.1,137.4007,1669.55,210.5438
2014-01-14,147.05,902.3,486.5519,235.41,1870.55,310.61,721.55,106.7851,327.95,452.525,411.15,642.6,2649,501.255,419.7806,327.7011,336.15,2037.2,109.4,538.4,824.35,188.4455,215.0962,418.85,457.2289,100.985,355.65,648.0003,445.3428,1773.35,100.5397,5200.9,193.5001,73.0875,440.75,4497.347,162.75,603.55,1145.516,152.05,367.8541,356.6571,935.3611,221,138.4674,1648,207.6
