2016-01-01,APOLLOHOSP,GRASIM
2016-01-04,SBIN,INFY
2016-01-05,HDFC,POWERGRID
2016-01-06,POWERGRID,APOLLOHOSP
2016-01-07,ONGC,JSWSTEEL
2016-01-08,HINDALCO,HDFC
2016-01-11,MARUTI,NESTLEIND
2016-01-12,M&M,INFY
2016-01-13,WIPRO,TATASTEEL
2016-01-14,POWERGRID,MARUTI
2016-01-15,POWERGRID,KOTAKBANK
2016-01-18,TCS,SBIN
2016-01-19,TCS,DIVISLAB
2016-01-20,MARUTI,GRASIM
2016-01-21,MARUTI,GRASIM
2016-01-22,MARUTI,SBIN
2016-01-25,INFY,HDFC
2016-01-27,GRASIM,BRITANNIA
2016-01-28,TITAN,JSWSTEEL
2016-01-29,JSWSTEEL,TCS
2016-02-01,DRREDDY,NESTLEIND
2016-02-02,MARUTI,BAJAJ-AUTO
2016-02-03,UPL,POWERGRID
2016-02-04,MARUTI,INFY
2016-02-05,MARUTI,NESTLEIND
2016-02-08,TATASTEEL,MARUTI
2016-02-09,BHARTIARTL,SUNPHARMA
2016-02-10,POWERGRID,MARUTI
2016-02-11,APOLLOHOSP,SUNPHARMA
2016-02-12,NESTLEIND,BAJAJ-AUTO
2016-02-15,BHARTIARTL,ICICIBANK
2016-02-16,BHARTIARTL,ASIANPAINT
2016-02-17,BHARTIARTL,DIVISLAB
2016-02-18,BAJFINANCE,HDFC
2016-02-19,DIVISLAB,BAJFINANCE
2016-02-22,HDFCBANK,BHARTIARTL
2016-02-23,BAJFINANCE,BHARTIARTL
2016-02-24,BAJFINANCE,DIVISLAB
2016-02-25,BAJFINANCE,INFY
2016-02-26,BAJFINANCE,DIVISLAB
2016-02-29,DIVISLAB,KOTAKBANK
2016-03-01,TITAN,M&M
2016-03-02,SBIN,NTPC
2016-03-03,ICICIBANK,APOLLOHOSP
2016-03-04,HDFC,SHREECEM
2016-03-08,HCLTECH,SHREECEM
2016-03-09,INDUSINDBK,TATASTEEL
2016-03-10,INDUSINDBK,ASIANPAINT
2016-03-11,SUNPHARMA,ITC
2016-03-14,BPCL,SBIN
2016-03-15,HDFCBANK,BRITANNIA
2016-03-16,HDFCBANK,TATASTEEL
2016-03-17,NESTLEIND,BAJFINANCE
2016-03-18,NESTLEIND,DRREDDY
2016-03-21,HINDALCO,POWERGRID
2016-03-22,JSWSTEEL,HDFCBANK
2016-03-23,WIPRO,POWERGRID
2016-03-28,NTPC,HEROMOTOCO
2016-03-29,BPCL,HDFCBANK
2016-03-30,NTPC,TATASTEEL
2016-03-31,POWERGRID,TATASTEEL
2016-04-01,GRASIM,INFY
2016-04-04,INFY,HCLTECH
2016-04-05,SBIN,KOTAKBANK
2016-04-06,APOLLOHOSP,BAJFINANCE
2016-04-07,TITAN,HINDALCO
2016-04-08,KOTAKBANK,WIPRO
2016-04-11,BHARTIARTL,APOLLOHOSP
2016-04-12,UPL,INFY
2016-04-13,NTPC,HINDALCO
2016-04-18,TATASTEEL,DIVISLAB
2016-04-20,NTPC,ITC
2016-04-21,WIPRO,BAJAJ-AUTO
2016-04-22,KOTAKBANK,HCLTECH
2016-04-25,HDFCBANK,HCLTECH
2016-04-26,HCLTECH,NESTLEIND
2016-04-27,AXISBANK,ICICIBANK
2016-04-28,BAJAJ-AUTO,INFY
2016-04-29,TECHM,JSWSTEEL
2016-05-02,M&M,SBIN
2016-05-03,SUNPHARMA,TECHM
2016-05-04,UPL,AXISBANK
2016-05-05,TATAMOTORS,TITAN
2016-05-06,TATAMOTORS,TATACONSUM
2016-05-09,TITAN,WIPRO
2016-05-10,TITAN,JSWSTEEL
2016-05-11,ITC,WIPRO
2016-05-12,HCLTECH,TECHM
2016-05-13,HDFCBANK,TATAMOTORS
2016-05-16,RELIANCE,NTPC
2016-05-17,NTPC,HINDUNILVR
2016-05-18,HINDUNILVR,POWERGRID
2016-05-19,TCS,ITC
2016-05-20,NTPC,MARUTI
2016-05-23,BRITANNIA,HINDUNILVR
2016-05-24,AXISBANK,EICHERMOT
2016-05-25,TCS,DRREDDY
2016-05-26,TITAN,SUNPHARMA
2016-05-27,WIPRO,APOLLOHOSP
2016-05-30,INFY,INDUSINDBK
2016-05-31,SUNPHARMA,GRASIM
2016-06-01,DIVISLAB,WIPRO
2016-06-02,HINDALCO,TATASTEEL
2016-06-03,BAJAJ-AUTO,INDUSINDBK
2016-06-06,ADANIPORTS,HINDALCO
2016-06-07,NTPC,TCS
2016-06-08,TATASTEEL,KOTAKBANK
2016-06-09,DRREDDY,SBIN
2016-06-10,ITC,BPCL
2016-06-13,WIPRO,JSWSTEEL
2016-06-14,TECHM,JSWSTEEL
2016-06-15,TATASTEEL,DIVISLAB
2016-06-16,ICICIBANK,BAJAJ-AUTO
2016-06-17,TATASTEEL,TECHM
2016-06-20,TCS,HDFC
2016-06-21,NTPC,HDFC
2016-06-22,HDFC,INFY
2016-06-23,NESTLEIND,EICHERMOT
2016-06-24,ULTRACEMCO,WIPRO
2016-06-27,SBIN,TATAMOTORS
2016-06-28,SBIN,WIPRO
2016-06-29,NTPC,TITAN
2016-06-30,NTPC,APOLLOHOSP
2016-07-01,INFY,NESTLEIND
2016-07-04,NESTLEIND,GRASIM
2016-07-05,TITAN,DIVISLAB
2016-07-07,APOLLOHOSP,JSWSTEEL
2016-07-08,ONGC,BPCL
2016-07-11,TATASTEEL,NTPC
2016-07-12,HINDALCO,WIPRO
2016-07-13,MARUTI,CIPLA
2016-07-14,WIPRO,BAJAJ-AUTO
2016-07-15,HDFCBANK,AXISBANK
2016-07-18,ONGC,INDUSINDBK
2016-07-19,WIPRO,HDFC
2016-07-20,INDUSINDBK,TITAN
2016-07-21,INDUSINDBK,M&M
2016-07-22,INDUSINDBK,JSWSTEEL
2016-07-25,INDUSINDBK,DRREDDY
2016-07-26,INDUSINDBK,BPCL
2016-07-27,DRREDDY,HDFC
2016-07-28,WIPRO,NTPC
2016-07-29,BRITANNIA,HINDALCO
2016-08-01,ICICIBANK,DRREDDY
2016-08-02,TECHM,ICICIBANK
2016-08-03,ICICIBANK,ITC
2016-08-04,INDUSINDBK,DRREDDY
2016-08-05,WIPRO,INDUSINDBK
2016-08-08,WIPRO,INDUSINDBK
2016-08-09,TITAN,WIPRO
2016-08-10,INDUSINDBK,WIPRO
2016-08-11,ICICIBANK,TATASTEEL
2016-08-12,GRASIM,INDUSINDBK
2016-08-16,INDUSINDBK,HCLTECH
2016-08-17,HCLTECH,ASIANPAINT
2016-08-18,LT,GRASIM
2016-08-19,HCLTECH,ASIANPAINT
2016-08-22,TATASTEEL,WIPRO
2016-08-23,GRASIM,ONGC
2016-08-24,GRASIM,APOLLOHOSP
2016-08-25,GRASIM,ICICIBANK
2016-08-26,DIVISLAB,WIPRO
2016-08-29,ADANIPORTS,SUNPHARMA
2016-08-30,WIPRO,TECHM
2016-08-31,ONGC,NESTLEIND
2016-09-01,SBIN,RELIANCE
2016-09-02,BPCL,SBIN
2016-09-06,WIPRO,ULTRACEMCO
2016-09-07,BRITANNIA,BPCL
2016-09-08,WIPRO,TATASTEEL
2016-09-09,TATASTEEL,AXISBANK
2016-09-12,ICICIBANK,ULTRACEMCO
2016-09-14,HINDUNILVR,ICICIBANK
2016-09-15,BPCL,TATASTEEL
2016-09-16,TATASTEEL,BAJAJ-AUTO
2016-09-19,HINDUNILVR,INDUSINDBK
2016-09-20,HINDUNILVR,BAJAJ-AUTO
2016-09-21,SBIN,TATACONSUM
2016-09-22,DRREDDY,HDFC
2016-09-23,BPCL,JSWSTEEL
2016-09-26,ITC,ICICIBANK
2016-09-27,TECHM,HCLTECH
2016-09-28,AXISBANK,TATACONSUM
2016-09-29,AXISBANK,APOLLOHOSP
2016-09-30,AXISBANK,TATACONSUM
2016-10-03,AXISBANK,ICICIBANK
2016-10-04,NTPC,BPCL
2016-10-05,BPCL,ASIANPAINT
2016-10-06,AXISBANK,DIVISLAB
2016-10-07,AXISBANK,NTPC
2016-10-10,HCLTECH,TATASTEEL
2016-10-13,TATASTEEL,AXISBANK
2016-10-14,ICICIBANK,AXISBANK
2016-10-17,AXISBANK,POWERGRID
2016-10-18,DIVISLAB,TECHM
2016-10-19,SBIN,NTPC
2016-10-20,NTPC,HDFC
2016-10-21,ULTRACEMCO,JSWSTEEL
2016-10-24,WIPRO,BRITANNIA
2016-10-25,TATASTEEL,TCS
2016-10-26,TATACONSUM,UPL
2016-10-27,AXISBANK,TATAMOTORS
2016-10-28,ASIANPAINT,AXISBANK
2016-11-01,ASIANPAINT,AXISBANK
2016-11-02,ASIANPAINT,APOLLOHOSP
2016-11-03,ASIANPAINT,TCS
2016-11-04,ASIANPAINT,TCS
2016-11-07,ASIANPAINT,TCS
2016-11-08,ASIANPAINT,NTPC
2016-11-09,NTPC,BAJFINANCE
2016-11-10,TCS,NTPC
2016-11-11,NTPC,SBIN
2016-11-15,MARUTI,SBIN
2016-11-16,BAJFINANCE,MARUTI
2016-11-17,ULTRACEMCO,TATACONSUM
2016-11-18,BRITANNIA,SBIN
2016-11-21,BRITANNIA,ULTRACEMCO
2016-11-22,MARUTI,BAJFINANCE
2016-11-23,MARUTI,HDFCBANK
2016-11-24,ITC,HDFCBANK
2016-11-25,ITC,EICHERMOT
2016-11-28,M&M,TATACONSUM
2016-11-29,ITC,M&M
2016-11-30,ITC,JSWSTEEL
2016-12-01,BHARTIARTL,TECHM
2016-12-02,DRREDDY,TATAMOTORS
2016-12-05,ONGC,TATACONSUM
2016-12-06,NTPC,KOTAKBANK
2016-12-07,SUNPHARMA,TATASTEEL
2016-12-08,DIVISLAB,DRREDDY
2016-12-09,NTPC,HDFC
2016-12-12,HCLTECH,INFY
2016-12-13,BPCL,HINDALCO
2016-12-14,BPCL,ONGC
2016-12-15,TATACONSUM,APOLLOHOSP
2016-12-16,EICHERMOT,BHARTIARTL
2016-12-19,EICHERMOT,TATAMOTORS
2016-12-20,RELIANCE,UPL
