2016-01-01,HINDUNILVR,LT,EICHERMOT,TATACONSUM,ONGC
2016-01-04,AXISBANK,SHREECEM,LT,EICHERMOT,HINDALCO
2016-01-05,NESTLEIND,SBIN,LT,TATACONSUM,BPCL
2016-01-06,EICHERMOT,HCLTECH,SHREECEM,AXISBANK,M&M
2016-01-07,BHARTIARTL,ADANIPORTS,LT,SHREECEM,APOLLOHOSP
2016-01-08,TECHM,AXISBANK,SHREECEM,ADANIPORTS,NESTLEIND
2016-01-11,ICICIBANK,LT,AXISBANK,ADANIPORTS,POWERGRID
2016-01-12,TATACONSUM,HINDUNILVR,AXISBANK,LT,GRASIM
2016-01-13,ONGC,ULTRACEMCO,BPCL,ADANIPORTS,BAJFINANCE
2016-01-14,NTPC,ONGC,BPCL,ULTRACEMCO,INDUSINDBK
2016-01-15,TATAMOTORS,TECHM,DRREDDY,INDUSINDBK,BAJAJFINSV
2016-01-18,BAJFINANCE,ASIANPAINT,POWERGRID,BPCL,ADANIPORTS
2016-01-19,RELIANCE,ASIANPAINT,DRREDDY,ONGC,HDFCBANK
2016-01-20,AXISBANK,APOLLOHOSP,SHREECEM,ADANIPORTS,HCLTECH
2016-01-21,UPL,SHREECEM,JSWSTEEL,DRREDDY,TATACONSUM
2016-01-22,WIPRO,TECHM,ICICIBANK,HINDALCO,CIPLA
2016-01-25,ICICIBANK,ULTRACEMCO,DIVISLAB,DRREDDY,GRASIM
2016-01-27,ULTRACEMCO,TITAN,APOLLOHOSP,SHREECEM,MARUTI
2016-01-28,SHREECEM,ONGC,ULTRACEMCO,POWERGRID,CIPLA
2016-01-29,ADANIPORTS,ULTRACEMCO,POWERGRID,DIVISLAB,GRASIM
2016-02-01,BRITANNIA,TECHM,EICHERMOT,ONGC,NESTLEIND
2016-02-02,APOLLOHOSP,TATACONSUM,NTPC,HDFC,UPL
2016-02-03,BRITANNIA,NTPC,BPCL,LT,HINDALCO
2016-02-04,BAJAJ-AUTO,ONGC,AXISBANK,LT,HDFCBANK
2016-02-05,APOLLOHOSP,ICICIBANK,AXISBANK,SHREECEM,DIVISLAB
2016-02-08,SHREECEM,TATAMOTORS,BPCL,CIPLA,BAJFINANCE
2016-02-09,NTPC,HINDUNILVR,ICICIBANK,ADANIPORTS,HDFCBANK
2016-02-10,BRITANNIA,TATACONSUM,HCLTECH,SHREECEM,APOLLOHOSP
2016-02-11,HINDUNILVR,ONGC,BAJAJFINSV,DRREDDY,SUNPHARMA
2016-02-12,HDFCBANK,HINDALCO,JSWSTEEL,LT,MARUTI
