2018-01-01,TITAN,UPL,M&M,MARUTI,SHREECEM
2018-01-02,POWERGRID,TITAN,HINDALCO,LT,ASIANPAINT
2018-01-03,DRREDDY,RELIANCE,SUNPHARMA,TITAN,HDFC
2018-01-04,BHARTIARTL,SBIN,HINDALCO,TCS,HDFC
2018-01-05,BHARTIARTL,HINDALCO,HDFC,TCS,M&M
2018-01-08,TCS,SHREECEM,MARUTI,HINDUNILVR,BAJAJ-AUTO
2018-01-09,HINDUNILVR,HINDALCO,MARUTI,TCS,BPCL
2018-01-10,HINDALCO,MARUTI,ICICIBANK,HINDUNILVR,SHREECEM
2018-01-11,HINDUNILVR,MARUTI,BHARTIARTL,ICICIBANK,CIPLA
2018-01-12,HINDUNILVR,BHARTIARTL,NTPC,SBIN,SUNPHARMA
2018-01-15,SUNPHARMA,LT,HINDUNILVR,SHREECEM,ULTRACEMCO
2018-01-16,SUNPHARMA,MARUTI,BHARTIARTL,ULTRACEMCO,ASIANPAINT
2018-01-17,SBIN,M&M,MARUTI,TITAN,ITC
2018-01-18,BHARTIARTL,SUNPHARMA,DIVISLAB,SBIN,HINDUNILVR
2018-01-19,TITAN,MARUTI,TECHM,APOLLOHOSP,BRITANNIA
2018-01-22,TITAN,MARUTI,TCS,JSWSTEEL,DIVISLAB
2018-01-23,TITAN,TCS,GRASIM,HDFC,RELIANCE
2018-01-24,TCS,TITAN,EICHERMOT,BPCL,TATACONSUM
2018-01-25,TATACONSUM,TCS,MARUTI,BPCL,EICHERMOT
2018-01-29,TCS,BPCL,TATACONSUM,INFY,DIVISLAB
2018-01-30,SBIN,NTPC,AXISBANK,WIPRO,TCS
2018-01-31,TCS,SBIN,NTPC,DRREDDY,BPCL
2018-02-01,TCS,NTPC,BPCL,TITAN,AXISBANK
2018-02-02,TCS,ICICIBANK,BPCL,TITAN,INDUSINDBK
2018-02-05,SBIN,TCS,TATAMOTORS,INDUSINDBK,ICICIBANK
2018-02-06,SBIN,GRASIM,TATASTEEL,ULTRACEMCO,DIVISLAB
2018-02-07,GRASIM,TATASTEEL,ULTRACEMCO,DIVISLAB,TATACONSUM
2018-02-08,TATACONSUM,MARUTI,APOLLOHOSP,INFY,BPCL
2018-02-09,BPCL,ICICIBANK,AXISBANK,TECHM,MARUTI
2018-02-12,TECHM,SBIN,ICICIBANK,SHREECEM,HINDALCO
2018-02-14,DRREDDY,SHREECEM,ICICIBANK,AXISBANK,INDUSINDBK
2018-02-15,TCS,TITAN,MARUTI,AXISBANK,GRASIM
2018-02-16,TITAN,AXISBANK,TATAMOTORS,TCS,SHREECEM
