,Long,Short
2013-01-01,-0.000555641031016596,-0.010479546586167943
2013-01-02,0.0018168835046952659,0.005036480704618973
2013-01-03,-0.00036566744266668393,0.005313680102807172
2013-01-04,-0.006472060577936101,-0.013128021486814712
2013-01-07,-0.0013612998390017505,0.002080796149611097
2013-01-08,-0.003537707921679889,0.0033105263005619666
2013-01-09,0.0001075472625953866,-0.005545253221933155
2013-01-10,-0.016010734775912906,0.009535484886652923
2013-01-11,0.02232812401543427,-0.002460986586097147
2013-01-14,0.012611035356200118,-0.0027213967235341975
2013-01-15,-0.021330518108393526,0.005049667679883951
2013-01-16,0.004386971238919557,-0.01083328560585215
2013-01-17,0.0015460272567642264,-0.0023028380585546904
2013-01-18,0.0009812270824555603,-0.004671633151383081
2013-01-21,0.0003298468117972408,0.007188637793612585
2013-01-22,-0.003229911609630642,-0.005432418772554293
2013-01-23,-0.0014989350853787497,0.007475932496419579
2013-01-24,0.023219588329122277,-0.0077544107638270795
2013-01-25,0.0016476235940074747,0.005616310694769644
2013-01-28,0.010584176178349036,0.016275545331708587
2013-01-29,0.007252154834263114,0.0014287763546024345
2013-01-30,0.010932455997971723,-0.0020999542940977945
2013-01-31,0.002301169083166732,0.004550023972228012
2013-02-01,0.0059272104984720245,-0.0004777715472262356
2013-02-04,0.0017665259299562753,0.00241378539649586
2013-02-05,0.004110180103471528,0.009426121321404902
2013-02-06,0.0015734595941645057,-0.005356554013913595
2013-02-07,-0.005682602503315315,0.012350967924119383
2013-02-08,0.008981861156616167,0.006198508033491712
2013-02-11,0.014831773612814226,-0.0036508159289011743
2013-02-12,-0.007871453657094251,0.009015959088835013
2013-02-13,-0.009948972173398718,-0.005493889506157678
2013-02-14,0.0037689833836477725,-0.0016814209395490832
2013-02-15,0.00040372023333070663,0.003630501089979932
2013-02-18,0.012258333454831849,-0.0029382577648175536
2013-02-19,0.021558177062719876,0.007419323962962965
2013-02-20,-0.0091024296666963,0.024650851741875045
2013-02-21,0.019960046397492538,0.005380293674801995
2013-02-22,-0.0016284519685923816,0.0009528477227961129
2013-02-25,-0.01729182966120002,0.012322199480135753
2013-02-26,0.0077629442709000965,-0.009596277628116079
2013-02-27,-0.024720286973196746,0.014432808000978658
2013-02-28,0.022170013194539883,0.006989305856814965
2013-03-01,0.001185615543458085,0.01333477352316268
2013-03-04,0.033764371584109124,-0.017343523384706683
2013-03-05,0.005475425446508498,0.00028343071245222616
2013-03-06,-0.0002809617741690973,-0.009449585570300867
2013-03-07,0.018109525093580502,-0.003691609249208039
2013-03-08,-0.005022518191521841,0.00030982560940497896
2013-03-11,-0.00020665884136474854,0.009763724006124441
2013-03-12,-0.0137206183219174,0.009342182934869214
2013-03-13,0.003957125881609458,-0.004471982363269645
2013-03-14,0.012890927199018475,0.018779340124538503
2013-03-15,-0.0011796260966961513,0.007514689672675656
2013-03-18,-0.0038903734838836137,0.019493319180511427
2013-03-19,-0.018084160321334464,0.011685086520236232
2013-03-20,-0.0050395809426545535,0.004635083730824397
2013-03-21,-0.00854598801455193,-0.002149197148026127
2013-03-22,-0.003323976084718283,0.0030229024293793707
2013-03-25,-0.004622238809475321,-0.003660572572042642
2013-03-26,0.034610914024102345,-0.0005906866442863201
2013-03-28,0.00014691375113182748,-0.00203705409259205
