2013-01-01,IBREALEST,CCL,JKLAKSHMI,INFY,PIDILITIND,GEOJITFSL,FINCABLES,SCI,MTNL,ONGC
2013-01-02,IBREALEST,RCF,JKLAKSHMI,IRB,SELMC,POONAWALLA,SEAMECLTD,SANOFI,SUNDRMFAST,GANESHHOUC
2013-01-03,INFY,ULTRACEMCO,ADSL,VISAKAIND,ELECTCAST,GODREJPROP,HONAUT,AMRUTANJAN,DVL,APOLLOHOSP
2013-01-04,KAMDHENU,MTNL,ADSL,IBREALEST,DCW,ADANIENT,HONAUT,STLTECH,SHILPAMED,POONAWALLA
2013-01-07,INFY,JINDALSTEL,ITI,AMRUTANJAN,NDTV,NFL,HONAUT,SHOPERSTOP,3MINDIA,POONAWALLA
2013-01-08,DWARKESH,NILKAMAL,YESBANK,INDOCO,JINDALSTEL,HONAUT,SHOPERSTOP,TORNTPHARM,LT,TIDEWATER
2013-01-09,VEDL,YESBANK,TAJGVK,MAHLIFE,KAMDHENU,DLF,HONAUT,LT,ITI,IRB
2013-01-10,TAJGVK,DWARKESH,YESBANK,GRASIM,IRB,KCP,JINDALSTEL,CHAMBLFERT,GOKEX,HONAUT
2013-01-11,TAJGVK,NAVNETEDUL,MAHSEAMLES,KCP,CENTRALBK,TVSSRICHAK,DEEPAKFERT,KOPRAN,BFUTILITIE,SELMC
2013-01-14,TAJGVK,RALLIS,SUNDRMFAST,TIMKEN,VIPIND,JSWENERGY,BAJAJHLDNG,KCP,JKCEMENT,LT
2013-01-15,TAJGVK,VEDL,VLSFINANCE,SUNDRMFAST,PURVA,NHPC,BPCL,ALOKINDS,SHANTIGEAR,TCS
2013-01-16,VEDL,TAJGVK,HINDZINC,BPCL,KABRAEXTRU,JCHAC,SUNDRMFAST,RPGLIFE,JSWSTEEL,JAICORPLTD
2013-01-17,VEDL,TAJGVK,NATCOPHARM,VAIBHAVGBL,IOC,BPCL,YESBANK,JAICORPLTD,DISHTV,DCW
2013-01-18,VEDL,TAJGVK,JKCEMENT,KOPRAN,NUCLEUS,TVSSRICHAK,BOMDYEING,NHPC,RPGLIFE,TORNTPOWER
2013-01-21,VEDL,TAJGVK,HINDZINC,TRIVENI,GODREJPROP,HEIDELBERG,AARTIIND,LT,JKCEMENT,TIDEWATER
2013-01-22,VEDL,AIAENG,ELECTCAST,WSTCSTPAPR,ADSL,SPIC,JSWENERGY,JBCHEPHARM,SONATSOFTW,DCMSHRIRAM
2013-01-23,VEDL,ADSL,DEEPAKFERT,MTNL,ELECTCAST,RAYMOND,NETWORK18,PNB,LT,TANLA
2013-01-24,VEDL,ADSL,DEEPAKFERT,ELECTCAST,HCC,ULTRACEMCO,MTNL,NMDC,BLKASHYAP,CANFINHOME
2013-01-25,VEDL,IBREALEST,ADSL,MTNL,CENTURYPLY,ELECTCAST,GRAPHITE,NMDC,CCL,INDHOTEL
2013-01-28,VEDL,IBREALEST,ELECTCAST,ADSL,JSWHL,TAJGVK,CENTURYPLY,GRAPHITE,STLTECH,ULTRACEMCO
2013-01-29,BAJAJFINSV,IBREALEST,VEDL,MTNL,ELECTCAST,ADSL,KEI,VAIBHAVGBL,ADANIENT,SHILPAMED
