2014-01-01,BRITANNIA,BAJAJFINSV,ADANIPORTS,APOLLOHOSP,POWERGRID,HINDUNILVR
2014-01-02,BRITANNIA,DRREDDY,EICHERMOT,ULTRACEMCO,WIPRO,HDFC
2014-01-03,WIPRO,ULTRACEMCO,HCLTECH,EICHERMOT,APOLLOHOSP,TATACONSUM
2014-01-06,APOLLOHOSP,LT,BPCL,SBIN,ULTRACEMCO,HINDALCO
2014-01-07,BRITANNIA,APOLLOHOSP,SBIN,LT,HDFCBANK,KOTAKBANK
2014-01-08,EICHERMOT,TATAMOTORS,ULTRACEMCO,BAJFINANCE,WIPRO,NTPC
2014-01-09,BAJAJFINSV,TATAMOTORS,TATASTEEL,NTPC,SBIN,ASIANPAINT
2014-01-10,EICHERMOT,ULTRACEMCO,BPCL,KOTAKBANK,DIVISLAB,APOLLOHOSP
2014-01-13,LT,TATAMOTORS,ASIANPAINT,EICHERMOT,BAJFINANCE,HINDUNILVR
2014-01-14,SUNPHARMA,INDUSINDBK,EICHERMOT,APOLLOHOSP,DRREDDY,HINDUNILVR
2014-01-15,TATAMOTORS,APOLLOHOSP,ASIANPAINT,BHARTIARTL,JSWSTEEL,DRREDDY
2014-01-16,WIPRO,INDUSINDBK,TATAMOTORS,SBIN,DIVISLAB,BAJAJFINSV
2014-01-17,TATASTEEL,BRITANNIA,MARUTI,BAJAJFINSV,DIVISLAB,DRREDDY
2014-01-20,DRREDDY,INDUSINDBK,M&M,TECHM,HINDUNILVR,TATASTEEL
2014-01-21,ASIANPAINT,ULTRACEMCO,DRREDDY,BAJFINANCE,POWERGRID,TATASTEEL
2014-01-22,INDUSINDBK,TATACONSUM,WIPRO,SBIN,M&M,SHREECEM
2014-01-23,MARUTI,WIPRO,RELIANCE,HDFCBANK,ITC,TATACONSUM
2014-01-24,INDUSINDBK,TATACONSUM,WIPRO,HEROMOTOCO,KOTAKBANK,MARUTI
2014-01-27,DRREDDY,INDUSINDBK,M&M,ITC,TATASTEEL,SUNPHARMA
2014-01-28,JSWSTEEL,ULTRACEMCO,INDUSINDBK,TATACONSUM,BAJAJFINSV,TATAMOTORS
2014-01-29,ULTRACEMCO,MARUTI,WIPRO,JSWSTEEL,SBIN,TCS
2014-01-30,SBIN,DRREDDY,HDFC,ULTRACEMCO,WIPRO,KOTAKBANK
2014-01-31,JSWSTEEL,ULTRACEMCO,HINDALCO,NESTLEIND,SBIN,TATAMOTORS
2014-02-03,WIPRO,ULTRACEMCO,EICHERMOT,INFY,SBIN,INDUSINDBK
2014-02-04,EICHERMOT,HCLTECH,TATACONSUM,HINDUNILVR,INDUSINDBK,TATAMOTORS
2014-02-05,JSWSTEEL,INFY,HINDUNILVR,BHARTIARTL,APOLLOHOSP,NTPC
2014-02-06,JSWSTEEL,NTPC,POWERGRID,TATACONSUM,HDFC,NESTLEIND
2014-02-07,JSWSTEEL,BAJFINANCE,UPL,BPCL,ICICIBANK,POWERGRID
2014-02-10,BHARTIARTL,HDFC,HINDALCO,INFY,NESTLEIND,EICHERMOT
2014-02-11,NTPC,TECHM,NESTLEIND,BPCL,EICHERMOT,INFY
2014-02-12,ASIANPAINT,TATAMOTORS,NTPC,M&M,APOLLOHOSP,NESTLEIND
2014-02-13,CIPLA,BAJAJFINSV,TECHM,HDFCBANK,M&M,SHREECEM
