2019-01-01,TCS,BAJFINANCE,SHREECEM,TATAMOTORS,ASIANPAINT,BPCL
2019-01-02,MARUTI,TATAMOTORS,SHREECEM,GRASIM,POWERGRID,WIPRO
2019-01-03,BAJFINANCE,DIVISLAB,TATACONSUM,NTPC,ULTRACEMCO,EICHERMOT
2019-01-04,HINDUNILVR,SUNPHARMA,TATAMOTORS,NTPC,POWERGRID,EICHERMOT
2019-01-07,AXISBANK,MARUTI,TITAN,SHREECEM,KOTAKBANK,HINDUNILVR
2019-01-08,MARUTI,ONGC,INDUSINDBK,TATAMOTORS,HEROMOTOCO,EICHERMOT
2019-01-09,TECHM,EICHERMOT,BPCL,TATASTEEL,DIVISLAB,INDUSINDBK
2019-01-10,SBIN,TATAMOTORS,BPCL,INDUSINDBK,POWERGRID,WIPRO
2019-01-11,INFY,M&M,EICHERMOT,ONGC,TATASTEEL,GRASIM
2019-01-14,SBIN,TCS,GRASIM,TATACONSUM,POWERGRID,EICHERMOT
2019-01-15,INDUSINDBK,HINDUNILVR,SUNPHARMA,POWERGRID,HEROMOTOCO,EICHERMOT
2019-01-16,SBIN,INDUSINDBK,WIPRO,EICHERMOT,ULTRACEMCO,HINDUNILVR
2019-01-17,RELIANCE,SBIN,HINDUNILVR,INDUSINDBK,ASIANPAINT,EICHERMOT
2019-01-18,TATACONSUM,ONGC,ADANIPORTS,TATAMOTORS,INDUSINDBK,HINDUNILVR
2019-01-21,HINDUNILVR,ONGC,TATAMOTORS,SUNPHARMA,ULTRACEMCO,NESTLEIND
2019-01-22,INDUSINDBK,BPCL,TATAMOTORS,ONGC,ICICIBANK,RELIANCE
2019-01-23,GRASIM,ONGC,KOTAKBANK,ASIANPAINT,ADANIPORTS,TITAN
2019-01-24,BHARTIARTL,TECHM,INFY,GRASIM,HDFCBANK,BPCL
2019-01-25,TATACONSUM,ULTRACEMCO,SUNPHARMA,APOLLOHOSP,AXISBANK,RELIANCE
2019-01-28,LT,RELIANCE,TATAMOTORS,TATACONSUM,APOLLOHOSP,GRASIM
2019-01-29,EICHERMOT,TATAMOTORS,TATACONSUM,ADANIPORTS,KOTAKBANK,GRASIM
