2013-01-01,AEGISCHEM,RELINFRA,SCHAEFFLER,SUNTECK
2013-01-02,RCF,ABB,63MOONS,ASTRAL
2013-01-03,PNBGILTS,RENUKA,ASTRAL,MMFL
2013-01-04,FORTIS,SUNTECK,RELINFRA,TATAELXSI
2013-01-07,RCOM,RALLIS,AEGISCHEM,VIPIND
2013-01-08,ISMTLTD,SPARC,WELSPUNIND,SCHAEFFLER
2013-01-09,63MOONS,SUNTECK,KTKBANK,MARUTI
2013-01-10,RALLIS,PNBGILTS,MARUTI,HBLPOWER
2013-01-11,ASIANPAINT,SUNTECK,TVSSRICHAK,MUKANDLTD
2013-01-14,ASTRAL,ISMTLTD,RELINFRA,BOMDYEING
2013-01-15,SHILPAMED,LINDEINDIA,ISMTLTD,KRBL
2013-01-16,WELSPUNIND,ISMTLTD,MRF,IOC
2013-01-17,RELINFRA,ASTRAL,HTMEDIA,MOREPENLAB
2013-01-18,GICHSGFIN,AEGISCHEM,TVSSRICHAK,ADANIPORTS
2013-01-21,ARSHIYA,SUNTECK,ISMTLTD,GICHSGFIN
2013-01-22,SANGAMIND,RCOM,COSMOFILMS,JBCHEPHARM
2013-01-23,RELINFRA,ISMTLTD,BEML,ZEEMEDIA
2013-01-24,RELINFRA,BHARATFORG,IRB,NAHARSPING
2013-01-25,MUKANDLTD,ASTRAL,IDBI,IOC
2013-01-28,GREAVESCOT,JAYAGROGN,CESC,SUNTECK
2013-01-29,SANGAMIND,JKLAKSHMI,ONMOBILE,NCLIND
2013-01-30,VOLTAS,M&MFIN,FORTIS,NCLIND
2013-01-31,RELINFRA,GICHSGFIN,ATUL,FORTIS
2013-02-01,NAHARSPING,RIIL,J&KBANK,JUBLPHARMA
2013-02-04,TIRUMALCHM,KAJARIACER,APOLLOTYRE,BHARATFORG
2013-02-05,SPIC,MAHSEAMLES,BHARATFORG,MOREPENLAB
2013-02-06,IDBI,NATCOPHARM,SASKEN,CLNINDIA
2013-02-07,EIDPARRY,AXISBANK,FORTIS,ENIL
2013-02-08,HBLPOWER,CENTURYTEX,SUNPHARMA,CGPOWER
2013-02-11,DLF,SUNDRMFAST,JAGRAN,CGPOWER
2013-02-12,UBL,INFY,INDORAMA,AXISBANK
2013-02-13,THOMASCOOK,BOMDYEING,CENTRALBK,EXIDEIND
2013-02-14,GODREJCP,BHARATFORG,GLOBUSSPR,MARUTI
2013-02-15,UBL,NMDC,APTECHT,IRB
2013-02-18,JINDALSTEL,KAMDHENU,VSTIND,JKCEMENT
2013-02-19,DRREDDY,AXISBANK,TATAELXSI,NFL
2013-02-20,CENTURYTEX,KAJARIACER,HINDPETRO,THOMASCOOK
2013-02-21,BOMDYEING,GMRINFRA,KCP,AXISBANK
2013-02-22,TATAELXSI,TANLA,NAHARSPING,GPIL
2013-02-25,BLKASHYAP,CERA,TATAELXSI,ARSHIYA
2013-02-26,NTPC,INFY,MARUTI,SOTL
2013-02-27,BALMLAWRIE,ESCORTS,IRB,TATACHEM
2013-02-28,NAHARSPING,IRB,FORTIS,JBCHEPHARM
2013-03-01,HEIDELBERG,SHRIRAMCIT,ASIANPAINT,CANBK
2013-03-04,LUPIN,GLOBUSSPR,IRB,BAJAJHLDNG
2013-03-05,DVL,NFL,IDBI,TATAMOTORS
