2013-01-01,LAOPALA,TRIDENT,GREENPLY,BBL
2013-01-02,GICHSGFIN,PRSMJOHNSN,HGS,ZEEMEDIA
2013-01-03,TNPL,MARKSANS,ZEEMEDIA,SUVEN
2013-01-04,LUPIN,SHILPAMED,NFL,JPPOWER
2013-01-07,SUZLON,MRPL,ICRA,SHILPAMED
2013-01-08,JPPOWER,SHILPAMED,BOMDYEING,LUPIN
2013-01-09,KEI,ADANIPOWER,SWARAJENG,SHILPAMED
2013-01-10,IFCI,PHOENIXLTD,LAXMIMACH,THOMASCOOK
2013-01-11,NAVNETEDUL,MOREPENLAB,FACT,BIRLACORPN
2013-01-14,ASHAPURMIN,GICHSGFIN,RTNPOWER,SUNFLAG
2013-01-15,APOLLOHOSP,NITINSPIN,JCHAC,JPPOWER
2013-01-16,DELTACORP,PCBL,ASAHIINDIA,JPPOWER
2013-01-17,VIPIND,TNPL,TCS,VOLTAMP
2013-01-18,PURVA,SAREGAMA,EDELWEISS,JPPOWER
2013-01-21,TNPL,RAJESHEXPO,ADANIPOWER,EDELWEISS
2013-01-22,SASKEN,SCHAEFFLER,BANCOINDIA,FSL
2013-01-23,MMFL,MRF,NXTDIGITAL,TATAINVEST
2013-01-24,KAJARIACER,SASKEN,FDC,WIPRO
2013-01-25,TNPL,JSWHL,TATAINVEST,RENUKA
2013-01-28,PANACEABIO,AXISBANK,JKTYRE,FORTIS
2013-01-29,GHCL,LINDEINDIA,KRBL,BLUEDART
2013-01-30,JINDALSTEL,DIVISLAB,RAMCOCEM,NXTDIGITAL
2013-01-31,NXTDIGITAL,SCHAEFFLER,JPPOWER,SELMC
2013-02-01,PFIZER,ITC,ISMTLTD,FDC
2013-02-04,ASAHIINDIA,ITI,TNPL,BANCOINDIA
2013-02-05,ZENSARTECH,CESC,JMFINANCIL,ZYDUSLIFE
2013-02-06,TNPL,ATUL,JSWSTEEL,EDELWEISS
2013-02-07,TNPL,EDELWEISS,HINDOILEXP,ZEEL
2013-02-08,THERMAX,TNPL,JAYAGROGN,GABRIEL
2013-02-11,SUVEN,KESORAMIND,JAYAGROGN,AXISBANK
2013-02-12,ORIENTPPR,SUVEN,GAEL,CGPOWER
2013-02-13,LAXMIMACH,EMAMILTD,NXTDIGITAL,ZEEL
2013-02-14,WIPRO,SUNTECK,JAGRAN,ALEMBICLTD
2013-02-15,TNPL,WIPRO,RADICO,RELIGARE
2013-02-18,RAIN,RALLIS,DREDGECORP,SURYAROSNI
2013-02-19,USHAMART,NUCLEUS,DHAMPURSUG,IIFL
2013-02-20,PFIZER,BGRENERGY,BOSCHLTD,BINDALAGRO
2013-02-21,TEXINFRA,SASKEN,DLF,IRB
2013-02-22,WOCKPHARMA,MMFL,HTMEDIA,TORNTPOWER
2013-02-25,HCLTECH,VOLTAMP,BHARATFORG,MOTHERSUMI
2013-02-26,FACT,ZFCVINDIA,NETWORK18,CUB
2013-02-27,TNPL,BGRENERGY,ICRA,BANCOINDIA
2013-02-28,RALLIS,MRF,BHARATFORG,BBL
2013-03-01,ZYDUSLIFE,ZEEMEDIA,GODREJPROP,GLENMARK
2013-03-04,INDOCO,ANDHRSUGAR,SASKEN,TIDEWATER
2013-03-05,SARDAEN,IDFC,BASF,INDUSINDBK
2013-03-06,ZEEL,MRF,BHEL,BOSCHLTD
2013-03-07,RELIANCE,ICICIBANK,KRBL,TIDEWATER
2013-03-08,IRB,GODREJPROP,SUNTECK,SARDAEN
2013-03-11,CLNINDIA,PNBGILTS,CGPOWER,TATACHEM
2013-03-12,GET&D,BOSCHLTD,BHARATFORG,KCP
2013-03-13,TATACOFFEE,VSTIND,PNB,CLNINDIA
2013-03-14,GLOBUSSPR,WELCORP,INDORAMA,JAYAGROGN
2013-03-15,IDFC,INDHOTEL,ITI,GREAVESCOT
2013-03-18,ZENSARTECH,ASIANPAINT,JAYAGROGN,WIPRO
2013-03-19,MAHABANK,MOREPENLAB,BANKBARODA,TATAELXSI
2013-03-20,NIITLTD,NLCINDIA,RADICO,ADANIPORTS
2013-03-21,TNPL,SKFINDIA,NATCOPHARM,TATAPOWER
2013-03-22,SASKEN,CENTRALBK,ATFL,INDORAMA
2013-03-25,TNPL,HEROMOTOCO,JAYAGROGN,CGPOWER
2013-03-26,MRPL,VOLTAMP,SWARAJENG,BBL
2013-03-28,NLCINDIA,RCF,BHARATFORG,WELCORP
2013-04-01,JAYAGROGN,TATACOMM,KCP,DIVISLAB
2013-04-02,VOLTAMP,DIVISLAB,RENUKA,RADICO
2013-04-03,VINATIORGA,DIVISLAB,GPIL,BBL
2013-04-04,RTNPOWER,MARUTI,TNPL,NIITLTD
2013-04-05,SHRIRAMCIT,NIITLTD,JSWSTEEL,CRISIL
2013-04-08,IIFL,DIVISLAB,HAVELLS,LICHSGFIN
2013-04-09,VOLTAMP,ORIENTPPR,SWARAJENG,DIVISLAB
2013-04-10,SUNFLAG,KARURVYSYA,ITC,BRIGADE
2013-04-11,BPCL,KARURVYSYA,WIPRO,PIDILITIND
2013-04-12,ORIENTPPR,TATAMOTORS,LINDEINDIA,FDC
2013-04-15,FDC,SUPRAJIT,COSMOFILMS,COFORGE
