2019-01-01,TECHM,POWERGRID
2019-01-02,ICICIBANK,TITAN
2019-01-03,APOLLOHOSP,POWERGRID
2019-01-04,APOLLOHOSP,ICICIBANK
2019-01-07,ASIANPAINT,POWERGRID
2019-01-08,SBIN,KOTAKBANK
2019-01-09,HDFCBANK,POWERGRID
2019-01-10,ASIANPAINT,HEROMOTOCO
2019-01-11,SBIN,BAJFINANCE
2019-01-14,AXISBANK,SHREECEM
2019-01-15,TITAN,ASIANPAINT
2019-01-16,DRREDDY,ICICIBANK
2019-01-17,TITAN,NTPC
2019-01-18,ICICIBANK,TATASTEEL
2019-01-21,AXISBANK,TITAN
2019-01-22,ULTRACEMCO,AXISBANK
2019-01-23,ULTRACEMCO,HEROMOTOCO
2019-01-24,TITAN,INDUSINDBK
2019-01-25,WIPRO,INDUSINDBK
2019-01-28,ITC,BRITANNIA
2019-01-29,BAJFINANCE,INDUSINDBK
2019-01-30,INDUSINDBK,NTPC
2019-01-31,INDUSINDBK,TITAN
2019-02-01,BRITANNIA,NTPC
2019-02-04,KOTAKBANK,ULTRACEMCO
2019-02-05,INDUSINDBK,WIPRO
2019-02-06,HDFCBANK,INDUSINDBK
2019-02-07,KOTAKBANK,ADANIPORTS
2019-02-08,NTPC,ULTRACEMCO
2019-02-11,M&M,NTPC
2019-02-12,INDUSINDBK,AXISBANK
2019-02-13,NTPC,ASIANPAINT
2019-02-14,BRITANNIA,TATASTEEL
2019-02-15,APOLLOHOSP,TECHM
2019-02-18,BRITANNIA,APOLLOHOSP
2019-02-19,WIPRO,KOTAKBANK
2019-02-20,BAJAJ-AUTO,KOTAKBANK
2019-02-21,BAJAJ-AUTO,HEROMOTOCO
2019-02-22,TITAN,KOTAKBANK
2019-02-25,TITAN,HEROMOTOCO
2019-02-26,HDFCBANK,AXISBANK
2019-02-27,WIPRO,HCLTECH
2019-02-28,HEROMOTOCO,ONGC
2019-03-01,HCLTECH,INFY
2019-03-05,BAJAJ-AUTO,TECHM
2019-03-06,TECHM,BAJAJ-AUTO
2019-03-07,CIPLA,TECHM
2019-03-08,WIPRO,BAJAJ-AUTO
2019-03-11,WIPRO,TECHM
2019-03-12,INDUSINDBK,TATASTEEL
2019-03-13,BPCL,ONGC
2019-03-14,SBIN,POWERGRID
2019-03-15,SBIN,BAJAJ-AUTO
2019-03-18,NTPC,DRREDDY
2019-03-19,BAJAJ-AUTO,LT
2019-03-20,BAJAJ-AUTO,TATAMOTORS
2019-03-22,ADANIPORTS,TITAN
2019-03-25,TATAMOTORS,HINDUNILVR
2019-03-26,INFY,BAJAJ-AUTO
2019-03-27,HCLTECH,INFY
2019-03-28,BRITANNIA,JSWSTEEL
2019-03-29,POWERGRID,HEROMOTOCO
