2017-01-02,LAXMIMACH,TAJGVK,SCHAEFFLER,BEL,NILKAMAL,JINDALPOLY,COSMOFILMS,ZENSARTECH,HCC
2017-01-03,CENTRALBK,ZENSARTECH,VIPIND,RELIANCE,TORNTPOWER,TATAELXSI,VOLTAMP,SOTL,MUKANDLTD
2017-01-04,ECLERX,DHANI,RELIANCE,JAICORPLTD,HEROMOTOCO,ZENSARTECH,APOLLOTYRE,SCHAEFFLER,IOC
2017-01-05,TCI,GET&D,OMAXE,TATACOMM,JAICORPLTD,SELMC,NCLIND,NILKAMAL,SCHAEFFLER
2017-01-06,GSPL,SAREGAMA,ADORWELD,KABRAEXTRU,TIDEWATER,HEG,KAMDHENU,CESC,ANDHRSUGAR
2017-01-09,FEDERALBNK,JKPAPER,PEL,VEDL,HBLPOWER,SUNDRMFAST,KCP,BAJAJ-AUTO,LT
2017-01-10,GNFC,EXIDEIND,GODREJCP,SCHAEFFLER,AIAENG,VEDL,BAJAJFINSV,TATACHEM,NFL
2017-01-11,AMARAJABAT,GREENPLY,THERMAX,RELIANCE,CANBK,CLNINDIA,WIPRO,TATAELXSI,VGUARD
2017-01-12,BAJAJHIND,WELCORP,ZENSARTECH,NDTV,ELECTCAST,TEXINFRA,FACT,NILKAMAL,SCHAEFFLER
2017-01-13,ICICIBANK,BIRLACORPN,KARURVYSYA,JMCPROJECT,GPIL,SASKEN,OIL,VGUARD,SUPRAJIT
2017-01-16,SASKEN,TCI,GRINDWELL,ZYDUSLIFE,SUVEN,SCHAEFFLER,LAXMIMACH,VINATIORGA,THOMASCOOK
2017-01-17,ANDHRSUGAR,HCC,LAXMIMACH,SCHAEFFLER,BALMLAWRIE,NILKAMAL,IOC,AXISBANK,SHANTIGEAR
2017-01-18,TIDEWATER,SCHAEFFLER,INDIANB,COSMOFILMS,ATUL,HCC,JKTYRE,MAHLIFE,NILKAMAL
2017-01-19,BRIGADE,STLTECH,BAJAJHIND,MAHSEAMLES,ASHAPURMIN,MARKSANS,CRISIL,SCHAEFFLER,IOC
2017-01-20,APTECHT,ZENSARTECH,PIDILITIND,GUJALKALI,EIDPARRY,CANBK,TATAINVEST,SCHAEFFLER,NDTV
2017-01-23,VOLTAMP,HCC,IOC,GRAPHITE,IFBAGRO,DREDGECORP,MARKSANS,THOMASCOOK,SCHAEFFLER
2017-01-24,GTLINFRA,ALOKINDS,CLNINDIA,INDIACEM,CCL,NDTV,AMRUTANJAN,NOCIL,NILKAMAL
2017-01-25,TATAELXSI,UNICHEMLAB,BAJAJFINSV,NDTV,CESC,TEXINFRA,BANKBARODA,SHANTIGEAR,BLKASHYAP
2017-01-27,GPIL,CRISIL,IFBIND,FINPIPE,NUCLEUS,TIDEWATER,NDTV,SUNFLAG,UNICHEMLAB
2017-01-30,CENTURYPLY,MANALIPETC,RAJESHEXPO,BERGEPAINT,CGPOWER,PFIZER,TCI,SCHAEFFLER,JCHAC
2017-01-31,HGS,NDTV,ARSHIYA,SARDAEN,INFY,DELTACORP,NILKAMAL,ARVIND,ZEEL
2017-02-01,GRAPHITE,BRITANNIA,BAJFINANCE,JAYAGROGN,CRISIL,MARKSANS,NILKAMAL,TANLA,WELCORP
2017-02-02,JINDALPOLY,BRITANNIA,NDTV,USHAMART,TRENT,HEROMOTOCO,JMFINANCIL,GTLINFRA,AARTIIND
2017-02-03,TIDEWATER,DCBBANK,ECLERX,VISAKAIND,SUNDRMFAST,HCC,JMFINANCIL,DEN,RAMCOCEM
2017-02-06,IRB,GOKEX,HCLTECH,ZYDUSWELL,CESC,DCMSHRIRAM,TRIVENI,POONAWALLA,M&MFIN
2017-02-07,ECLERX,SHRIRAMCIT,PIDILITIND,RSWM,JAYAGROGN,JINDALPOLY,BRITANNIA,TIDEWATER,CESC
2017-02-08,THOMASCOOK,IDFC,SCHAEFFLER,INSECTICID,ASTRAL,ECLERX,JMFINANCIL,ANANTRAJ,RAYMOND
2017-02-09,TCI,JBCHEPHARM,BGRENERGY,BAJAJELEC,SUPREMEIND,DEN,ECLERX,VGUARD,DISHTV
2017-02-10,SASKEN,RELIGARE,HONAUT,MAHSEAMLES,FDC,SEAMECLTD,VGUARD,AJANTPHARM,HCLTECH
2017-02-13,TEXINFRA,VINATIORGA,GLOBUSSPR,SPIC,VIPIND,SCHAEFFLER,HONAUT,JAYAGROGN,BRITANNIA
2017-02-14,GILLETTE,LINDEINDIA,RELIANCE,MANALIPETC,63MOONS,ASTRAL,CEATLTD,ATFL,CANFINHOME
2017-02-15,JMFINANCIL,ASHAPURMIN,ZEEL,ZENSARTECH,ALOKINDS,RELIANCE,DHANI,BALAJITELE,MANALIPETC
2017-02-16,SHANTIGEAR,VIMTALABS,ZENSARTECH,BRITANNIA,SURYAROSNI,BINDALAGRO,ASHOKLEY,MIRZAINT,RENUKA
2017-02-17,CGPOWER,SUNDRMFAST,TV18BRDCST,APOLLOTYRE,HEG,VTL,WIPRO,CRISIL,RAYMOND
2017-02-20,DCBBANK,ZENSARTECH,VSTIND,SCHAEFFLER,BLKASHYAP,SUNDRMFAST,GEPIL,TCI,TATAINVEST
2017-02-21,IBREALEST,NMDC,HCLTECH,VIMTALABS,SOTL,BRITANNIA,TCI,ZENSARTECH,CRISIL
2017-02-22,HEG,PIDILITIND,HCLTECH,SHRIRAMCIT,SUZLON,CRISIL,WIPRO,SCHAEFFLER,TCI
2017-02-23,INDIACEM,THERMAX,RPGLIFE,NETWORK18,CESC,INDIANB,RELIANCE,TIDEWATER,ZENSARTECH
2017-02-27,MARKSANS,MUKANDLTD,RELIANCE,TCS,DAAWAT,INFY,USHAMART,TCI,KRBL
2017-02-28,YESBANK,ZENSARTECH,GPIL,IDBI,GLOBUSSPR,TATAMETALI,MARKSANS,JPPOWER,SCHAEFFLER
2017-03-01,SASKEN,IRB,VGUARD,BLKASHYAP,GAIL,GLOBUSSPR,ZENSARTECH,MARKSANS,JISLJALEQS
2017-03-02,THERMAX,VIPIND,SUVEN,VINATIORGA,SHANTIGEAR,SASKEN,TIMKEN,SCHAEFFLER,BANKINDIA
2017-03-03,NATIONALUM,SHANTIGEAR,SCHAEFFLER,VIPIND,AKZOINDIA,GTLINFRA,MAHSEAMLES,SASKEN,VINATIORGA
2017-03-06,CRISIL,KARURVYSYA,ENIL,VGUARD,NFL,VIPIND,AMBUJACEM,VIMTALABS,GLAXO
2017-03-07,BPCL,RELIANCE,BEL,JAGRAN,BRIGADE,MFSL,VOLTAS,SONATSOFTW,INFY
2017-03-08,TITAN,GUJALKALI,NLCINDIA,VIPIND,EIHOTEL,OIL,ALEMBICLTD,NOCIL,PIDILITIND
2017-03-09,JAICORPLTD,SUNTECK,BASF,TCS,PNBGILTS,SHRIRAMCIT,ANANTRAJ,NATIONALUM,VIPIND
2017-03-10,SIEMENS,SEPC,CRISIL,KSCL,HIMATSEIDE,RAYMOND,THOMASCOOK,TATAINVEST,SHRIRAMCIT
