2014-01-01,FSL,GIPCL,TNPETRO,ASTRAL,TATAELXSI,VINATIORGA,NIITLTD,NAHARSPING,BHARATFORG
2014-01-02,RAJESHEXPO,TATAMOTORS,PAGEIND,TNPL,NAHARSPING,EDELWEISS,BHARATFORG,ANDHRSUGAR,ADANIPOWER
2014-01-03,SWARAJENG,VOLTAMP,TNPL,BHARATFORG,MARKSANS,SCHAEFFLER,BALMLAWRIE,INDOCO,NATIONALUM
2014-01-06,TATAMETALI,TIMETECHNO,ASAHIINDIA,CEATLTD,MAHSEAMLES,COSMOFILMS,NIITLTD,TNPL,BANCOINDIA
2014-01-07,GLOBUSSPR,BANCOINDIA,BIOCON,NBVENTURES,SANGHVIMOV,ASTRAL,CARBORUNIV,IRB,VAIBHAVGBL
2014-01-08,ASTRAL,HONAUT,TEXINFRA,CARBORUNIV,RAYMOND,SCHAEFFLER,SRTRANSFIN,ADANIPOWER,CYIENT
2014-01-09,BEL,TATAINVEST,TEXINFRA,BRITANNIA,HTMEDIA,ADANIPOWER,ZEEL,CEATLTD,TATAELXSI
2014-01-10,TEXINFRA,JAYAGROGN,TNPL,CEATLTD,RIIL,GRAPHITE,HTMEDIA,TATAELXSI,SCHAEFFLER
2014-01-13,MANALIPETC,RALLIS,JMFINANCIL,GODREJIND,CERA,GODREJPROP,LAOPALA,USHAMART,TIMETECHNO
2014-01-14,TNPETRO,ICICIBANK,KCP,MAHABANK,TIDEWATER,SCHAEFFLER,GIPCL,BRITANNIA,LINDEINDIA
2014-01-15,ONMOBILE,KRBL,ADANIPOWER,KCP,TIMKEN,CENTRALBK,RAJESHEXPO,RAYMOND,SCHAEFFLER
2014-01-16,PNB,TNPL,AXISBANK,LT,THERMAX,GIPCL,ITI,MARKSANS,TTML
2014-01-17,MOTHERSUMI,ANANTRAJ,JKPAPER,MARKSANS,GMRINFRA,NIITLTD,ZEEL,USHAMART,JSWSTEEL
2014-01-20,TNPL,LT,STLTECH,ASAHIINDIA,SUNFLAG,JKPAPER,BAJAJHIND,GOKEX,SCHAEFFLER
2014-01-21,SUVEN,LAXMIMACH,HAVELLS,MAHABANK,JUBLPHARMA,ARSHIYA,RAJESHEXPO,BOSCHLTD,APOLLOTYRE
2014-01-22,NAUKRI,AXISBANK,JSWSTEEL,SUVEN,BAJAJHLDNG,GIPCL,USHAMART,DCW,JINDALPOLY
2014-01-23,BAJAJHIND,VIPIND,SRTRANSFIN,CGPOWER,IFCI,BALMLAWRIE,GIPCL,MARKSANS,GICHSGFIN
2014-01-24,VSTIND,FSL,SHANTIGEAR,CENTRALBK,TTKPRESTIG,JMFINANCIL,TATAPOWER,VAIBHAVGBL,SRTRANSFIN
2014-01-27,BINDALAGRO,NATIONALUM,BALMLAWRIE,MRF,AUROPHARMA,PIDILITIND,TNPL,ZYDUSLIFE,SANOFI
2014-01-28,TNPL,INFY,ASTRAMICRO,SUVEN,MAHSEAMLES,RAJESHEXPO,INDORAMA,MARKSANS,GTLINFRA
