2017-01-02,ALEMBICLTD,WIPRO,ALOKINDS,NILKAMAL,SUNDARMFIN,BRITANNIA,NETWORK18,ECLERX,IFBIND
2017-01-03,BBL,BAJAJELEC,JKPAPER,CESC,NIITLTD,TORNTPOWER,ZYDUSWELL,WELSPUNIND,FDC
2017-01-04,CESC,CYIENT,DCW,HEROMOTOCO,KRBL,KAMDHENU,SUNDRMFAST,DIGISPICE,UBL
2017-01-05,IRB,JAICORPLTD,INDORAMA,TORNTPOWER,GRAPHITE,JKCEMENT,BOMDYEING,BALMLAWRIE,LT
2017-01-06,SCHAEFFLER,HCLTECH,GODREJCP,GICHSGFIN,MOTILALOFS,HCC,INDORAMA,TIDEWATER,NMDC
2017-01-09,CENTURYPLY,TIDEWATER,KPRMILL,ZEEL,HBLPOWER,CYIENT,CGPOWER,TATAMETALI,FDC
2017-01-10,ECLERX,CRISIL,AIAENG,JKPAPER,VIPIND,HONAUT,BALMLAWRIE,FORTIS,THOMASCOOK
2017-01-11,BINDALAGRO,SHANTIGEAR,VEDL,NIITLTD,DEN,CANBK,TATAINVEST,JKCEMENT,INFY
2017-01-12,HIMATSEIDE,J&KBANK,GICHSGFIN,BAJAJ-AUTO,RAMCOCEM,ELECTCAST,INGERRAND,HEROMOTOCO,BLKASHYAP
2017-01-13,BALMLAWRIE,HEROMOTOCO,VIPIND,JAICORPLTD,ATUL,GPIL,IFBIND,RAMCOCEM,CANBK
2017-01-16,ASHAPURMIN,KPRMILL,INFY,IRB,SUVEN,ACC,DEN,VAKRANGEE,VISAKAIND
2017-01-17,TIDEWATER,GPIL,SUBROS,SUNDRMFAST,TORNTPOWER,IGL,BALMLAWRIE,BAJAJFINSV,BATAINDIA
2017-01-18,GPIL,TORNTPOWER,SELMC,63MOONS,BINDALAGRO,SOUTHBANK,MANALIPETC,DREDGECORP,ATUL
2017-01-19,TIDEWATER,VIPIND,DIGISPICE,BINDALAGRO,HCLTECH,VIMTALABS,NCC,ASHAPURMIN,TATAINVEST
2017-01-20,INDIACEM,BLUESTARCO,M&M,UNICHEMLAB,EIDPARRY,FORTIS,NILKAMAL,DIGISPICE,PRAJIND
2017-01-23,BINDALAGRO,NMDC,RAMCOCEM,EIDPARRY,CRISIL,IFBAGRO,SUNDARMFIN,TATACOMM,LICHSGFIN
2017-01-24,ECLERX,MOTILALOFS,SELMC,BLUEDART,CCL,SHILPAMED,BALMLAWRIE,RALLIS,RELINFRA
2017-01-25,SHRIRAMCIT,CHOLAFIN,NILKAMAL,GAIL,HEG,WELSPUNIND,AIAENG,KAMDHENU,CESC
2017-01-27,CGPOWER,BOMDYEING,SHRIRAMCIT,HCLTECH,JSL,WSTCSTPAPR,NUCLEUS,GUJALKALI,GREAVESCOT
2017-01-30,BOMDYEING,BINDALAGRO,WIPRO,DCMSHRIRAM,ENIL,CGPOWER,IRB,SHRIRAMCIT,MOTILALOFS
2017-01-31,TRIDENT,SELMC,NMDC,RAYMOND,PFC,CESC,INFY,GSFC,INDIACEM
2017-02-01,ANDHRSUGAR,INDIACEM,BALMLAWRIE,INFY,CRISIL,TNPL,HUHTAMAKI,DIGISPICE,SELMC
2017-02-02,NBVENTURES,HUHTAMAKI,MMFL,INFY,TRENT,DEN,SHRIRAMCIT,RELINFRA,SAREGAMA
2017-02-03,SUNFLAG,GTLINFRA,HTMEDIA,CESC,SUNDRMFAST,SHRIRAMCIT,HUHTAMAKI,ISMTLTD,AXISBANK
2017-02-06,INDIACEM,WIPRO,LICHSGFIN,GMRINFRA,MANGCHEFER,CESC,TIMKEN,NCLIND,ANDHRSUGAR
2017-02-07,HAVELLS,GHCL,AARTIDRUGS,CRISIL,JAYAGROGN,THERMAX,ARVIND,HEG,HINDZINC
2017-02-08,INDIACEM,TAJGVK,HTMEDIA,MAHSEAMLES,HCLTECH,ASTRAL,SUVEN,BIRLACORPN,GRINDWELL
2017-02-09,SUNDRMFAST,HCLTECH,BAJAJHLDNG,NAVNETEDUL,TATAMOTORS,INFY,SUPREMEIND,SEAMECLTD,PRSMJOHNSN
2017-02-10,NFL,JMFINANCIL,MANGLMCEM,IIFL,THOMASCOOK,FDC,NLCINDIA,ZYDUSLIFE,RAYMOND
2017-02-13,J&KBANK,VIPIND,RAYMOND,BIOCON,MOREPENLAB,PTC,RENUKA,JKCEMENT,INDIACEM
2017-02-14,RAYMOND,THERMAX,ASHOKLEY,63MOONS,SONATSOFTW,VESUVIUS,IDFC,GTLINFRA,GSFC
2017-02-15,INDIAGLYCO,HBLPOWER,STLTECH,ISMTLTD,ALOKINDS,SOUTHBANK,BGRENERGY,INDIACEM,ITI
2017-02-16,AKZOINDIA,EVEREADY,LT,DELTACORP,GICHSGFIN,SURYAROSNI,JAGRAN,SHRIRAMCIT,STLTECH
2017-02-17,TIDEWATER,ANDHRSUGAR,HEG,HBLPOWER,DABUR,LAXMIMACH,HEROMOTOCO,TATAMOTORS,SELMC
2017-02-20,INDIACEM,HTMEDIA,SHRIRAMCIT,UCOBANK,DIGISPICE,CRISIL,HUHTAMAKI,GHCL,INDORAMA
2017-02-21,TAJGVK,RAMCOCEM,MANALIPETC,SHANTIGEAR,WIPRO,SOTL,SBIN,GESHIP,GREAVESCOT
2017-02-22,BERGEPAINT,NILKAMAL,SUNDRMFAST,DIGISPICE,TIDEWATER,SUZLON,ADANIPOWER,TRIDENT,TATAINVEST
2017-02-23,BLKASHYAP,NILKAMAL,BGRENERGY,CESC,NFL,GLOBUSSPR,MMFL,BRITANNIA,SAREGAMA
