2016-01-01,GIPCL,TATAELXSI,RIIL,BALRAMCHIN,HGS,JBCHEPHARM,GMDCLTD,BAJAJHLDNG,NDTV
2016-01-04,ASHAPURMIN,TCI,BINDALAGRO,ADORWELD,DABUR,NCLIND,NTPC,INDORAMA,ALLCARGO
2016-01-05,RALLIS,JAICORPLTD,PURVA,JMFINANCIL,KPRMILL,AARTIIND,RENUKA,THOMASCOOK,PHOENIXLTD
2016-01-06,SUNDARMFIN,KESORAMIND,IRB,GAIL,JUBLPHARMA,BRIGADE,WELCORP,VAIBHAVGBL,TIMKEN
2016-01-07,HINDPETRO,RELIANCE,JAICORPLTD,ZEEL,NLCINDIA,NAUKRI,CIPLA,INDORAMA,UNICHEMLAB
2016-01-08,AARTIIND,KCP,DREDGECORP,AIAENG,SUNDRMFAST,INDORAMA,ANDHRSUGAR,FINPIPE,SCHAEFFLER
2016-01-11,MARKSANS,RENUKA,TCS,JKTYRE,CIPLA,PHOENIXLTD,THOMASCOOK,SCHAEFFLER,PFIZER
2016-01-12,GEPIL,CGPOWER,ALEMBICLTD,VSTIND,MUKANDLTD,PFIZER,THOMASCOOK,JMFINANCIL,BAJAJHLDNG
2016-01-13,BAJAJHLDNG,PIDILITIND,ANDHRSUGAR,JAYNECOIND,THOMASCOOK,TTML,NCLIND,JINDALPOLY,CYIENT
2016-01-14,PFIZER,UFLEX,SOTL,MRF,LT,IOB,CENTRALBK,SEPC,BAJAJHLDNG
2016-01-15,MARUTI,SANGHVIMOV,NCLIND,JMFINANCIL,BAJAJHLDNG,GREENPLY,DREDGECORP,RALLIS,VOLTAMP
2016-01-18,ASAHIINDIA,AARTIIND,SANGHVIMOV,PURVA,DWARKESH,GAEL,SUNDARMFIN,SEAMECLTD,HTMEDIA
2016-01-19,ATUL,UFLEX,HINDALCO,CRISIL,AARTIDRUGS,CYIENT,CANBK,OFSS,MOTILALOFS
2016-01-20,ASTRAL,GODREJCP,ESCORTS,SPIC,AKZOINDIA,HONAUT,CUMMINSIND,BALMLAWRIE,CENTRALBK
2016-01-21,AIAENG,IFBIND,APOLLOTYRE,PFIZER,RIIL,NCLIND,JETAIRWAYS,CRISIL,ARSHIYA
2016-01-22,VSTIND,GTLINFRA,BLUESTARCO,CUMMINSIND,SEAMECLTD,IFCI,KAJARIACER,RIIL,IDBI
2016-01-25,RENUKA,LAXMIMACH,TCI,BINDALAGRO,IRB,PURVA,CENTRALBK,LAOPALA,SUNDARMFIN
2016-01-27,GRAPHITE,BAJAJHLDNG,CENTRALBK,CGPOWER,FDC,LAXMIMACH,GICHSGFIN,CRISIL,JSWHL
2016-01-28,CESC,IDBI,EVEREADY,SANOFI,NRBBEARING,CARBORUNIV,BRIGADE,GTLINFRA,GREAVESCOT
