2013-01-01,RELINFRA,AEGISCHEM,SUNTECK,SCHAEFFLER,ASTRAL,WELSPUNIND,MTNL,MMFL,RELIGARE
2013-01-02,RCF,ABB,63MOONS,ASTRAL,RPOWER,SCHAEFFLER,VIPIND,ZENSARTECH,HEIDELBERG
2013-01-03,PNBGILTS,RENUKA,ASTRAL,MMFL,LUPIN,DCW,BRITANNIA,LICHSGFIN,TORNTPOWER
2013-01-04,FORTIS,SUNTECK,RELINFRA,TATAELXSI,ISMTLTD,RPOWER,SOTL,RIIL,OIL
2013-01-07,RCOM,AEGISCHEM,RALLIS,VIPIND,GET&D,CEATLTD,THOMASCOOK,ZEEMEDIA,BALAJITELE
2013-01-08,ISMTLTD,SPARC,SUNTECK,WELSPUNIND,SCHAEFFLER,ASTRAL,SOTL,IPCALAB,MUKANDLTD
2013-01-09,KTKBANK,63MOONS,MARUTI,SUPRAJIT,SUNTECK,BALAMINES,MAHINDCIE,INDOCO,GAEL
2013-01-10,PNBGILTS,HBLPOWER,RALLIS,ISMTLTD,MARUTI,GANESHHOUC,63MOONS,JINDALSTEL,LUPIN
2013-01-11,ASIANPAINT,SUNTECK,MUKANDLTD,KAMDHENU,TVSSRICHAK,KRBL,RELINFRA,JINDRILL,ASTRAL
2013-01-14,BOMDYEING,ISMTLTD,ASTRAL,RELINFRA,SHILPAMED,SUNTECK,INFY,MUKANDLTD,63MOONS
2013-01-15,SHILPAMED,LINDEINDIA,IIFL,KRBL,TVSSRICHAK,ISMTLTD,SUNFLAG,JKPAPER,RALLIS
2013-01-16,WELSPUNIND,MRF,NAHARSPING,ISMTLTD,ZEEMEDIA,IOC,RTNPOWER,RADICO,ABB
2013-01-17,RELINFRA,MOREPENLAB,ASTRAL,HTMEDIA,MUKANDLTD,NELCO,CRISIL,KRBL,EIDPARRY
2013-01-18,GICHSGFIN,AEGISCHEM,ADANIPORTS,TVSSRICHAK,ESCORTS,BAJAJELEC,FORTIS,MOREPENLAB,SUNTECK
2013-01-21,ARSHIYA,SUNTECK,ISMTLTD,SUPRAJIT,GODREJPROP,GICHSGFIN,RENUKA,RAYMOND,JMFINANCIL
2013-01-22,SANGAMIND,RCOM,NTPC,COSMOFILMS,JSL,DEN,SOTL,JBCHEPHARM,TRIDENT
2013-01-23,RELINFRA,BEML,ISMTLTD,ASTRAL,ZEEMEDIA,REDINGTON,TINPLATE,ADANIENT,APOLLOTYRE
2013-01-24,RELINFRA,BHARATFORG,IRB,CLNINDIA,CENTENKA,NAHARSPING,BALMLAWRIE,AEGISCHEM,VENKEYS
2013-01-25,MUKANDLTD,IOC,TVSSRICHAK,ASTRAL,IDBI,ALOKINDS,KCP,JBCHEPHARM,ICRA
2013-01-28,GREAVESCOT,JAYAGROGN,CESC,SUNTECK,BRITANNIA,TATACOMM,ASTRAL,RTNPOWER,GOKEX
2013-01-29,SANGAMIND,JKLAKSHMI,FORTIS,ONMOBILE,VIPIND,VIMTALABS,NCLIND,JMFINANCIL,AMRUTANJAN
2013-01-30,VOLTAS,M&MFIN,NESCO,UNICHEMLAB,FORTIS,KTKBANK,NCLIND,HBLPOWER,ASHOKLEY
2013-01-31,RELINFRA,ATUL,GICHSGFIN,BRITANNIA,BLKASHYAP,GODREJPROP,CLNINDIA,SUZLON,VIPIND
2013-02-01,NAHARSPING,J&KBANK,JUBLPHARMA,RIIL,KEI,HLVLTD,LICHSGFIN,BINDALAGRO,GREAVESCOT
2013-02-04,TIRUMALCHM,BHARATFORG,KAJARIACER,BALAMINES,TATAELXSI,APOLLOTYRE,FDC,ISMTLTD,NFL
2013-02-05,SPIC,MAHSEAMLES,MFSL,GRINDWELL,BHARATFORG,FINPIPE,MOREPENLAB,SARDAEN,SOTL
2013-02-06,NATCOPHARM,IDBI,SASKEN,CLNINDIA,HTMEDIA,TATAELXSI,CHAMBLFERT,SOTL,APOLLOTYRE
2013-02-07,EIDPARRY,AXISBANK,ENIL,FORTIS,IRB,ACC,ASTRAMICRO,MAHABANK,HTMEDIA
2013-02-08,CENTURYTEX,HBLPOWER,SUNPHARMA,GSFC,RELINFRA,CGPOWER,PIDILITIND,SUPRAJIT,ASIANPAINT
2013-02-11,DLF,SUNDRMFAST,JAGRAN,JKTYRE,JISLJALEQS,GET&D,CGPOWER,CHAMBLFERT,RIIL
2013-02-12,UBL,AXISBANK,INFY,INDORAMA,NETWORK18,BIOCON,TAJGVK,PFIZER,FDC
2013-02-13,THOMASCOOK,EXIDEIND,BOMDYEING,CENTRALBK,ABB,GIPCL,BASF,SUNTV,GREAVESCOT
2013-02-14,GODREJCP,BHARATFORG,UNIONBANK,TTKPRESTIG,MARUTI,IOC,GPIL,GLOBUSSPR,JSWSTEEL
2013-02-15,UBL,NMDC,EXIDEIND,BIOCON,APTECHT,IRB,CENTENKA,BRITANNIA,NAHARSPING
2013-02-18,JINDALSTEL,KAMDHENU,BALAMINES,VSTIND,BBL,JKCEMENT,TIRUMALCHM,ACE,TITAN
2013-02-19,DRREDDY,AXISBANK,TATAELXSI,PIDILITIND,TATAMOTORS,NFL,KOLTEPATIL,KAMDHENU,INDORAMA
