2016-01-01,LT,EICHERMOT,TATACONSUM,TECHM
2016-01-04,SHREECEM,LT,EICHERMOT,NTPC
2016-01-05,SBIN,LT,TATACONSUM,SHREECEM
2016-01-06,HCLTECH,SHREECEM,AXISBANK,NTPC
2016-01-07,ADANIPORTS,LT,SHREECEM,NTPC
2016-01-08,AXISBANK,SHREECEM,ADANIPORTS,LT
2016-01-11,LT,AXISBANK,ADANIPORTS,HINDUNILVR
2016-01-12,HINDUNILVR,AXISBANK,LT,ICICIBANK
2016-01-13,ULTRACEMCO,BPCL,ADANIPORTS,LT
2016-01-14,ONGC,BPCL,ULTRACEMCO,DRREDDY
2016-01-15,TECHM,DRREDDY,INDUSINDBK,ONGC
2016-01-18,ASIANPAINT,POWERGRID,BPCL,NTPC
2016-01-19,ASIANPAINT,DRREDDY,ONGC,HCLTECH
2016-01-20,APOLLOHOSP,SHREECEM,ADANIPORTS,NTPC
2016-01-21,SHREECEM,JSWSTEEL,DRREDDY,AXISBANK
2016-01-22,TECHM,ICICIBANK,HINDALCO,JSWSTEEL
2016-01-25,ULTRACEMCO,DIVISLAB,DRREDDY,HINDALCO
2016-01-27,TITAN,APOLLOHOSP,SHREECEM,ICICIBANK
2016-01-28,ONGC,ULTRACEMCO,POWERGRID,ICICIBANK
2016-01-29,ULTRACEMCO,POWERGRID,DIVISLAB,SBIN
2016-02-01,TECHM,EICHERMOT,ONGC,BAJAJFINSV
2016-02-02,TATACONSUM,NTPC,HDFC,BRITANNIA
2016-02-03,NTPC,BPCL,LT,SHREECEM
2016-02-04,ONGC,AXISBANK,LT,BPCL
2016-02-05,ICICIBANK,AXISBANK,SHREECEM,TATACONSUM
2016-02-08,TATAMOTORS,BPCL,CIPLA,ICICIBANK
2016-02-09,HINDUNILVR,ICICIBANK,ADANIPORTS,SHREECEM
2016-02-10,TATACONSUM,HCLTECH,SHREECEM,NTPC
2016-02-11,ONGC,BAJAJFINSV,DRREDDY,NTPC
2016-02-12,HINDALCO,JSWSTEEL,LT,NTPC
2016-02-15,EICHERMOT,AXISBANK,LT,NTPC
2016-02-16,CIPLA,TATACONSUM,ONGC,JSWSTEEL
2016-02-17,NTPC,DRREDDY,ADANIPORTS,TATACONSUM
2016-02-18,MARUTI,ONGC,NESTLEIND,RELIANCE
2016-02-19,TCS,ICICIBANK,HDFC,SHREECEM
2016-02-22,AXISBANK,NTPC,ICICIBANK,NESTLEIND
2016-02-23,INDUSINDBK,SHREECEM,EICHERMOT,NTPC
2016-02-24,POWERGRID,AXISBANK,NTPC,ICICIBANK
2016-02-25,LT,NTPC,ADANIPORTS,TATACONSUM
2016-02-26,DRREDDY,HINDUNILVR,LT,AXISBANK
2016-02-29,SUNPHARMA,CIPLA,UPL,TATASTEEL
2016-03-01,APOLLOHOSP,TATACONSUM,INFY,AXISBANK
2016-03-02,BHARTIARTL,KOTAKBANK,BAJFINANCE,HDFCBANK
2016-03-03,SBIN,BAJFINANCE,HDFCBANK,ONGC
2016-03-04,BRITANNIA,ONGC,BAJFINANCE,BAJAJFINSV
2016-03-08,BHARTIARTL,POWERGRID,ONGC,SBIN
2016-03-09,NTPC,BAJFINANCE,ONGC,CIPLA
2016-03-10,MARUTI,KOTAKBANK,HINDALCO,BAJAJ-AUTO
2016-03-11,DIVISLAB,ASIANPAINT,SBIN,NTPC
2016-03-14,HINDUNILVR,KOTAKBANK,DIVISLAB,EICHERMOT
2016-03-15,ASIANPAINT,DIVISLAB,MARUTI,HINDUNILVR
2016-03-16,INDUSINDBK,HINDUNILVR,SHREECEM,BHARTIARTL
2016-03-17,ONGC,NTPC,JSWSTEEL,BHARTIARTL
2016-03-18,BPCL,ULTRACEMCO,NTPC,CIPLA
2016-03-21,AXISBANK,INFY,WIPRO,BHARTIARTL
2016-03-22,BAJFINANCE,LT,TCS,DIVISLAB
2016-03-23,BHARTIARTL,TATAMOTORS,TATASTEEL,GRASIM
2016-03-28,BAJAJ-AUTO,INDUSINDBK,TITAN,M&M
2016-03-29,HCLTECH,BHARTIARTL,POWERGRID,SBIN
2016-03-30,EICHERMOT,JSWSTEEL,BAJFINANCE,CIPLA
2016-03-31,EICHERMOT,SBIN,BAJFINANCE,UPL
2016-04-01,NTPC,HCLTECH,UPL,CIPLA
2016-04-04,GRASIM,BRITANNIA,CIPLA,EICHERMOT
2016-04-05,TECHM,CIPLA,BHARTIARTL,POWERGRID
2016-04-06,SHREECEM,TATAMOTORS,MARUTI,ONGC
2016-04-07,AXISBANK,TATAMOTORS,ONGC,HCLTECH
2016-04-08,BAJAJFINSV,NESTLEIND,ULTRACEMCO,CIPLA
2016-04-11,ADANIPORTS,BPCL,SHREECEM,ONGC
2016-04-12,BRITANNIA,DRREDDY,TITAN,BHARTIARTL
2016-04-13,TATAMOTORS,POWERGRID,M&M,WIPRO
2016-04-18,INFY,HDFCBANK,WIPRO,INDUSINDBK
