2013-01-01,ICICIBANK,SBIN,AXISBANK,NTPC
2013-01-02,HINDALCO,APOLLOHOSP,HINDUNILVR,ITC
2013-01-03,M&M,BAJAJFINSV,ITC,EICHERMOT
2013-01-04,KOTAKBANK,CIPLA,ULTRACEMCO,EICHERMOT
2013-01-07,BAJFINANCE,CIPLA,ONGC,EICHERMOT
2013-01-08,MARUTI,ITC,BHARTIARTL,NTPC
2013-01-09,CIPLA,HINDALCO,EICHERMOT,TATACONSUM
2013-01-10,ONGC,TATACONSUM,BHARTIARTL,EICHERMOT
2013-01-11,HCLTECH,TATASTEEL,WIPRO,INDUSINDBK
2013-01-14,WIPRO,BAJAJFINSV,INDUSINDBK,EICHERMOT
2013-01-15,SBIN,BAJAJFINSV,TATASTEEL,TCS
2013-01-16,INFY,BHARTIARTL,BAJFINANCE,EICHERMOT
2013-01-17,TATACONSUM,EICHERMOT,NTPC,HCLTECH
2013-01-18,ONGC,SBIN,WIPRO,BHARTIARTL
2013-01-21,MARUTI,EICHERMOT,ONGC,RELIANCE
2013-01-22,NTPC,BAJFINANCE,DIVISLAB,ASIANPAINT
2013-01-23,NTPC,BAJFINANCE,KOTAKBANK,BAJAJFINSV
2013-01-24,BRITANNIA,ONGC,EICHERMOT,ADANIPORTS
2013-01-25,BAJAJFINSV,SUNPHARMA,ICICIBANK,EICHERMOT
2013-01-28,BAJAJFINSV,APOLLOHOSP,EICHERMOT,UPL
2013-01-29,BRITANNIA,NTPC,EICHERMOT,ULTRACEMCO
2013-01-30,BAJAJ-AUTO,NTPC,ADANIPORTS,TITAN
2013-01-31,TITAN,BAJFINANCE,EICHERMOT,SBIN
2013-02-01,SBIN,TCS,BRITANNIA,EICHERMOT
2013-02-04,ADANIPORTS,UPL,BAJAJFINSV,SBIN
2013-02-05,EICHERMOT,NTPC,SBIN,SUNPHARMA
2013-02-06,HDFCBANK,TITAN,DIVISLAB,BAJAJFINSV
2013-02-07,INDUSINDBK,BAJFINANCE,BRITANNIA,EICHERMOT
2013-02-08,DIVISLAB,APOLLOHOSP,WIPRO,TECHM
2013-02-11,HCLTECH,M&M,BRITANNIA,SBIN
2013-02-12,EICHERMOT,TATACONSUM,BRITANNIA,DRREDDY
2013-02-13,POWERGRID,SBIN,EICHERMOT,BAJAJFINSV
2013-02-14,BAJAJFINSV,BRITANNIA,NTPC,ITC
2013-02-15,EICHERMOT,BRITANNIA,TECHM,TITAN
2013-02-18,BHARTIARTL,ONGC,NTPC,TCS
2013-02-19,POWERGRID,ULTRACEMCO,SBIN,BAJAJFINSV
2013-02-20,RELIANCE,TCS,BAJAJFINSV,SBIN
2013-02-21,ITC,BAJFINANCE,NTPC,BHARTIARTL
2013-02-22,APOLLOHOSP,EICHERMOT,SBIN,DIVISLAB
2013-02-25,TATACONSUM,BAJFINANCE,ITC,BAJAJFINSV
2013-02-26,BAJFINANCE,SBIN,BPCL,EICHERMOT
2013-02-27,NESTLEIND,BAJFINANCE,BAJAJFINSV,BPCL
2013-02-28,BAJFINANCE,BPCL,BRITANNIA,TATACONSUM
2013-03-01,WIPRO,TITAN,BAJAJFINSV,EICHERMOT
2013-03-04,INDUSINDBK,BHARTIARTL,JSWSTEEL,BAJFINANCE
2013-03-05,BAJAJFINSV,INDUSINDBK,TECHM,EICHERMOT
2013-03-06,INFY,ICICIBANK,BRITANNIA,EICHERMOT
2013-03-07,SBIN,EICHERMOT,ITC,ULTRACEMCO
2013-03-08,INFY,M&M,SBIN,BPCL
2013-03-11,APOLLOHOSP,BRITANNIA,EICHERMOT,SBIN
2013-03-12,SBIN,BAJAJFINSV,TATACONSUM,BRITANNIA
2013-03-13,BRITANNIA,SUNPHARMA,APOLLOHOSP,BAJAJFINSV
2013-03-14,TATASTEEL,NTPC,CIPLA,BAJAJFINSV
2013-03-15,BAJFINANCE,MARUTI,ONGC,CIPLA
2013-03-18,ASIANPAINT,ULTRACEMCO,DIVISLAB,BRITANNIA
2013-03-19,TITAN,INDUSINDBK,SHREECEM,SBIN
2013-03-20,RELIANCE,EICHERMOT,HDFCBANK,APOLLOHOSP
