2016-01-01,LT,TATACONSUM,TECHM
2016-01-04,BAJFINANCE,EICHERMOT,NTPC
2016-01-05,SBIN,LT,SHREECEM
2016-01-06,EICHERMOT,AXISBANK,NTPC
2016-01-07,BHARTIARTL,LT,NTPC
2016-01-08,SHREECEM,HINDUNILVR,LT
2016-01-11,LT,AXISBANK,HINDUNILVR
2016-01-12,ICICIBANK,HINDUNILVR,LT
2016-01-13,HINDUNILVR,ADANIPORTS,LT
2016-01-14,LT,HINDUNILVR,ONGC
2016-01-15,INDUSINDBK,TECHM,ONGC
2016-01-18,BAJFINANCE,BPCL,NTPC
2016-01-19,DRREDDY,RELIANCE,HCLTECH
2016-01-20,ICICIBANK,AXISBANK,NTPC
2016-01-21,UPL,JSWSTEEL,AXISBANK
2016-01-22,HINDALCO,JSWSTEEL,AXISBANK
2016-01-25,NESTLEIND,DRREDDY,M&M
2016-01-27,UPL,APOLLOHOSP,ICICIBANK
2016-01-28,SHREECEM,ICICIBANK,POWERGRID
2016-01-29,ONGC,DIVISLAB,SBIN
2016-02-01,ONGC,BAJAJFINSV,EICHERMOT
2016-02-02,BAJAJFINSV,HDFC,BRITANNIA
2016-02-03,LT,ADANIPORTS,BPCL
2016-02-04,BRITANNIA,BPCL,TECHM
2016-02-05,HINDUNILVR,TATACONSUM,AXISBANK
2016-02-08,SBIN,SHREECEM,TATAMOTORS
2016-02-09,ADANIPORTS,ICICIBANK,SHREECEM
2016-02-10,BRITANNIA,NTPC,SHREECEM
2016-02-11,DRREDDY,BAJAJFINSV,NTPC
2016-02-12,AXISBANK,TATAMOTORS,NTPC
2016-02-15,EICHERMOT,AXISBANK,LT
2016-02-16,NTPC,JSWSTEEL,ONGC
2016-02-17,ADANIPORTS,TATACONSUM,NTPC
2016-02-18,JSWSTEEL,ONGC,RELIANCE
2016-02-19,BRITANNIA,SHREECEM,ICICIBANK
2016-02-22,ICICIBANK,AXISBANK,NESTLEIND
2016-02-23,EICHERMOT,TATACONSUM,NTPC
2016-02-24,AXISBANK,NTPC,ICICIBANK
2016-02-25,ADANIPORTS,TATACONSUM,HINDUNILVR
2016-02-26,NTPC,LT,AXISBANK
2016-02-29,TATASTEEL,SHREECEM,UPL
2016-03-01,AXISBANK,LT,INFY
2016-03-02,BAJFINANCE,BHARTIARTL,ITC
2016-03-03,DIVISLAB,ONGC,HDFCBANK
2016-03-04,BRITANNIA,BAJFINANCE,BAJAJFINSV
2016-03-08,POWERGRID,ONGC,SBIN
2016-03-09,CIPLA,NTPC,BAJFINANCE
2016-03-10,SBIN,HINDALCO,BAJAJ-AUTO
2016-03-11,ASIANPAINT,SBIN,NTPC
2016-03-14,KOTAKBANK,EICHERMOT,HINDUNILVR
2016-03-15,DIVISLAB,MARUTI,HINDUNILVR
2016-03-16,INDUSINDBK,HINDUNILVR,BHARTIARTL
2016-03-17,BHARTIARTL,NTPC,ICICIBANK
2016-03-18,ULTRACEMCO,CIPLA,NTPC
2016-03-21,WIPRO,INFY,BHARTIARTL
2016-03-22,BAJFINANCE,DIVISLAB,TCS
2016-03-23,TATASTEEL,GRASIM,TATAMOTORS
2016-03-28,BAJAJ-AUTO,TITAN,M&M
2016-03-29,POWERGRID,BHARTIARTL,SBIN
2016-03-30,SBIN,JSWSTEEL,BAJFINANCE
2016-03-31,SBIN,BAJFINANCE,UPL
2016-04-01,APOLLOHOSP,NTPC,CIPLA
2016-04-04,BRITANNIA,EICHERMOT,CIPLA
2016-04-05,POWERGRID,CIPLA,BHARTIARTL
2016-04-06,SHREECEM,TATAMOTORS,ONGC
2016-04-07,ADANIPORTS,TATAMOTORS,HCLTECH
2016-04-08,DRREDDY,CIPLA,ULTRACEMCO
2016-04-11,SHREECEM,AXISBANK,ONGC
2016-04-12,TITAN,BHARTIARTL,BRITANNIA
2016-04-13,ICICIBANK,ULTRACEMCO,ONGC
2016-04-18,BAJAJ-AUTO,HDFCBANK,INDUSINDBK
2016-04-20,ULTRACEMCO,TECHM,BAJAJFINSV
2016-04-21,APOLLOHOSP,MARUTI,HDFCBANK
2016-04-22,ONGC,TATAMOTORS,SBIN
2016-04-25,ADANIPORTS,DRREDDY,TITAN
2016-04-26,ADANIPORTS,UPL,M&M
2016-04-27,TCS,ONGC,BPCL
2016-04-28,BRITANNIA,TATAMOTORS,BPCL
2016-04-29,DIVISLAB,ADANIPORTS,ONGC
2016-05-02,ONGC,TITAN,ULTRACEMCO
2016-05-03,TATAMOTORS,BAJFINANCE,ULTRACEMCO
2016-05-04,SHREECEM,DRREDDY,ULTRACEMCO
2016-05-05,HDFCBANK,ULTRACEMCO,SUNPHARMA
2016-05-06,SHREECEM,ULTRACEMCO,BAJAJFINSV
2016-05-09,SHREECEM,ONGC,ASIANPAINT
2016-05-10,DIVISLAB,SBIN,ULTRACEMCO
2016-05-11,ONGC,GRASIM,DRREDDY
2016-05-12,ONGC,DIVISLAB,ASIANPAINT
2016-05-13,ULTRACEMCO,TITAN,BAJAJFINSV
2016-05-16,TATASTEEL,BAJFINANCE,ASIANPAINT
2016-05-17,POWERGRID,BAJAJFINSV,DRREDDY
2016-05-18,SBIN,DRREDDY,HCLTECH
2016-05-19,ASIANPAINT,SHREECEM,JSWSTEEL
