2014-01-01,KOTAKBANK,TECHM,ASIANPAINT,EICHERMOT,POWERGRID
2014-01-02,APOLLOHOSP,HCLTECH,SBIN,ONGC,TITAN
2014-01-03,DIVISLAB,SUNPHARMA,NESTLEIND,ONGC,DRREDDY
2014-01-06,BRITANNIA,BAJAJFINSV,TECHM,TATACONSUM,SBIN
2014-01-07,HEROMOTOCO,ITC,TITAN,MARUTI,KOTAKBANK
2014-01-08,BAJAJ-AUTO,HINDALCO,SUNPHARMA,ITC,WIPRO
2014-01-09,HINDALCO,TITAN,HCLTECH,EICHERMOT,SBIN
2014-01-10,TATASTEEL,ITC,HCLTECH,INDUSINDBK,BPCL
2014-01-13,INDUSINDBK,RELIANCE,ONGC,HCLTECH,EICHERMOT
2014-01-14,ULTRACEMCO,WIPRO,SBIN,TECHM,SUNPHARMA
2014-01-15,BPCL,TECHM,HCLTECH,WIPRO,DRREDDY
2014-01-16,ICICIBANK,TATASTEEL,HCLTECH,BRITANNIA,ADANIPORTS
2014-01-17,HINDUNILVR,WIPRO,NTPC,SBIN,DIVISLAB
2014-01-20,TATACONSUM,BAJFINANCE,HCLTECH,BRITANNIA,KOTAKBANK
2014-01-21,TECHM,SUNPHARMA,EICHERMOT,GRASIM,POWERGRID
2014-01-22,HINDALCO,LT,TECHM,TATAMOTORS,ULTRACEMCO
2014-01-23,HINDALCO,INDUSINDBK,BAJAJFINSV,HCLTECH,TATACONSUM
2014-01-24,ULTRACEMCO,TITAN,UPL,BAJAJFINSV,SBIN
2014-01-27,HCLTECH,BAJAJFINSV,TECHM,EICHERMOT,SUNPHARMA
2014-01-28,BHARTIARTL,TATASTEEL,NESTLEIND,HDFC,BAJAJFINSV
2014-01-29,HINDUNILVR,NESTLEIND,LT,BRITANNIA,INDUSINDBK
2014-01-30,BPCL,HCLTECH,DIVISLAB,SUNPHARMA,INFY
2014-01-31,LT,ADANIPORTS,TECHM,BRITANNIA,ASIANPAINT
2014-02-03,APOLLOHOSP,DIVISLAB,BAJAJFINSV,TECHM,TATASTEEL
2014-02-04,BAJFINANCE,NESTLEIND,TCS,BAJAJFINSV,HINDUNILVR
2014-02-05,HCLTECH,TATASTEEL,SBIN,BRITANNIA,NTPC
2014-02-06,SUNPHARMA,BRITANNIA,ADANIPORTS,SBIN,HDFC
2014-02-07,TATASTEEL,SUNPHARMA,AXISBANK,BAJAJFINSV,POWERGRID
2014-02-10,BAJAJFINSV,INDUSINDBK,TATACONSUM,HCLTECH,BPCL
2014-02-11,TATAMOTORS,BAJAJFINSV,WIPRO,TATACONSUM,INFY
2014-02-12,DRREDDY,BRITANNIA,TECHM,BAJAJFINSV,M&M
2014-02-13,DRREDDY,EICHERMOT,WIPRO,HCLTECH,APOLLOHOSP
2014-02-14,SUNPHARMA,BRITANNIA,WIPRO,TECHM,ADANIPORTS
2014-02-17,ADANIPORTS,INDUSINDBK,EICHERMOT,BPCL,RELIANCE
2014-02-18,HINDALCO,TECHM,HCLTECH,BAJAJFINSV,HINDUNILVR
2014-02-19,BAJFINANCE,HCLTECH,ADANIPORTS,TATASTEEL,POWERGRID
2014-02-20,EICHERMOT,GRASIM,BAJAJFINSV,TATASTEEL,TECHM
2014-02-21,TATASTEEL,TATACONSUM,DIVISLAB,INDUSINDBK,NTPC
2014-02-24,WIPRO,HCLTECH,DIVISLAB,EICHERMOT,INFY
2014-02-25,SBIN,TATASTEEL,TECHM,HCLTECH,INFY
2014-02-26,JSWSTEEL,BRITANNIA,BAJFINANCE,APOLLOHOSP,UPL
2014-02-28,DRREDDY,ULTRACEMCO,TATACONSUM,BRITANNIA,MARUTI
2014-03-03,BAJAJFINSV,ULTRACEMCO,ADANIPORTS,WIPRO,EICHERMOT
2014-03-04,TITAN,GRASIM,TCS,DIVISLAB,HINDALCO
2014-03-05,INDUSINDBK,HINDUNILVR,WIPRO,ULTRACEMCO,HCLTECH
2014-03-06,INDUSINDBK,TATAMOTORS,DRREDDY,TECHM,NESTLEIND
2014-03-07,WIPRO,TECHM,SBIN,ICICIBANK,HINDALCO
2014-03-10,TECHM,HINDUNILVR,ITC,SBIN,HDFCBANK
2014-03-11,ICICIBANK,SBIN,KOTAKBANK,AXISBANK,BRITANNIA
2014-03-12,BPCL,TCS,GRASIM,HDFC,HCLTECH
2014-03-13,BRITANNIA,APOLLOHOSP,SUNPHARMA,BAJAJFINSV,BAJFINANCE
2014-03-14,HINDALCO,BAJAJ-AUTO,TECHM,APOLLOHOSP,SHREECEM
2014-03-18,BRITANNIA,BPCL,NTPC,MARUTI,ITC
2014-03-19,BRITANNIA,BPCL,DRREDDY,DIVISLAB,WIPRO
