2016-01-01,HINDUNILVR,NTPC,TATAMOTORS,AXISBANK,INDUSINDBK
2016-01-04,TATACONSUM,HINDUNILVR,ICICIBANK,SHREECEM,GRASIM
2016-01-05,SUNPHARMA,ICICIBANK,ADANIPORTS,TATACONSUM,TATAMOTORS
2016-01-06,EICHERMOT,TECHM,ONGC,ICICIBANK,HDFCBANK
2016-01-07,EICHERMOT,TATAMOTORS,ICICIBANK,HINDUNILVR,GRASIM
2016-01-08,TATACONSUM,SHREECEM,ONGC,BHARTIARTL,POWERGRID
2016-01-11,ONGC,ADANIPORTS,TATACONSUM,BPCL,POWERGRID
2016-01-12,ONGC,TECHM,SHREECEM,NTPC,HEROMOTOCO
2016-01-13,HCLTECH,TECHM,DRREDDY,NTPC,HEROMOTOCO
2016-01-14,NTPC,AXISBANK,SHREECEM,HINDUNILVR,DIVISLAB
2016-01-15,ULTRACEMCO,HDFCBANK,ICICIBANK,NTPC,KOTAKBANK
2016-01-18,HCLTECH,SUNPHARMA,INDUSINDBK,BHARTIARTL,AXISBANK
2016-01-19,RELIANCE,SUNPHARMA,TATASTEEL,ITC,LT
2016-01-20,ADANIPORTS,BPCL,NTPC,RELIANCE,GRASIM
2016-01-21,BHARTIARTL,ONGC,JSWSTEEL,HCLTECH,ITC
2016-01-22,TATACONSUM,ICICIBANK,HINDUNILVR,UPL,BAJAJ-AUTO
2016-01-25,TATAMOTORS,ONGC,APOLLOHOSP,LT,HDFC
2016-01-27,BAJAJFINSV,TATAMOTORS,ONGC,JSWSTEEL,ADANIPORTS
2016-01-28,TATACONSUM,EICHERMOT,AXISBANK,ADANIPORTS,HDFC
2016-01-29,MARUTI,ADANIPORTS,BAJFINANCE,ULTRACEMCO,HEROMOTOCO
2016-02-01,HINDUNILVR,ICICIBANK,POWERGRID,BRITANNIA,GRASIM
2016-02-02,SHREECEM,ONGC,EICHERMOT,AXISBANK,HEROMOTOCO
2016-02-03,BAJAJ-AUTO,AXISBANK,RELIANCE,ONGC,MARUTI
2016-02-04,LT,HINDUNILVR,BAJAJFINSV,BRITANNIA,GRASIM
2016-02-05,ICICIBANK,ONGC,ULTRACEMCO,BPCL,WIPRO
2016-02-08,HDFC,TATAMOTORS,BPCL,BAJAJFINSV,TATASTEEL
2016-02-09,TATACONSUM,TATAMOTORS,LT,ONGC,HDFC
2016-02-10,ULTRACEMCO,ONGC,DRREDDY,TATAMOTORS,ITC
2016-02-11,TATAMOTORS,TCS,ADANIPORTS,ONGC,UPL
2016-02-12,BPCL,HINDUNILVR,ULTRACEMCO,BHARTIARTL,ICICIBANK
2016-02-15,ONGC,HCLTECH,DRREDDY,ULTRACEMCO,MARUTI
2016-02-16,DRREDDY,AXISBANK,JSWSTEEL,SHREECEM,KOTAKBANK
2016-02-17,SUNPHARMA,DRREDDY,ULTRACEMCO,LT,BAJFINANCE
2016-02-18,TECHM,JSWSTEEL,HINDUNILVR,AXISBANK,BHARTIARTL
2016-02-19,ULTRACEMCO,JSWSTEEL,BAJAJ-AUTO,AXISBANK,HDFC
2016-02-22,ADANIPORTS,AXISBANK,HINDUNILVR,WIPRO,DIVISLAB
2016-02-23,INDUSINDBK,NTPC,BRITANNIA,ULTRACEMCO,TECHM
