2015-01-01,M&M,SHREECEM,EICHERMOT,BHARTIARTL,MARUTI,BPCL
2015-01-02,ITC,ASIANPAINT,EICHERMOT,CIPLA,APOLLOHOSP,BAJFINANCE
2015-01-05,NTPC,AXISBANK,MARUTI,ITC,SBIN,ADANIPORTS
2015-01-06,SBIN,BRITANNIA,NTPC,BAJAJFINSV,HDFCBANK,BHARTIARTL
2015-01-07,GRASIM,TECHM,TATASTEEL,ASIANPAINT,BPCL,APOLLOHOSP
2015-01-08,KOTAKBANK,SBIN,AXISBANK,TATAMOTORS,HDFC,BRITANNIA
2015-01-09,ITC,CIPLA,AXISBANK,ASIANPAINT,NESTLEIND,BRITANNIA
2015-01-12,TECHM,ADANIPORTS,ITC,INDUSINDBK,HEROMOTOCO,HDFC
2015-01-13,BAJFINANCE,ASIANPAINT,TECHM,ITC,INDUSINDBK,BRITANNIA
2015-01-14,BHARTIARTL,BAJAJFINSV,UPL,ITC,BAJFINANCE,BRITANNIA
2015-01-15,BRITANNIA,KOTAKBANK,ITC,SHREECEM,JSWSTEEL,HDFC
2015-01-16,BAJAJFINSV,ASIANPAINT,BRITANNIA,BAJFINANCE,TCS,SBIN
2015-01-19,ULTRACEMCO,NTPC,AXISBANK,ASIANPAINT,TCS,HDFC
2015-01-20,ONGC,GRASIM,AXISBANK,NESTLEIND,HDFC,BAJAJFINSV
2015-01-21,ITC,TATASTEEL,AXISBANK,SBIN,POWERGRID,BAJAJFINSV
2015-01-22,MARUTI,BPCL,HINDALCO,AXISBANK,ADANIPORTS,BAJAJFINSV
2015-01-23,TATACONSUM,ITC,BAJAJFINSV,AXISBANK,TECHM,SBIN
2015-01-27,SHREECEM,BAJAJFINSV,HDFCBANK,ASIANPAINT,KOTAKBANK,SBIN
2015-01-28,EICHERMOT,HDFCBANK,BAJFINANCE,TITAN,HEROMOTOCO,BAJAJFINSV
2015-01-29,HEROMOTOCO,BHARTIARTL,BAJFINANCE,SBIN,TITAN,BAJAJFINSV
2015-01-30,BHARTIARTL,HDFCBANK,SBIN,ASIANPAINT,RELIANCE,BAJAJFINSV
2015-02-02,SUNPHARMA,HCLTECH,SBIN,TECHM,ITC,BAJAJFINSV
2015-02-03,BAJAJFINSV,SBIN,HINDALCO,BAJFINANCE,UPL,AXISBANK
2015-02-04,BRITANNIA,ULTRACEMCO,BAJFINANCE,EICHERMOT,NESTLEIND,AXISBANK
2015-02-05,RELIANCE,TITAN,BRITANNIA,BAJAJFINSV,ADANIPORTS,NTPC
2015-02-06,INDUSINDBK,BAJFINANCE,BRITANNIA,ONGC,M&M,HCLTECH
2015-02-09,SUNPHARMA,JSWSTEEL,BRITANNIA,ULTRACEMCO,AXISBANK,NTPC
2015-02-10,BAJAJFINSV,DIVISLAB,JSWSTEEL,HINDUNILVR,MARUTI,NTPC
2015-02-11,HCLTECH,WIPRO,KOTAKBANK,TITAN,MARUTI,ULTRACEMCO
2015-02-12,HINDUNILVR,DRREDDY,TATASTEEL,POWERGRID,LT,HDFCBANK
2015-02-13,AXISBANK,NTPC,BRITANNIA,ADANIPORTS,BAJAJFINSV,ULTRACEMCO
2015-02-16,TITAN,KOTAKBANK,ICICIBANK,BAJAJFINSV,BPCL,SHREECEM
2015-02-18,LT,ASIANPAINT,ADANIPORTS,EICHERMOT,POWERGRID,BAJAJFINSV
2015-02-19,TITAN,ADANIPORTS,AXISBANK,MARUTI,INDUSINDBK,CIPLA
2015-02-20,CIPLA,MARUTI,NTPC,M&M,HDFCBANK,UPL
2015-02-23,HDFC,ASIANPAINT,INDUSINDBK,UPL,BPCL,KOTAKBANK
2015-02-24,SHREECEM,CIPLA,LT,BAJAJFINSV,TATASTEEL,MARUTI
2015-02-25,CIPLA,BAJAJFINSV,SHREECEM,TATACONSUM,GRASIM,SBIN
2015-02-26,SHREECEM,HDFC,NESTLEIND,CIPLA,INDUSINDBK,TATACONSUM
2015-02-27,HDFC,HDFCBANK,TATAMOTORS,CIPLA,DRREDDY,LT
2015-03-02,HEROMOTOCO,HDFC,ICICIBANK,SUNPHARMA,NESTLEIND,ITC
2015-03-03,TECHM,AXISBANK,CIPLA,LT,INFY,UPL
2015-03-04,CIPLA,ULTRACEMCO,ICICIBANK,APOLLOHOSP,DRREDDY,AXISBANK
2015-03-05,BAJFINANCE,ULTRACEMCO,CIPLA,SBIN,POWERGRID,SUNPHARMA
2015-03-09,DRREDDY,NTPC,CIPLA,TATAMOTORS,POWERGRID,BAJAJFINSV
2015-03-10,BRITANNIA,TATAMOTORS,ULTRACEMCO,CIPLA,SBIN,SUNPHARMA
2015-03-11,HCLTECH,SBIN,BAJAJFINSV,EICHERMOT,INFY,ASIANPAINT
2015-03-12,GRASIM,BAJFINANCE,KOTAKBANK,SHREECEM,INFY,ASIANPAINT
2015-03-13,DRREDDY,ULTRACEMCO,HDFCBANK,TECHM,BAJAJFINSV,BAJFINANCE
2015-03-16,SUNPHARMA,DRREDDY,HCLTECH,ASIANPAINT,POWERGRID,TECHM
2015-03-17,HEROMOTOCO,EICHERMOT,TECHM,ASIANPAINT,ICICIBANK,DRREDDY
2015-03-18,ITC,NTPC,ASIANPAINT,TITAN,KOTAKBANK,APOLLOHOSP
2015-03-19,KOTAKBANK,ITC,TATACONSUM,APOLLOHOSP,POWERGRID,ASIANPAINT
2015-03-20,TITAN,ULTRACEMCO,ITC,INDUSINDBK,HCLTECH,NESTLEIND
2015-03-23,TITAN,GRASIM,BPCL,POWERGRID,SBIN,ASIANPAINT
2015-03-24,EICHERMOT,DIVISLAB,TATASTEEL,DRREDDY,UPL,SUNPHARMA
2015-03-25,CIPLA,INDUSINDBK,SUNPHARMA,NESTLEIND,UPL,ADANIPORTS
2015-03-26,BAJFINANCE,ONGC,HINDUNILVR,NTPC,ASIANPAINT,POWERGRID
2015-03-27,SUNPHARMA,NTPC,KOTAKBANK,TATAMOTORS,TATACONSUM,WIPRO
2015-03-30,TATAMOTORS,BRITANNIA,LT,BHARTIARTL,SHREECEM,BAJAJFINSV
2015-03-31,HINDUNILVR,AXISBANK,SBIN,HDFCBANK,GRASIM,BAJFINANCE
