2017-01-02,TITAN,TECHM,HDFCBANK,DIVISLAB,KOTAKBANK,GRASIM
2017-01-03,BPCL,DIVISLAB,ADANIPORTS,TATACONSUM,INFY,BHARTIARTL
2017-01-04,TATACONSUM,ADANIPORTS,DIVISLAB,TITAN,HDFC,JSWSTEEL
2017-01-05,ITC,MARUTI,BAJFINANCE,ASIANPAINT,HDFCBANK,TATACONSUM
2017-01-06,ONGC,SUNPHARMA,BAJAJFINSV,ITC,INDUSINDBK,TITAN
2017-01-09,BRITANNIA,ASIANPAINT,EICHERMOT,JSWSTEEL,INDUSINDBK,TATAMOTORS
2017-01-10,DIVISLAB,MARUTI,ICICIBANK,SBIN,NTPC,TATACONSUM
2017-01-11,DIVISLAB,TITAN,ICICIBANK,TATACONSUM,M&M,ITC
2017-01-12,ICICIBANK,BRITANNIA,ADANIPORTS,SBIN,CIPLA,DIVISLAB
2017-01-13,INDUSINDBK,JSWSTEEL,TATACONSUM,TATAMOTORS,APOLLOHOSP,LT
2017-01-16,TCS,AXISBANK,ITC,JSWSTEEL,HDFC,DIVISLAB
2017-01-17,DIVISLAB,ADANIPORTS,NESTLEIND,TCS,DRREDDY,ULTRACEMCO
2017-01-18,ADANIPORTS,AXISBANK,ULTRACEMCO,DIVISLAB,RELIANCE,HINDALCO
2017-01-19,BAJAJFINSV,GRASIM,HDFC,BRITANNIA,INFY,SBIN
2017-01-20,ULTRACEMCO,BAJFINANCE,POWERGRID,TITAN,BPCL,EICHERMOT
2017-01-23,DIVISLAB,ASIANPAINT,NTPC,HINDUNILVR,HDFCBANK,UPL
2017-01-24,AXISBANK,ONGC,INFY,GRASIM,MARUTI,UPL
2017-01-25,APOLLOHOSP,UPL,ASIANPAINT,KOTAKBANK,TECHM,ITC
2017-01-27,ITC,BHARTIARTL,KOTAKBANK,TATACONSUM,RELIANCE,HEROMOTOCO
2017-01-30,HDFCBANK,ADANIPORTS,MARUTI,UPL,ASIANPAINT,GRASIM
2017-01-31,DIVISLAB,TECHM,BAJAJFINSV,HDFCBANK,CIPLA,BPCL
2017-02-01,POWERGRID,INFY,GRASIM,JSWSTEEL,CIPLA,HINDUNILVR
2017-02-02,BRITANNIA,ITC,EICHERMOT,GRASIM,TECHM,UPL
2017-02-03,TECHM,BPCL,TCS,INFY,NTPC,DRREDDY
2017-02-06,TITAN,BAJFINANCE,INFY,ITC,BAJAJ-AUTO,SHREECEM
2017-02-07,BRITANNIA,TCS,TECHM,INFY,DRREDDY,BAJFINANCE
2017-02-08,HDFC,LT,ADANIPORTS,BPCL,DRREDDY,TATAMOTORS
2017-02-09,HINDALCO,TITAN,TCS,BHARTIARTL,BRITANNIA,GRASIM
2017-02-10,BPCL,POWERGRID,GRASIM,TITAN,HEROMOTOCO,BHARTIARTL
2017-02-13,TECHM,DIVISLAB,INDUSINDBK,TATAMOTORS,ONGC,TITAN
2017-02-14,TATASTEEL,TECHM,SUNPHARMA,WIPRO,SBIN,EICHERMOT
2017-02-15,BAJAJFINSV,TITAN,INDUSINDBK,APOLLOHOSP,DRREDDY,GRASIM
2017-02-16,SHREECEM,ONGC,DIVISLAB,INDUSINDBK,WIPRO,TATASTEEL
2017-02-17,BAJAJFINSV,AXISBANK,KOTAKBANK,HCLTECH,BHARTIARTL,GRASIM
2017-02-20,EICHERMOT,APOLLOHOSP,TITAN,KOTAKBANK,ONGC,GRASIM
2017-02-21,TITAN,INDUSINDBK,SUNPHARMA,TATAMOTORS,INFY,GRASIM
2017-02-22,ICICIBANK,POWERGRID,AXISBANK,APOLLOHOSP,CIPLA,GRASIM
2017-02-23,HDFC,BAJFINANCE,SBIN,APOLLOHOSP,BRITANNIA,RELIANCE
2017-02-27,SBIN,LT,BAJAJFINSV,BAJFINANCE,MARUTI,RELIANCE
2017-02-28,DIVISLAB,APOLLOHOSP,SBIN,BAJAJFINSV,BHARTIARTL,RELIANCE
2017-03-01,DIVISLAB,BAJAJFINSV,APOLLOHOSP,ASIANPAINT,BAJAJ-AUTO,BAJFINANCE
2017-03-02,HINDALCO,KOTAKBANK,TCS,TITAN,DRREDDY,M&M
2017-03-03,UPL,TATASTEEL,DIVISLAB,RELIANCE,POWERGRID,SBIN
2017-03-06,BPCL,BAJFINANCE,BAJAJFINSV,RELIANCE,ULTRACEMCO,TCS
2017-03-07,HINDALCO,HCLTECH,BAJFINANCE,NTPC,INFY,RELIANCE
2017-03-08,NTPC,CIPLA,KOTAKBANK,BAJAJFINSV,INDUSINDBK,RELIANCE
