2018-01-01,ASIANPAINT,HINDALCO,ONGC,BRITANNIA,POWERGRID,TCS
2018-01-02,TCS,WIPRO,SUNPHARMA,CIPLA,EICHERMOT,ONGC
2018-01-03,TITAN,ONGC,TATACONSUM,TECHM,KOTAKBANK,WIPRO
2018-01-04,ULTRACEMCO,M&M,DIVISLAB,HINDUNILVR,HEROMOTOCO,JSWSTEEL
2018-01-05,SUNPHARMA,ONGC,LT,HINDUNILVR,HDFC,TATAMOTORS
2018-01-08,ASIANPAINT,TATAMOTORS,SUNPHARMA,ITC,NESTLEIND,JSWSTEEL
2018-01-09,JSWSTEEL,TITAN,LT,SBIN,MARUTI,SUNPHARMA
2018-01-10,SUNPHARMA,ULTRACEMCO,TITAN,SBIN,NESTLEIND,INFY
2018-01-11,ITC,HCLTECH,SBIN,TECHM,BAJAJ-AUTO,TATASTEEL
2018-01-12,TATASTEEL,ITC,SBIN,DIVISLAB,ICICIBANK,INDUSINDBK
2018-01-15,POWERGRID,TITAN,JSWSTEEL,TCS,ONGC,HDFCBANK
2018-01-16,TECHM,GRASIM,ICICIBANK,HDFCBANK,CIPLA,TITAN
2018-01-17,ICICIBANK,HCLTECH,TATASTEEL,INDUSINDBK,ONGC,TECHM
2018-01-18,TECHM,HEROMOTOCO,TATASTEEL,HDFC,CIPLA,ICICIBANK
2018-01-19,HDFC,ICICIBANK,KOTAKBANK,HDFCBANK,UPL,TATASTEEL
2018-01-22,ONGC,AXISBANK,RELIANCE,ULTRACEMCO,BPCL,TATASTEEL
2018-01-23,ULTRACEMCO,TECHM,INDUSINDBK,AXISBANK,CIPLA,TATASTEEL
2018-01-24,ICICIBANK,TECHM,ONGC,AXISBANK,GRASIM,INDUSINDBK
2018-01-25,ONGC,INDUSINDBK,HDFCBANK,TATASTEEL,UPL,TECHM
2018-01-29,CIPLA,HDFCBANK,HINDUNILVR,TECHM,INDUSINDBK,ICICIBANK
2018-01-30,HINDALCO,HCLTECH,KOTAKBANK,LT,SBIN,HDFCBANK
2018-01-31,HCLTECH,BHARTIARTL,TATASTEEL,EICHERMOT,NTPC,HINDALCO
2018-02-01,ADANIPORTS,JSWSTEEL,HDFCBANK,LT,NESTLEIND,TECHM
2018-02-02,HDFCBANK,LT,APOLLOHOSP,KOTAKBANK,UPL,M&M
2018-02-05,MARUTI,BPCL,TATACONSUM,RELIANCE,BRITANNIA,SBIN
2018-02-06,TITAN,GRASIM,BAJAJFINSV,NTPC,NESTLEIND,DRREDDY
2018-02-07,BPCL,M&M,NTPC,MARUTI,DIVISLAB,APOLLOHOSP
2018-02-08,BAJAJ-AUTO,NTPC,TCS,M&M,TATAMOTORS,BHARTIARTL
2018-02-09,GRASIM,ITC,DRREDDY,CIPLA,RELIANCE,NTPC
2018-02-12,BAJFINANCE,JSWSTEEL,ONGC,TATAMOTORS,APOLLOHOSP,M&M
2018-02-14,ITC,JSWSTEEL,BRITANNIA,TITAN,HCLTECH,RELIANCE
2018-02-15,HINDUNILVR,EICHERMOT,BPCL,HDFCBANK,SHREECEM,ADANIPORTS
2018-02-16,APOLLOHOSP,BAJAJFINSV,HINDUNILVR,ADANIPORTS,HEROMOTOCO,INDUSINDBK
2018-02-19,TATAMOTORS,ICICIBANK,JSWSTEEL,DRREDDY,POWERGRID,KOTAKBANK
2018-02-20,SUNPHARMA,BAJFINANCE,NTPC,TATAMOTORS,UPL,HDFCBANK
2018-02-21,BHARTIARTL,BRITANNIA,RELIANCE,TATASTEEL,SUNPHARMA,TECHM
2018-02-22,WIPRO,ULTRACEMCO,GRASIM,TECHM,HDFCBANK,TATASTEEL
2018-02-23,EICHERMOT,SUNPHARMA,TECHM,WIPRO,HEROMOTOCO,BRITANNIA
2018-02-26,NTPC,BHARTIARTL,RELIANCE,BPCL,INDUSINDBK,JSWSTEEL
