2016-01-01,DRREDDY,EICHERMOT,CIPLA,LT,SUNPHARMA,TECHM
2016-01-04,KOTAKBANK,BAJAJFINSV,AXISBANK,BAJFINANCE,RELIANCE,NTPC
2016-01-05,NESTLEIND,JSWSTEEL,TATACONSUM,SBIN,HEROMOTOCO,SHREECEM
2016-01-06,HCLTECH,SHREECEM,BPCL,EICHERMOT,KOTAKBANK,NTPC
2016-01-07,SHREECEM,ADANIPORTS,AXISBANK,BHARTIARTL,TCS,NTPC
2016-01-08,BHARTIARTL,BAJFINANCE,AXISBANK,SHREECEM,CIPLA,LT
2016-01-11,TATACONSUM,ADANIPORTS,SHREECEM,LT,WIPRO,HINDUNILVR
2016-01-12,SBIN,TATACONSUM,AXISBANK,ICICIBANK,BAJAJ-AUTO,LT
2016-01-13,BPCL,ONGC,ULTRACEMCO,HINDUNILVR,BRITANNIA,LT
2016-01-14,DRREDDY,BPCL,NTPC,LT,HEROMOTOCO,ONGC
2016-01-15,DRREDDY,TATAMOTORS,HINDUNILVR,INDUSINDBK,BAJAJFINSV,ONGC
2016-01-18,UPL,POWERGRID,ASIANPAINT,BAJFINANCE,ULTRACEMCO,NTPC
2016-01-19,APOLLOHOSP,TATAMOTORS,ASIANPAINT,DRREDDY,BAJAJFINSV,HCLTECH
2016-01-20,HINDUNILVR,ADANIPORTS,BPCL,ICICIBANK,UPL,NTPC
2016-01-21,BHARTIARTL,LT,DRREDDY,UPL,BAJAJ-AUTO,AXISBANK
2016-01-22,INFY,ICICIBANK,INDUSINDBK,HINDALCO,M&M,AXISBANK
2016-01-25,SHREECEM,DIVISLAB,HINDALCO,NESTLEIND,TCS,M&M
2016-01-27,BAJFINANCE,TITAN,SUNPHARMA,UPL,INFY,ICICIBANK
2016-01-28,DRREDDY,ULTRACEMCO,ONGC,SHREECEM,HCLTECH,POWERGRID
2016-01-29,INFY,POWERGRID,TATASTEEL,ONGC,NESTLEIND,SBIN
2016-02-01,SBIN,LT,DIVISLAB,ONGC,JSWSTEEL,EICHERMOT
2016-02-02,ADANIPORTS,CIPLA,BPCL,BAJAJFINSV,BHARTIARTL,BRITANNIA
2016-02-03,BRITANNIA,SHREECEM,ICICIBANK,LT,HINDALCO,BPCL
2016-02-04,ICICIBANK,BAJAJ-AUTO,ONGC,BRITANNIA,TCS,TECHM
2016-02-05,ADANIPORTS,EICHERMOT,APOLLOHOSP,HINDUNILVR,DIVISLAB,AXISBANK
2016-02-08,AXISBANK,JSWSTEEL,ICICIBANK,SBIN,NESTLEIND,TATAMOTORS
2016-02-09,AXISBANK,ONGC,NTPC,ADANIPORTS,HDFCBANK,SHREECEM
2016-02-10,ICICIBANK,TATACONSUM,HINDUNILVR,BRITANNIA,HDFCBANK,SHREECEM
2016-02-11,HINDUNILVR,SHREECEM,ADANIPORTS,DRREDDY,M&M,NTPC
2016-02-12,LT,JSWSTEEL,HINDALCO,AXISBANK,TECHM,NTPC
2016-02-15,BAJAJ-AUTO,TATACONSUM,NTPC,EICHERMOT,BAJFINANCE,LT
2016-02-16,ICICIBANK,CIPLA,ADANIPORTS,NTPC,INDUSINDBK,ONGC
2016-02-17,HINDUNILVR,HCLTECH,DRREDDY,ADANIPORTS,HDFC,NTPC
2016-02-18,AXISBANK,HINDUNILVR,NESTLEIND,JSWSTEEL,DIVISLAB,RELIANCE
2016-02-19,HDFC,UPL,TCS,BRITANNIA,GRASIM,ICICIBANK
2016-02-22,EICHERMOT,NTPC,SUNPHARMA,ICICIBANK,INFY,NESTLEIND
2016-02-23,ONGC,LT,INDUSINDBK,EICHERMOT,MARUTI,NTPC
2016-02-24,POWERGRID,ASIANPAINT,SHREECEM,AXISBANK,HEROMOTOCO,ICICIBANK
2016-02-25,LT,NTPC,ICICIBANK,ADANIPORTS,DIVISLAB,HINDUNILVR
2016-02-26,SUNPHARMA,ASIANPAINT,ULTRACEMCO,NTPC,HEROMOTOCO,AXISBANK
2016-02-29,INDUSINDBK,CIPLA,SUNPHARMA,TATASTEEL,BAJFINANCE,UPL
2016-03-01,ADANIPORTS,HDFCBANK,APOLLOHOSP,AXISBANK,POWERGRID,INFY
2016-03-02,HDFCBANK,TECHM,HEROMOTOCO,BAJFINANCE,ASIANPAINT,ITC
2016-03-03,TATACONSUM,INFY,RELIANCE,DIVISLAB,ASIANPAINT,HDFCBANK
2016-03-04,NESTLEIND,ASIANPAINT,ONGC,BRITANNIA,TECHM,BAJAJFINSV
2016-03-08,JSWSTEEL,CIPLA,BAJFINANCE,POWERGRID,ADANIPORTS,SBIN
2016-03-09,EICHERMOT,MARUTI,TCS,CIPLA,TATAMOTORS,BAJFINANCE
