,Long,Short
2019-01-01,0.013147402031348676,0.027681309637851315
2019-01-02,-0.00026622020196681584,-0.010414046708918046
2019-01-03,-0.0028823166844771375,0.04206043072966892
2019-01-04,0.012881835263976682,0.008132277272170196
2019-01-07,0.00905533109333434,0.04081595838341534
2019-01-08,0.0003039671327142446,0.032301524446624263
2019-01-09,0.012849897082052864,-0.01294675082061536
2019-01-10,0.010831181208879048,0.019993644414690315
2019-01-11,-0.0003602310423179711,-0.0224129251130587
2019-01-14,0.016067206332026518,0.01832664381265786
2019-01-15,0.016637913696639695,0.014830508474576343
2019-01-16,0.010840400428858143,0.014408793820558596
2019-01-17,0.012244466534522047,0.03167356310238689
2019-01-18,0.01684505697044325,0.04166206865079697
2019-01-21,0.015630668732038333,0.021647481942814017
2019-01-22,0.015019677978816204,0.045882352941176485
2019-01-23,-0.0025791673872977983,-0.026045617000511334
2019-01-24,0.001398271296082998,0.014341465389872465
2019-01-25,0.0023374215374686313,0.1000764525993883
2019-01-28,-0.0013995613260319173,0.05204659863370087
2019-01-29,0.0046019611637959645,-0.013787081339712848
2019-01-30,0.022557355923609967,0.017465192863996115
2019-01-31,0.008997052972905706,-0.03242470461868957
2019-02-01,-0.043411379327284616,0.021096642340687644
2019-02-04,-0.0029564679069971622,0.03257784244983508
2019-02-05,0.011766506247889219,0.05038361921516887
2019-02-06,0.001558835235706546,0.051672581909684545
2019-02-07,0.010025203637124558,0.015437916755448311
2019-02-08,-0.004560481728271892,0.0015530601523509602
2019-02-11,0.01154191965239948,-0.003345117845117762
2019-02-12,0.06497593483894859,0.04984955086508264
2019-02-13,-0.00020451070336396926,0.01607541552964531
2019-02-14,0.014896194891183212,-0.08382791400966433
2019-02-15,-0.0046399790964979926,0.0397921371084477
2019-02-18,-0.005314237313404191,0.03321329219407326
2019-02-19,0.0037299515106303804,0.03227705885537924
2019-02-20,0.00906228897294975,-0.011876392925897039
2019-02-21,0.00784822349148162,-0.024227258509398053
2019-02-22,0.007960669587497193,0.005884007206680031
2019-02-25,-0.00983668842493396,0.02260655299609421
2019-02-26,0.004951584732178493,0.053525542193442244
2019-02-27,-0.006946873476877169,0.018421981272284005
2019-02-28,0.01611598477933318,0.015213054076013366
2019-03-01,0.020857967050098014,-0.012471598039604181
2019-03-05,0.00960405653772367,-0.02850289051790933
2019-03-06,0.011394006846799143,-0.0024055877266195846
2019-03-07,0.008629129634016741,0.004131450965579098
2019-03-08,0.008955287533429002,-0.027139528193325657
2019-03-11,0.009180875869858218,0.015688429393248604
