,Long,Short
2018-01-01,-0.009808795541363824,0.012991984632945175
2018-01-02,-0.0009545527986135171,0.010922976688259211
2018-01-03,0.003629579846677067,0.012474827103631413
2018-01-04,-6.882532276457632e-05,-0.01008524178239074
2018-01-05,0.004442747241476574,0.002040630345013694
2018-01-08,0.008927487161749181,-0.0012520506984641244
2018-01-09,-0.0021727551246630617,0.007874004493290676
2018-01-10,0.002367610078959381,0.008417112067984789
2018-01-11,-0.0042195107708582254,-0.0038760121726600038
2018-01-12,-0.006036119722170441,0.01696212679647522
2018-01-15,-0.008929732845716586,-0.006635077133211853
2018-01-16,-0.01171814549350143,0.00649815311919697
2018-01-17,0.011022781321641362,-0.0005775581217180914
2018-01-18,-0.015426094606730478,0.005774828266477461
2018-01-19,0.005763133109588048,-0.006390921067130373
2018-01-22,0.03285449083710148,-0.02114213007178174
2018-01-23,0.002419158844701652,-0.005193422706471318
2018-01-24,-0.014976224378047197,-0.010388555316518855
2018-01-25,0.0015430478659296033,0.011795925870555802
2018-01-29,-0.006225071091115452,-0.004219985843194518
2018-01-30,-0.00909736579810938,0.013017031354347753
2018-01-31,-0.0014595327783943235,-0.0015143029625821036
2018-02-01,0.001539117891369335,0.002832918165929299
2018-02-02,-0.017528013558577405,0.03599831380676739
2018-02-05,0.0005222547867829386,-0.001793491233972544
2018-02-06,0.03822707947600588,-0.017289321974059545
2018-02-07,7.77716415522267e-05,0.012709209631372054
2018-02-08,0.004405590826040484,0.001312495263488378
2018-02-09,0.0067164983647871376,-0.02002941775380431
2018-02-12,0.014489235291021174,-0.0003685287670121884
2018-02-14,-0.008045859951061374,0.010275233835833019
2018-02-15,0.0023348414315856212,0.011615134561747365
2018-02-16,0.0019426945748190149,0.028414902157275025
2018-02-19,-0.012056751388365683,0.030540566409210813
2018-02-20,0.011341357682047271,0.0027708955046093164
2018-02-21,-0.011445926290145514,0.002010164053646335
2018-02-22,-0.004998702845890502,-0.0025802826420496363
2018-02-23,0.003622792120525098,-0.011942085504058463
2018-02-26,0.0069022222375138,-0.004683734900013059
2018-02-27,-0.004991848623871187,0.009396859302984461
2018-02-28,0.00029011402081338125,0.006199406282167042
2018-03-01,-0.005973495006664753,0.0052807444816064695
2018-03-05,-0.008344632143105856,0.004705096679989395
