2016-01-01,APOLLOHOSP,INDUSINDBK,GRASIM,RELIANCE,ONGC
2016-01-04,INFY,HINDALCO,SBIN,HDFCBANK,RELIANCE
2016-01-05,INFY,HDFC,POWERGRID,HEROMOTOCO,TCS
2016-01-06,APOLLOHOSP,HINDALCO,KOTAKBANK,POWERGRID,TCS
2016-01-07,TCS,HDFCBANK,HINDALCO,DIVISLAB,KOTAKBANK
2016-01-08,HDFC,HINDALCO,M&M,CIPLA,BRITANNIA
2016-01-11,NESTLEIND,MARUTI,TATASTEEL,WIPRO,RELIANCE
2016-01-12,INFY,M&M,HDFC,BAJAJ-AUTO,HINDALCO
2016-01-13,WIPRO,APOLLOHOSP,TATASTEEL,BAJAJ-AUTO,BRITANNIA
2016-01-14,POWERGRID,EICHERMOT,MARUTI,HINDALCO,HEROMOTOCO
2016-01-15,POWERGRID,KOTAKBANK,BAJAJFINSV,HINDALCO,INFY
2016-01-18,TCS,SBIN,BAJAJFINSV,ULTRACEMCO,HEROMOTOCO
2016-01-19,TCS,BAJAJ-AUTO,DIVISLAB,AXISBANK,GRASIM
2016-01-20,M&M,MARUTI,BAJAJ-AUTO,GRASIM,TITAN
2016-01-21,MARUTI,BAJAJ-AUTO,M&M,SBIN,ULTRACEMCO
2016-01-22,MARUTI,SBIN,TCS,CIPLA,BRITANNIA
2016-01-25,INFY,HDFC,BRITANNIA,WIPRO,GRASIM
2016-01-27,GRASIM,BRITANNIA,TCS,CIPLA,INFY
2016-01-28,TITAN,JSWSTEEL,MARUTI,HDFCBANK,TCS
2016-01-29,JSWSTEEL,TCS,BAJAJ-AUTO,CIPLA,NESTLEIND
2016-02-01,DRREDDY,JSWSTEEL,NESTLEIND,INFY,M&M
2016-02-02,MARUTI,BAJAJ-AUTO,BHARTIARTL,TECHM,NESTLEIND
2016-02-03,UPL,POWERGRID,KOTAKBANK,HCLTECH,M&M
2016-02-04,MARUTI,INFY,UPL,HINDALCO,TCS
